subject,experiment,session,slope,intercept,rmse,mu,sig,se,n_syncs,corr1,corr2
R1089P,catFR1,0,1.0028142701090947,-2.9181446994578777,1.8854253494357018,6.195932655828074e-13,1.8854253494357018,0.18854253494357018,100,0.9999092732980916,0.36351702068918734
R1089P,PAL1,0,0.995454693376374,5.4703025557756,8.438877307211023,-1.1368683772161603e-13,8.438877307211023,0.8438877307211022,100,0.9982592302363352,0.30883009450635407
R1090C,PAL1,0,0.9941422890295537,6.983652198689526,10.465403204800586,-3.382183422218077e-13,10.465403204800586,1.170067648893913,80,0.9977176622537575,0.41824006548994236
R1091N,PAL1,0,0.8318987781872683,199.27903382225128,310.20298237143885,-7.275957614183426e-14,310.20298237143885,31.020298237143884,100,0.34443682871014636,0.3394293879474218
R1091N,PAL1,1,1.0003055496060025,-0.35556552208694775,0.46574098193663066,3.4447111829649655e-13,0.46574098193663066,0.046574098193663066,100,0.9999931871730543,0.31322445914366853
R1091N,PAL1,2,0.9991874060139987,0.7949890762550333,0.6204200319120854,-5.32054400537163e-13,0.6204200319120854,0.06204200319120854,100,0.999990556529615,0.36693077151862047
R1091N,PAL1,3,1.0003725091552949,-0.4181340435401385,0.4640917859707243,-3.8539837987627835e-13,0.4640917859707243,0.04640917859707243,100,0.9999950536075877,0.4033619860378979
R1091N,PAL2,1,1.0955068037532176,-41.2009710550061,477.06296807465037,9.19600198459294e-13,477.0629680746504,50.28685221453626,90,0.2977537857068438,0.29652714871458674
R1093J,catFR1,0,0.9948344310253591,6.259643233737563,9.937048005816752,2.4556356947869064e-13,9.937048005816752,0.9937048005816752,100,0.997909245146261,0.35690866097450974
R1094T,FR1,1,0.9946354472073643,6.301087765126265,9.849720015673432,9.322320693172514e-14,9.849720015673434,0.9849720015673433,100,0.997696662000083,0.33241353847269417
R1094T,FR1,2,0.9996924282142314,0.25102050673190496,0.6047459148282591,2.523847797419876e-13,0.6047459148282591,0.06047459148282591,100,0.9999902888689894,0.35769074204876616
R1094T,catFR1,0,1.0005298943418763,-0.5856542933723985,0.6643866791121288,9.094947017729283e-14,0.6643866791121289,0.06643866791121289,100,0.9999898355927112,0.31198914422477286
R1095N,PAL1,0,1.000598552378805,-0.5915708930444976,0.46095576735095833,-4.592948243953288e-13,0.46095576735095833,0.04609557673509583,100,0.9999946604703004,0.3312899493889445
R1095N,PAL1,1,0.9996735157914961,0.3277836156537023,0.5637631417656285,-1.1368683772161603e-15,0.5637631417656285,0.056376314176562844,100,0.9999921930313098,0.3089498505557222
R1095N,PAL1,2,1.0229972155539422,127.18521198323693,202.30300820663038,4.850638409455617e-13,202.30300820663035,36.93530701530806,30,0.5432270914787675,0.5195240987897612
R1095N,PAL2,0,1.0002199700402994,-0.22567459667806378,0.6316782940337008,-3.145335843631377e-13,0.6316782940337008,0.08154931709844117,60,0.9999901792543707,0.4640323725408013
R1096E,FR1,0,0.8344291918509199,187.50225197249543,195.9427030719187,-4.445155354915187e-13,195.9427030719187,19.59427030719187,100,0.5421690559401311,0.2979374162187831
R1096E,FR1,1,0.39061762806746875,598.8295405327021,145.48855979481849,4.206412995699793e-14,145.48855979481849,14.548855979481848,100,0.37091007260542197,0.31881766226181113
R1097N,PAL1,0,1.000411190163623,-0.8866110927233908,0.6026340530458967,-8.051703095107394e-13,0.6026340530458967,0.06536484051217935,85,0.9999915123516366,0.32859657768705286
R1097N,PAL1,1,1.7001860752202795,-157.69876156943545,573.0674051351052,1.1563575493970087e-12,573.0674051351052,68.49465576945013,70,0.4137599335056763,0.35279863044905063
R1100D,FR1,0,0.8443325819814428,-481.4517402458197,279.8296774934708,2.3419488570652903e-13,279.8296774934708,27.98296774934708,100,0.4067805272286315,0.3461120654092044
R1100D,FR1,1,0.9879650781857163,14.032005560778353,12.254339028227234,-2.633745073884105e-13,12.254339028227234,1.5820283658367884,60,0.9957432062084567,0.4632088387987227
R1100D,FR1,2,1.717663848697068,-431.69936667969455,551.3818185234285,9.155579997847477e-13,551.3818185234286,63.66808827015337,75,0.3840717566094016,0.3300769571006953
R1100D,FR1,3,0.7492946821013247,335.43245113336775,290.82617217438997,-2.7625901566352697e-13,290.82617217438997,29.082617217438997,100,0.3596605228370897,0.28790113412345
R1100D,PAL1,1,0.9971633625815178,3.6766165702515017,8.971286800578323,8.753886504564434e-14,8.971286800578323,0.8971286800578323,100,0.9982914478391216,0.3519284437650846
R1101T,FR2,0,0.9954571003268607,5.543132902085786,9.955580342422428,-2.398792275926098e-13,9.95558034242243,0.995558034242243,100,0.9976167550608825,0.3345222196882625
R1101T,FR1,0,0.9940748215722771,6.946057113261759,9.940837231408047,4.581579560181126e-13,9.940837231408047,0.9940837231408046,100,0.9974879069018463,0.30558882672684934
R1102P,catFR1,0,0.994428579595242,6.62181600119852,10.031029496616002,-9.43600753089413e-14,10.031029496616002,1.0031029496616002,100,0.9974107360326417,0.3235845354473649
R1102P,PAL1,0,0.9816454303250095,22.20490205592033,16.9652796980516,-4.673792217444214e-13,16.9652796980516,3.2649696001824613,27,0.9924743370395904,0.5628602407193151
R1105E,catFR1,0,0.8916775075034732,170.791105107697,300.8884145420847,-3.035438567167148e-13,300.8884145420847,30.08884145420847,100,0.39596565557996094,0.31001242277299396
R1106M,FR1,1,0.9955190793335229,5.50398938871972,10.020789308779372,-1.4438228390645236e-13,10.020789308779374,1.0020789308779374,100,0.9973944953400604,0.3337644406768283
R1106M,PAL1,0,0.9931248047224875,7.890818731748354,9.476087302556067,6.355094228638336e-13,9.476087302556067,0.9476087302556067,100,0.9975394463551517,0.37632622037668717
R1106M,catFR1,0,0.9950302517567723,5.931902514361761,9.959388363940139,4.18367562815547e-13,9.959388363940139,0.9959388363940139,100,0.9971724163049446,0.37823454645103755
