subject,experiment,session,sync_txt
R1032D,YC2,0,/data/eeg/R1032D/eeg.noreref/R1032D_09Mar15_1443.114.115.YC2_0.sync.txt
R1032D,YC2,1,/data/eeg/R1032D/eeg.noreref/R1032D_10Mar15_1118.114.YC2_1.sync.txt
R1033D,FR2,1,/data/eeg/R1033D/eeg.noreref/R1033D_02Apr15_1015.085.086.FR2_1.sync.txt
R1033D,FR2,2,/data/eeg/R1033D/eeg.noreref/R1033D_06Apr15_1319.085.086.FR2_2.sync.txt
R1033D,YC1,0,/data/eeg/R1033D/eeg.noreref/R1033D_25Mar15_1517.085.086.YC1_0.sync.txt
R1033D,YC2,0,/data/eeg/R1033D/eeg.noreref/R1033D_27Mar15_0909.085.086.YC2_0.sync.txt
R1033D,FR1,0,/data/eeg/R1033D/eeg.noreref/R1033D_29Mar15_1035.085.086.FR1_0.sync.txt
R1033D,YC2,1,/data/eeg/R1033D/eeg.noreref/R1033D_30Mar15_1051.085.086.YC2_1.sync.txt
R1033D,FR2,0,/data/eeg/R1033D/eeg.noreref/R1033D_31Mar15_1119.085.086.FR2_0.sync.txt
R1034D,PS,2,/data/eeg/R1034D/eeg.noreref/R1034D_15Jun15_1535.127.PS_2.sync.txt
R1034D,PS,3,/data/eeg/R1034D/eeg.noreref/R1034D_15Jun15_1535.127.PS_3.sync.txt
R1034D,PS,5,/data/eeg/R1034D/eeg.noreref/R1034D_16Jun15_1402.127.PS_5.sync.txt
R1034D,PS,8,/data/eeg/R1034D/eeg.noreref/R1034D_18Jun15_1111.127.PS_8.sync.txt
R1034D,PS,9,/data/eeg/R1034D/eeg.noreref/R1034D_18Jun15_1111.127.PS_9.sync.txt
R1034D,PS,12,/data/eeg/R1034D/eeg.noreref/R1034D_18Jun15_1218.127.PS_12.sync.txt
R1034D,FR1,0,/data/eeg/R1034D/eeg.noreref/R1034D_14Jun15_1542.127.FR1_0.sync.txt
R1034D,FR1,1,/data/eeg/R1034D/eeg.noreref/R1034D_15Jun15_1053.127.FR1_1.sync.txt
R1034D,FR1,2,/data/eeg/R1034D/eeg.noreref/R1034D_16Jun15_1325.127.FR1_2.sync.txt
R1034D,PS1,1,/data/eeg/R1034D/eeg.noreref/R1034D_16Jun15_1402.127.PS1_1.sync.txt
R1034D,PS3,2,/data/eeg/R1034D/eeg.noreref/R1034D_18Jun15_1218.127.PS3_2.sync.txt
R1034D,YC1,0,/data/eeg/R1034D/eeg.noreref/R1034D_20Jun15_1036.127.YC1_0.sync.txt
R1034D,YC1,1,/data/eeg/R1034D/eeg.noreref/R1034D_21Jun15_1058.127.YC1_1.sync.txt
R1035M,catFR1,0,/data/eeg/R1035M/eeg.noreref/R1035M_11Mar15_1017.112.113.catFR1_0.sync.txt
R1035M,PAL1,0,/data/eeg/R1035M/eeg.noreref/R1035M_12Mar15_0932.112.113.PAL1_0.sync.txt
R1035M,FR2,0,/data/eeg/R1035M/eeg.noreref/R1035M_12Mar15_1509.112.113.FR2_0.sync.txt
R1035M,FR1,0,/data/eeg/R1035M/eeg.noreref/R1035M_13Mar15_0843.112.113.FR1_0.sync.txt
R1036M,catFR1,0,/data/eeg/R1036M/eeg.noreref/R1036M_21Mar15_1031.090.091.catFR1_0.sync.txt
R1036M,FR2,0,/data/eeg/R1036M/eeg.noreref/R1036M_25Mar15_1459.090.091.FR2_0.sync.txt
R1036M,PAL1,0,/data/eeg/R1036M/eeg.noreref/R1036M_21Mar15_1700.090.091.PAL1_0.sync.txt
R1036M,FR1,0,/data/eeg/R1036M/eeg.noreref/R1036M_22Mar15_1228.090.091.FR1_0.sync.txt
R1036M,catFR2,0,/data/eeg/R1036M/eeg.noreref/R1036M_25Mar15_0910.090.091.catFR2_0.sync.txt
R1036M,PAL2,0,/data/eeg/R1036M/eeg.noreref/R1036M_25Mar15_1401.090.091.PAL2_0.sync.txt
R1036M,catFR2,1,/data/eeg/R1036M/eeg.noreref/R1036M_25Mar15_1930.090.091.catFR2_1.sync.txt
R1036M,catFR2,2,/data/eeg/R1036M/eeg.noreref/R1036M_26Mar15_0852.090.091.catFR2_2.sync.txt
R1037D,YC1,0,/data/eeg/R1037D/eeg.noreref/R1037D_02Apr15_1606.061.YC1_0.sync.txt
R1037D,YC1,1,/data/eeg/R1037D/eeg.noreref/R1037D_03Apr15_1129.064.YC1_1.sync.txt
R1037D,YC2,0,/data/eeg/R1037D/eeg.noreref/R1037D_04Apr15_0830.064.YC2_0.sync.txt
R1037D,YC2,1,/data/eeg/R1037D/eeg.noreref/R1037D_06Apr15_1048.064.YC2_1.sync.txt
R1037D,YC2,2,/data/eeg/R1037D/eeg.noreref/R1037D_07Apr15_1633.064.065.YC2_2.sync.txt
R1037D,YC2,4,/data/eeg/R1037D/eeg.noreref/R1037D_08Apr15_1719.064.065.YC2_4.sync.txt
R1037D,YC2,5,/data/eeg/R1037D/eeg.noreref/R1037D_10Apr15_0924.064.065.YC2_5.sync.txt
R1037D,YC1,2,/data/eeg/R1037D/eeg.noreref/R1037D_13Apr15_1340.064.065.YC1_2.sync.txt
R1039M,catFR1,0,/data/eeg/R1039M/eeg.noreref/R1039M_12Apr15_1340.118.119.catFR1_0.sync.txt
R1039M,FR1,0,/data/eeg/R1039M/eeg.noreref/R1039M_12Apr15_1913.118.119.FR1_0.sync.txt
R1039M,catFR2,0,/data/eeg/R1039M/eeg.noreref/R1039M_14Apr15_1716.118.119.catFR2_0.sync.txt
R1041M,catFR1,0,/data/eeg/R1041M/eeg.noreref/R1041M_14Apr15_1340.112.113.catFR1_0.sync.txt
R1041M,YC1,0,/data/eeg/R1041M/eeg.noreref/R1041M_14Apr15_1434.112.113.YC1_0.sync.txt
R1041M,catFR2,0,/data/eeg/R1041M/eeg.noreref/R1041M_14Apr15_1941.112.113.catFR2_0.sync.txt
R1041M,YC1,1,/data/eeg/R1041M/eeg.noreref/R1041M_14Apr15_2019.112.113.YC1_1.sync.txt
R1041M,YC1,2,/data/eeg/R1041M/eeg.noreref/R1041M_15Apr15_0810.112.113.YC1_2.sync.txt
R1042M,catFR1,0,/data/eeg/R1042M/eeg.noreref/R1042M_16Apr15_1323.082.083.catFR1_0.sync.txt
R1042M,PAL1,0,/data/eeg/R1042M/eeg.noreref/R1042M_16Apr15_1500.082.083.PAL1_0.sync.txt
R1042M,catFR2,0,/data/eeg/R1042M/eeg.noreref/R1042M_18Apr15_1328.082.083.catFR2_0.sync.txt
R1042M,FR1,0,/data/eeg/R1042M/eeg.noreref/R1042M_17Apr15_1108.082.083.FR1_0.sync.txt
R1042M,YC1,0,/data/eeg/R1042M/eeg.noreref/R1042M_17Apr15_1510.082.083.YC1_0.sync.txt
R1042M,FR2,0,/data/eeg/R1042M/eeg.noreref/R1042M_19Apr15_1200.082.083.FR2_0.sync.txt
R1042M,YC2,0,/data/eeg/R1042M/eeg.noreref/R1042M_19Apr15_1421.082.083.YC2_0.sync.txt
R1044J,PS,1,/data/eeg/R1044J/eeg.noreref/R1044J_22Apr15_1045.187.188.PS_1.sync.txt
R1044J,PS,3,/data/eeg/R1044J/eeg.noreref/R1044J_22Apr15_1241.187.188.PS_3.sync.txt
R1044J,catFR1,0,/data/eeg/R1044J/eeg.noreref/R1044J_21Apr15_0939.187.188.catFR1_0.sync.txt
R1044J,FR1,0,/data/eeg/R1044J/eeg.noreref/R1044J_20Apr15_1247.187.188.FR1_0.sync.txt
R1044J,YC1,0,/data/eeg/R1044J/eeg.noreref/R1044J_20Apr15_1544.187.188.YC1_0.sync.txt
R1044J,dboy,0,/data/eeg/R1044J/eeg.noreref/R1044J_21Apr15_1021.187.188.dboy_0.sync.txt
R1044J,PS1,0,/data/eeg/R1044J/eeg.noreref/R1044J_22Apr15_1045.187.188.PS1_0.sync.txt
R1044J,FR2,0,/data/eeg/R1044J/eeg.noreref/R1044J_22Apr15_1223.187.188.FR2_0.sync.txt
R1044J,PS1,1,/data/eeg/R1044J/eeg.noreref/R1044J_22Apr15_1241.187.188.PS1_1.sync.txt
R1045E,PS,2,/data/eeg/R1045E/eeg.noreref/R1045E_04May15_1423.016.PS_2.sync.txt
R1045E,YC1,0,/data/eeg/R1045E/eeg.noreref/R1045E_01May15_1330.016.YC1_0.sync.txt
R1045E,FR1,0,/data/eeg/R1045E/eeg.noreref/R1045E_04May15_1104.016.FR1_0.sync.txt
R1045E,catFR1,0,/data/eeg/R1045E/eeg.noreref/R1045E_01May15_1542.016.catFR1_0.sync.txt
R1045E,catFR1,1,/data/eeg/R1045E/eeg.noreref/R1045E_02May15_1113.016.catFR1_1.sync.txt
R1045E,YC1,1,/data/eeg/R1045E/eeg.noreref/R1045E_02May15_1243.016.YC1_1.sync.txt
R1045E,PS,0,/data/eeg/R1045E/eeg.noreref/R1045E_04May15_1423.016.PS_0.sync.txt
R1047D,YC2,0,/data/eeg/R1047D/eeg.noreref/R1047D_16May15_0949.140.YC2_0.sync.txt
R1047D,YC1,0,/data/eeg/R1047D/eeg.noreref/R1047D_18May15_0830.140.YC1_0.sync.txt
R1047D,YC2,1,/data/eeg/R1047D/eeg.noreref/R1047D_19May15_1426.140.YC2_1.sync.txt
R1048E,YC1,0,/data/eeg/R1048E/eeg.noreref/R1048E_23May15_1330.063.YC1_0.sync.txt
R1048E,FR1,0,/data/eeg/R1048E/eeg.noreref/R1048E_24May15_1146.063.FR1_0.sync.txt
R1048E_1,FR2,0,/data/eeg/R1048E_1/eeg.noreref/R1048E_1_27May15_1027.022.FR2_0.sync.txt
R1049J,YC1,0,/data/eeg/R1049J/eeg.noreref/R1049J_18May15_1414.143.144.R1049J.YC1_0.sync.txt
R1049J,FR1,0,/data/eeg/R1049J/eeg.noreref/R1049J_19May15_1013.143.144.FR1_0.sync.txt
R1049J,LocGlobTones,0,/data/eeg/R1049J/eeg.noreref/R1049J_19May15_1457.143.144.LocGlobTones_0.sync.txt
R1049J,trackball,0,/data/eeg/R1049J/eeg.noreref/R1049J_19May15_1457.143.144.trackball_0.sync.txt
R1049J,trackball,1,/data/eeg/R1049J/eeg.noreref/R1049J_19May15_1457.143.144.trackball_1.sync.txt
R1049J,YC1,1,/data/eeg/R1049J/eeg.noreref/R1049J_20May15_1049.143.144.YC1_1.sync.txt
R1049J,locGlob,2,/data/eeg/R1049J/eeg.noreref/R1049J_20May15_1539.143.144.locGlob_2.sync.txt
R1049J,locGlob,3,/data/eeg/R1049J/eeg.noreref/R1049J_20May15_1539.143.144.locGlob_3.sync.txt
R1049J,locGlob,4,/data/eeg/R1049J/eeg.noreref/R1049J_24May15_1401.143.144.locGlob_4.sync.txt
R1049J,train,0,/data/eeg/R1049J/eeg.noreref/R1049J_22May15_1407.143.144.train_0.sync.txt
R1050M,FR1,0,/data/eeg/R1050M/eeg.noreref/R1050M_02Jun15_1026.066.067.FR1_0.sync.txt
R1050M,PS,2,/data/eeg/R1050M/eeg.noreref/R1050M_04Jun15_1635.066.067.PS_2.sync.txt
R1050M,PS,3,/data/eeg/R1050M/eeg.noreref/R1050M_04Jun15_2008.066.067.PS_3.sync.txt
R1050M,PS,4,/data/eeg/R1050M/eeg.noreref/R1050M_04Jun15_2107.066.067.PS_4.sync.txt
R1050M,PAL1,0,/data/eeg/R1050M/eeg.noreref/R1050M_02Jun15_1705.066.067.PAL1_0.sync.txt
R1050M,YC1,0,/data/eeg/R1050M/eeg.noreref/R1050M_02Jun15_1801.066.067.YC1_0.sync.txt
R1050M,PS2,0,/data/eeg/R1050M/eeg.noreref/R1050M_04Jun15_2008.066.067.PS2_0.sync.txt
R1050M,catFR1,0,/data/eeg/R1050M/eeg.noreref/R1050M_02Jun15_1945.066.067.catFR1_0.sync.txt
R1050M,PS1,0,/data/eeg/R1050M/eeg.noreref/R1050M_04Jun15_1635.066.067.PS1_0.sync.txt
R1050M,FR2,0,/data/eeg/R1050M/eeg.noreref/R1050M_04Jun15_1723.066.067.FR2_0.sync.txt
R1050M,PAL2,0,/data/eeg/R1050M/eeg.noreref/R1050M_04Jun15_2034.066.067.PAL2_0.sync.txt
R1050M,catFR2,0,/data/eeg/R1050M/eeg.noreref/R1050M_06Jun15_1145.066.067.catFR2_0.sync.txt
R1050M,PS3,0,/data/eeg/R1050M/eeg.noreref/R1050M_04Jun15_2107.066.067.PS3_0.sync.txt
R1050M,YC2,0,/data/eeg/R1050M/eeg.noreref/R1050M_06Jun15_1246.066.067.YC2_0.sync.txt
R1051J,PS,1,/data/eeg/R1051J/eeg.noreref/R1051J_13Jul15_1446.057.058.PS_1.sync.txt
R1051J,PS,2,/data/eeg/R1051J/eeg.noreref/R1051J_13Jul15_1446.057.058.PS_2.sync.txt
R1051J,PS,4,/data/eeg/R1051J/eeg.noreref/R1051J_17Jul15_1205.057.058.PS_4.sync.txt
R1051J,PS,5,/data/eeg/R1051J/eeg.noreref/R1051J_17Jul15_1405.057.058.PS_5.sync.txt
R1051J,PS,6,/data/eeg/R1051J/eeg.noreref/R1051J_17Jul15_1405.057.058.PS_6.sync.txt
R1051J,FR1,0,/data/eeg/R1051J/eeg.noreref/R1051J_11Jul15_1115.057.058.FR1_0.sync.txt
R1051J,YC1,0,/data/eeg/R1051J/eeg.noreref/R1051J_11Jul15_1351.057.058.YC1_0.sync.txt
R1051J,FR1,1,/data/eeg/R1051J/eeg.noreref/R1051J_12Jul15_1040.057.058.FR1_1.sync.txt
R1051J,YC1,1,/data/eeg/R1051J/eeg.noreref/R1051J_13Jul15_1430.057.058.YC1_1.sync.txt
R1051J,PS1,1,/data/eeg/R1051J/eeg.noreref/R1051J_17Jul15_1205.057.058.PS1_1.sync.txt
R1051J,FR1,2,/data/eeg/R1051J/eeg.noreref/R1051J_20Jul15_0954.057.058.FR1_2.sync.txt
R1052E,YC1,0,/data/eeg/R1052E/eeg.noreref/R1052E_05Jun15_1015.065.YC1_0.sync.txt
R1052E_1,PS,2,/data/eeg/R1052E_1/eeg.noreref/R1052E_1_06Jun15_1031.024.PS_2.sync.txt
R1052E_1,FR1,0,/data/eeg/R1052E_1/eeg.noreref/R1052E_1_05Jun15_1529.024.FR1_0.sync.txt
R1052E_1,FR2,0,/data/eeg/R1052E_1/eeg.noreref/R1052E_1_06Jun15_0930.024.FR2_0.sync.txt
R1052E_1,PS1,0,/data/eeg/R1052E_1/eeg.noreref/R1052E_1_06Jun15_1031.024.PS1_0.sync.txt
R1052E_1,YC1,0,/data/eeg/R1052E_1/eeg.noreref/R1052E_1_08Jun15_1041.024.YC1_0.sync.txt
R1052E_1,YC1,1,/data/eeg/R1052E_1/eeg.noreref/R1052E_1_09Jun15_1258.024.YC1_1.sync.txt
R1052E_1,FR1,1,/data/eeg/R1052E_1/eeg.noreref/R1052E_1_09Jun15_1039.024.FR1_1.sync.txt
R1052E_2,FR1,0,/data/eeg/R1052E_2/eeg.noreref/R1052E_2_17Jun15_1317.019.FR1_0.sync.txt
R1052E_2,FR1,1,/data/eeg/R1052E_2/eeg.noreref/R1052E_2_18Jun15_1417.019.FR1_1.sync.txt
R1052E_2,YC1,0,/data/eeg/R1052E_2/eeg.noreref/R1052E_2_18Jun15_1517.019.YC1_0.sync.txt
R1052E_2,YC1,1,/data/eeg/R1052E_2/eeg.noreref/R1052E_2_19Jun15_1016.019.YC1_1.sync.txt
R1053M,FR1,0,/data/eeg/R1053M/eeg.noreref/R1053M_08Jun15_0638.082.083.FR1_0.sync.txt
R1053M,FR2,0,/data/eeg/R1053M/eeg.noreref/R1053M_08Jun15_0739.082.083.FR2_0.sync.txt
R1054J,PS,0,/data/eeg/R1054J/eeg.noreref/R1054J_10Jun15_1108.166.167.PS_0.sync.txt
R1054J,PS,2,/data/eeg/R1054J/eeg.noreref/R1054J_10Jun15_1108.166.167.PS_2.sync.txt
R1054J,PS,1,/data/eeg/R1054J/eeg.noreref/R1054J_11Jun15_1127.166.167.PS_1.sync.txt
R1054J,PS,3,/data/eeg/R1054J/eeg.noreref/R1054J_11Jun15_1127.166.167.PS_3.sync.txt
R1054J,locGlobalTones,0,/data/eeg/R1054J/eeg.noreref/R1054J_06Jun15_1611.166.167.locGlobalTones_0.sync.txt
R1054J,trackball,0,/data/eeg/R1054J/eeg.noreref/R1054J_06Jun15_1611.166.167.trackball_0.sync.txt
R1054J,FR1,0,/data/eeg/R1054J/eeg.noreref/R1054J_07Jun15_1036.166.167.FR1_0.sync.txt
R1054J,YC1,0,/data/eeg/R1054J/eeg.noreref/R1054J_08Jun15_1547.166.167.YC1_0.sync.txt
R1054J,FR1,1,/data/eeg/R1054J/eeg.noreref/R1054J_11Jun15_1557.166.167.FR1_1.sync.txt
R1055J,PS,1,/data/eeg/R1055J/eeg.noreref/TJ086_11Jun15_0937.081.082.PS_1.sync.txt
R1055J,PS,2,/data/eeg/R1055J/eeg.noreref/TJ086_11Jun15_0937.081.082.PS_2.sync.txt
R1055J,trackball,3,/data/eeg/R1055J/eeg.noreref/TJ086_06Jun15_1106.081.082.trackball_3.sync.txt
R1055J,trackball,4,/data/eeg/R1055J/eeg.noreref/TJ086_06Jun15_1106.081.082.trackball_4.sync.txt
R1055J,trackball,5,/data/eeg/R1055J/eeg.noreref/TJ086_08Jun15_1145.081.082.trackball_5.sync.txt
R1055J,FR1,0,/data/eeg/R1055J/eeg.noreref/TJ086_06Jun15_1514.081.082.FR1_0.sync.txt
R1055J,FR1,1,/data/eeg/R1055J/eeg.noreref/TJ086_07Jun15_1132.081.082.FR1_1.sync.txt
R1055J,trackball,6,/data/eeg/R1055J/eeg.noreref/TJ086_08Jun15_1145.081.082.trackball_6.sync.txt
R1055J,FR2,0,/data/eeg/R1055J/eeg.noreref/TJ086_08Jun15_1310.081.082.FR2_0.sync.txt
R1055J,trackball,0,/data/eeg/R1055J/eeg.noreref/TJ086_28May15_0950.081.082.trackball_0.sync.txt
R1055J,YC1,0,/data/eeg/R1055J/eeg.noreref/TJ086_29May15_1417.081.082.YC1_0.sync.txt
R1055J,trackball,1,/data/eeg/R1055J/eeg.noreref/TJ086_29May15_1417.081.082.trackball_1.sync.txt
R1055J,trackball,2,/data/eeg/R1055J/eeg.noreref/TJ086_29May15_1417.081.082.trackball_2.sync.txt
R1056M,PS,15,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_1526.128.129.PS_15.sync.txt
R1056M,PS,16,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_1526.128.129.PS_16.sync.txt
R1056M,PS,17,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_1637.128.129.PS_17.sync.txt
R1056M,PS,0,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_1824.128.129.PS_0.sync.txt
R1056M,PS,1,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_1824.128.129.PS_1.sync.txt
R1056M,PS,2,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_1824.128.129.PS_2.sync.txt
R1056M,PS,4,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_2009.128.129.PS_4.sync.txt
R1056M,PS,5,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_2009.128.129.PS_5.sync.txt
R1056M,PS,6,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_2009.128.129.PS_6.sync.txt
R1056M,PS,10,/data/eeg/R1056M/eeg.noreref/R1056M_23Jun15_0017.128.129.PS_10.sync.txt
R1056M,PS,8,/data/eeg/R1056M/eeg.noreref/R1056M_23Jun15_0017.128.129.PS_8.sync.txt
R1056M,PS,9,/data/eeg/R1056M/eeg.noreref/R1056M_23Jun15_0017.128.129.PS_9.sync.txt
R1056M,PS,12,/data/eeg/R1056M/eeg.noreref/R1056M_23Jun15_0152.128.129.PS_12.sync.txt
R1056M,PS,13,/data/eeg/R1056M/eeg.noreref/R1056M_23Jun15_0152.128.129.PS_13.sync.txt
R1056M,PS,14,/data/eeg/R1056M/eeg.noreref/R1056M_23Jun15_0152.128.129.PS_14.sync.txt
R1056M,YC1,0,/data/eeg/R1056M/eeg.noreref/R1056M_18Jun15_1446.128.129.YC1_0.sync.txt
R1056M,FR1,0,/data/eeg/R1056M/eeg.noreref/R1056M_19Jun15_1003.128.129.FR1_0.sync.txt
R1056M,PAL1,0,/data/eeg/R1056M/eeg.noreref/R1056M_19Jun15_1052.128.129.PAL1_0.sync.txt
R1056M,catFR1,0,/data/eeg/R1056M/eeg.noreref/R1056M_19Jun15_1654.128.129.catFR1_0.sync.txt
R1056M,FR2,0,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_1734.128.129.FR2_0.sync.txt
R1056M,PS3,0,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_1637.128.129.PS3_0.sync.txt
R1056M,YC2,0,/data/eeg/R1056M/eeg.noreref/R1056M_22Jun15_2126.128.129.YC2_0.sync.txt
R1057E,FR1,0,/data/eeg/R1057E/eeg.noreref/R1057E_20Jun15_1756.097.FR1_0.sync.txt
R1057E_1,YC1,0,/data/eeg/R1057E_1/eeg.noreref/R1057E_1_22Jun15_1840.025.YC1_0.sync.txt
R1059J,FR1,0,/data/eeg/R1059J/eeg.noreref/R1059J_28Jun15_1200.179.180.FR1_0.sync.txt
R1059J,locGlobTones,0,/data/eeg/R1059J/eeg.noreref/R1059J_28Jun15_1200.179.180.locGlobTones_0.sync.txt
R1059J,FR1,1,/data/eeg/R1059J/eeg.noreref/R1059J_29Jun15_1039.179.180.FR1_1.sync.txt
R1059J_1,PS,1,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_06Jul15_1135.179.180.PS_1.sync.txt
R1059J_1,PS,2,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_06Jul15_1135.179.180.PS_2.sync.txt
R1059J_1,PS,3,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_06Jul15_1244.179.180.PS_3.sync.txt
R1059J_1,PS,10,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_08Jul15_0920.179.180.PS_10.sync.txt
R1059J_1,PS,11,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_08Jul15_1033.179.180.PS_11.sync.txt
R1059J_1,PS,12,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_08Jul15_1033.179.180.PS_12.sync.txt
R1059J_1,PS,14,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_09Jul15_0939.179.180.PS_14.sync.txt
R1059J_1,PS,15,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_09Jul15_0939.179.180.PS_15.sync.txt
R1059J_1,PS,16,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_09Jul15_0939.179.180.PS_16.sync.txt
R1059J_1,dBoy,0,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_02Jul15_1547.179.180.dBoy_0.sync.txt
R1059J_1,YC1,0,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_02Jul15_1043.179.180.YC1_0.sync.txt
R1059J_1,train,1,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_03Jul15_1517.179.180.train_1.sync.txt
R1059J_1,PS2,0,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_06Jul15_1244.179.180.PS2_0.sync.txt
R1059J_1,FR1,1,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_07Jul15_1517.179.180.FR1_1.sync.txt
R1059J_1,PS1,1,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_08Jul15_0920.179.180.PS1_1.sync.txt
R1059J_1,train,2,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_09Jul15_1420.179.180.train_2.sync.txt
R1059J_1,FR1,0,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_30Jun15_1435.179.180.FR1_0.sync.txt
R1059J_1,train,0,/data/eeg/R1059J_1/eeg.noreref/R1059J_1_30Jun15_1553.179.180.train_0.sync.txt
R1060M,PS,3,/data/eeg/R1060M/eeg.noreref/R1060M_01Aug15_1015.070.071.PS_3.sync.txt
R1060M,PAL2,2,/data/eeg/R1060M/eeg.noreref/R1060M_04Aug15_1044.070.071.PAL2_2.sync.txt
R1060M,PS,1,/data/eeg/R1060M/eeg.noreref/R1060M_31Jul15_1714.070.071.PS_1.sync.txt
R1060M,YC2,0,/data/eeg/R1060M/eeg.noreref/R1060M_01Aug15_0805.070.071.YC2_0.sync.txt
R1060M,PS3,0,/data/eeg/R1060M/eeg.noreref/R1060M_01Aug15_1015.070.071.PS3_0.sync.txt
R1060M,PS,5,/data/eeg/R1060M/eeg.noreref/R1060M_01Aug15_1015.070.071.PS_5.sync.txt
R1060M,PAL2,0,/data/eeg/R1060M/eeg.noreref/R1060M_01Aug15_1049.070.071.PAL2_0.sync.txt
R1060M,PS2,0,/data/eeg/R1060M/eeg.noreref/R1060M_01Aug15_1823.070.071.PS2_0.sync.txt
R1060M,YC1,1,/data/eeg/R1060M/eeg.noreref/R1060M_02Aug15_1733.070.071.YC1_1.sync.txt
R1060M,FR2,1,/data/eeg/R1060M/eeg.noreref/R1060M_03Aug15_0823.070.071.FR2_1.sync.txt
R1060M,PAL2,1,/data/eeg/R1060M/eeg.noreref/R1060M_04Aug15_1044.070.071.PAL2_1.sync.txt
R1060M,FR1,3,/data/eeg/R1060M/eeg.noreref/R1060M_12Aug15_1425.070.071.FR1_3.sync.txt
R1060M,YC1,0,/data/eeg/R1060M/eeg.noreref/R1060M_25Jul15_1412.070.071.YC1_0.sync.txt
R1060M,FR1,2,/data/eeg/R1060M/eeg.noreref/R1060M_10Aug15_1130.070.071.FR1_2.sync.txt
R1060M,FR1,0,/data/eeg/R1060M/eeg.noreref/R1060M_25Jul15_1018.070.071.FR1_0.sync.txt
R1060M,FR1,1,/data/eeg/R1060M/eeg.noreref/R1060M_29Jul15_1540.070.071.FR1_1.sync.txt
R1060M,PAL1,0,/data/eeg/R1060M/eeg.noreref/R1060M_26Jul15_1017.070.071.PAL1_0.sync.txt
R1060M,PS1,0,/data/eeg/R1060M/eeg.noreref/R1060M_31Jul15_1714.070.071.PS1_0.sync.txt
R1060M,catFR1,0,/data/eeg/R1060M/eeg.noreref/R1060M_26Jul15_1122.070.071.catFR1_0.sync.txt
R1060M,FR2,0,/data/eeg/R1060M/eeg.noreref/R1060M_31Jul15_1753.070.071.FR2_0.sync.txt
R1060M,catFR2,0,/data/eeg/R1060M/eeg.noreref/R1060M_31Jul15_2057.070.071.catFR2_0.sync.txt
R1060M,PS2,0,/data/eeg/R1060M/eeg.noreref/R1060M_31Jul15_2023.070.071.PS2_0.sync.txt
R1061T,PS,3,/data/eeg/R1061T/eeg.noreref/R1061T_22Jul15_1523.038.039.PS_3.sync.txt
R1061T,YC1,0,/data/eeg/R1061T/eeg.noreref/R1061T_21Jul15_1522.038.039.YC1_0.sync.txt
R1061T,PS1,1,/data/eeg/R1061T/eeg.noreref/R1061T_22Jul15_1523.038.039.PS1_1.sync.txt
R1061T,FR1,0,/data/eeg/R1061T/eeg.noreref/R1061T_B_09Jul15_1325.038.039.FR1_0.sync.txt
R1061T,YC2,0,/data/eeg/R1061T/eeg.noreref/R1061T_B_10Jul15_0844.038.039.YC2_0.sync.txt
R1061T,FR1,1,/data/eeg/R1061T/eeg.noreref/R1061T_B_12Jul15_0927.038.039.FR1_1.sync.txt
R1061T,catFR1,0,/data/eeg/R1061T/eeg.noreref/R1061T_B_10Jul15_1621.038.039.catFR1_0.sync.txt
R1061T,FR1,2,/data/eeg/R1061T/eeg.noreref/R1061T_B_13Jul15_1051.038.039.FR1_2.sync.txt
R1061T,FR1,3,/data/eeg/R1061T/eeg.noreref/R1061T_B_15Jul15_1555.038.039.FR1_3.sync.txt
R1062J,PS,2,/data/eeg/R1062J/eeg.noreref/R1062J_22Jul15_1639.161.162.PS_2.sync.txt
R1062J,PS,3,/data/eeg/R1062J/eeg.noreref/R1062J_22Jul15_1639.161.162.PS_3.sync.txt
