subject,experiment,session,sync_txt
R1062J,YC1,1,/data/eeg/R1062J/eeg.noreref/R1062J_14Jul15_0950.161.162.YC1_1.sync.txt
R1062J,FR1,0,/data/eeg/R1062J/eeg.noreref/R1062J_14Jul15_1114.161.162.FR1_0.sync.txt
R1062J,FR1,1,/data/eeg/R1062J/eeg.noreref/R1062J_15Jul15_1158.161.162.FR1_1.sync.txt
R1062J,FR1,2,/data/eeg/R1062J/eeg.noreref/R1062J_16Jul15_1341.161.162.FR1_2.sync.txt
R1062J,FR1,3,/data/eeg/R1062J/eeg.noreref/R1062J_20Jul15_1612.161.162.FR1_3.sync.txt
R1062J,YC1,3,/data/eeg/R1062J/eeg.noreref/R1062J_21Jul15_0958.161.162.YC1_3.sync.txt
R1063C,FR1,0,/data/eeg/R1063C/eeg.noreref/R1063C_16Jul15_1052.001.FR1_0.sync.txt
R1063C,YC1,0,/data/eeg/R1063C/eeg.noreref/R1063C_17Jul15_1100.001.YC1_0.sync.txt
R1063C,PAL1,0,/data/eeg/R1063C/eeg.noreref/R1063C_1_17Jul15_1100.001.PAL1_0.sync.txt
R1063C_1,PAL1,0,/data/eeg/R1063C_1/eeg.noreref/R1063C_1_17Jul15_1100.001.PAL1_0.sync.txt
R1063C_1,FR1,0,/data/eeg/R1063C_1/eeg.noreref/R1063C_1_20Jul15_1246.001.FR1_0.sync.txt
R1063C_1,YC1,0,/data/eeg/R1063C_1/eeg.noreref/R1063C_1_23Jul15_1333.001.YC1_0.sync.txt
R1063C_1,YC1,1,/data/eeg/R1063C_1/eeg.noreref/R1063C_1_25Jul15_2056.001.YC1_1.sync.txt
R1064E,PS,1,/data/eeg/R1064E/eeg.noreref/R1064E_26Jul15_1513.072.PS_1.sync.txt
R1064E,PS,2,/data/eeg/R1064E/eeg.noreref/R1064E_26Jul15_1544.072.PS_2.sync.txt
R1064E,PS,3,/data/eeg/R1064E/eeg.noreref/R1064E_26Jul15_1613.072.PS_3.sync.txt
R1064E,YC1,0,/data/eeg/R1064E/eeg.noreref/R1064E_25Jul15_1157.072.YC1_0.sync.txt
R1064E,PS1,0,/data/eeg/R1064E/eeg.noreref/R1064E_26Jul15_1513.072.PS1_0.sync.txt
R1064E,PS2,0,/data/eeg/R1064E/eeg.noreref/R1064E_26Jul15_1544.072.PS2_0.sync.txt
R1064E,PS3,0,/data/eeg/R1064E/eeg.noreref/R1064E_26Jul15_1613.072.PS3_0.sync.txt
R1064E,YC1,1,/data/eeg/R1064E/eeg.noreref/R1064E_27Jul15_1031.072.YC1_1.sync.txt
R1064E_1,PS,1,/data/eeg/R1064E_1/eeg.noreref/R1064E_1_02Aug15_1328.129.PS_1.sync.txt
R1064E_1,PS,2,/data/eeg/R1064E_1/eeg.noreref/R1064E_1_02Aug15_1402.129.PS_2.sync.txt
R1064E_1,PS,3,/data/eeg/R1064E_1/eeg.noreref/R1064E_1_02Aug15_1430.129.PS_3.sync.txt
R1064E_1,PS1,0,/data/eeg/R1064E_1/eeg.noreref/R1064E_1_02Aug15_1328.129.PS1_0.sync.txt
R1064E_1,PS2,0,/data/eeg/R1064E_1/eeg.noreref/R1064E_1_02Aug15_1402.129.PS2_0.sync.txt
R1064E_1,PS3,0,/data/eeg/R1064E_1/eeg.noreref/R1064E_1_02Aug15_1430.129.PS3_0.sync.txt
R1064E_1,YC1,0,/data/eeg/R1064E_1/eeg.noreref/R1064E_1_31Jul15_1535.128.129.YC1_0.sync.txt
R1065J,PS,1,/data/eeg/R1065J/eeg.noreref/R1065J_19Aug15_1117.189.190.PS_1.sync.txt
R1065J,YC1,5,/data/eeg/R1065J/eeg.noreref/R1065J_01Aug15_1119.189.190.YC1_5.sync.txt
R1065J,FR1,5,/data/eeg/R1065J/eeg.noreref/R1065J_01Aug15_1417.189.190.FR1_5.sync.txt
R1065J,PAL1,1,/data/eeg/R1065J/eeg.noreref/R1065J_02Aug15_1205.189.190.PAL1_1.sync.txt
R1065J,catFR1,0,/data/eeg/R1065J/eeg.noreref/R1065J_04Aug15_1026.189.190.catFR1_0.sync.txt
R1065J,locGlobTones,0,/data/eeg/R1065J/eeg.noreref/R1065J_04Aug15_1650.189.190.locGlobTones_0.sync.txt
R1065J,locGlobTones,1,/data/eeg/R1065J/eeg.noreref/R1065J_04Aug15_1650.189.190.locGlobTones_1.sync.txt
R1065J,LocGlobTones,2,/data/eeg/R1065J/eeg.noreref/R1065J_05Aug15_1242.189.190.LocGlobTones_2.sync.txt
R1065J,LocGlobTones,3,/data/eeg/R1065J/eeg.noreref/R1065J_05Aug15_1242.189.190.LocGlobTones_3.sync.txt
R1065J,catFR1,1,/data/eeg/R1065J/eeg.noreref/R1065J_06Aug15_1034.189.190.catFR1_1.sync.txt
R1065J,train,0,/data/eeg/R1065J/eeg.noreref/R1065J_06Aug15_1559.189.190.train_0.sync.txt
R1065J,train,1,/data/eeg/R1065J/eeg.noreref/R1065J_07Aug15_1057.189.190.train_1.sync.txt
R1065J,PAL1,2,/data/eeg/R1065J/eeg.noreref/R1065J_07Aug15_1601.189.190.PAL1_2.sync.txt
R1065J,dBoy25,1,/data/eeg/R1065J/eeg.noreref/R1065J_09Aug15_1515.189.190.dBoy25_1.sync.txt
R1065J,catFR1,2,/data/eeg/R1065J/eeg.noreref/R1065J_10Aug15_1418.189.190.catFR1_2.sync.txt
R1065J,LocGlobTones,4,/data/eeg/R1065J/eeg.noreref/R1065J_11Aug15_1036.189.190.LocGlobTones_4.sync.txt
R1065J,LocGlobTones,5,/data/eeg/R1065J/eeg.noreref/R1065J_11Aug15_1036.189.190.LocGlobTones_5.sync.txt
R1065J,catFR1,3,/data/eeg/R1065J/eeg.noreref/R1065J_11Aug15_1303.189.190.catFR1_3.sync.txt
R1065J,locGlobTones,6,/data/eeg/R1065J/eeg.noreref/R1065J_14Aug15_1221.189.190.locGlobTones_6.sync.txt
R1065J,locGlobTones,7,/data/eeg/R1065J/eeg.noreref/R1065J_14Aug15_1221.189.190.locGlobTones_7.sync.txt
R1065J,PS1,0,/data/eeg/R1065J/eeg.noreref/R1065J_19Aug15_1117.189.190.PS1_0.sync.txt
R1065J,YC2,0,/data/eeg/R1065J/eeg.noreref/R1065J_19Aug15_1401.189.190.YC2_0.sync.txt
R1065J,YC1,0,/data/eeg/R1065J/eeg.noreref/R1065J_25Jul15_1238.189.190.YC1_0.sync.txt
R1065J,FR1,0,/data/eeg/R1065J/eeg.noreref/R1065J_25Jul15_1606.189.190.FR1_0.sync.txt
R1065J,FR1,1,/data/eeg/R1065J/eeg.noreref/R1065J_26Jul15_1044.189.190.FR1_1.sync.txt
R1065J,YC1,1,/data/eeg/R1065J/eeg.noreref/R1065J_27Jul15_0926.189.190.YC1_1.sync.txt
R1065J,FR1,2,/data/eeg/R1065J/eeg.noreref/R1065J_27Jul15_1543.189.190.FR1_2.sync.txt
R1065J,FR1,3,/data/eeg/R1065J/eeg.noreref/R1065J_28Jul15_1021.189.190.FR1_3.sync.txt
R1065J,YC1,2,/data/eeg/R1065J/eeg.noreref/R1065J_28Jul15_1352.189.190.YC1_2.sync.txt
R1065J,PAL1,0,/data/eeg/R1065J/eeg.noreref/R1065J_28Jul15_1438.189.190.PAL1_0.sync.txt
R1065J,YC1,3,/data/eeg/R1065J/eeg.noreref/R1065J_29Jul15_1005.189.190.YC1_3.sync.txt
R1065J,FR1,4,/data/eeg/R1065J/eeg.noreref/R1065J_30Jul15_0911.189.190.FR1_4.sync.txt
R1065J,YC1,4,/data/eeg/R1065J/eeg.noreref/R1065J_30Jul15_1517.189.190.YC1_4.sync.txt
R1066P,PS,1,/data/eeg/R1066P/eeg.noreref/R1066P_04Sep15_1545.028.064.PS_1.sync.txt
R1066P,PS,2,/data/eeg/R1066P/eeg.noreref/R1066P_04Sep15_1545.028.064.PS_2.sync.txt
R1066P,FR1,2,/data/eeg/R1066P/eeg.noreref/R1066P_01Sep15_1608.028.064.FR1_2.sync.txt
R1066P,FR1,3,/data/eeg/R1066P/eeg.noreref/R1066P_08Sep15_1108.028.064.FR1_3.sync.txt
R1066P,PAL1,0,/data/eeg/R1066P/eeg.noreref/R1066P_02Sep15_1520.028.064.PAL1_0.sync.txt
R1066P,YC1,1,/data/eeg/R1066P/eeg.noreref/R1066P_03Sep15_1112.028.064.YC1_1.sync.txt
R1066P,catFR1,0,/data/eeg/R1066P/eeg.noreref/R1066P_03Sep15_1522.028.064.catFR1_0.sync.txt
R1066P,catFR1,1,/data/eeg/R1066P/eeg.noreref/R1066P_05Sep15_1240.028.064.catFR1_1.sync.txt
R1066P,catFR1,2,/data/eeg/R1066P/eeg.noreref/R1066P_06Sep15_1530.028.064.catFR1_2.sync.txt
R1066P,dBoy25,0,/data/eeg/R1066P/eeg.noreref/R1066P_07Sep15_1436.028.064.dBoy25_0.sync.txt
R1066P,YC1,0,/data/eeg/R1066P/eeg.noreref/R1066P_30Aug15_1047.028.064.YC1_0.sync.txt
R1066P,YC1,2,/data/eeg/R1066P/eeg.noreref/R1066P_08Sep15_1530.028.064.YC1_2.sync.txt
R1066P,FR1,0,/data/eeg/R1066P/eeg.noreref/R1066P_29Aug15_1613.028.064.FR1_0.sync.txt
R1066P,FR1,1,/data/eeg/R1066P/eeg.noreref/R1066P_31Aug15_1549.028.064.FR1_1.sync.txt
R1066P_1,FR1,0,/data/eeg/R1066P_1/eeg.noreref/R1066P_1_09Sep15_1501.028.064.FR1_0.sync.txt
R1066P_1,YC1,0,/data/eeg/R1066P_1/eeg.noreref/R1066P_1_13Sep15_0946.028.064.YC1_0.sync.txt
R1066P_1,dBoy25,0,/data/eeg/R1066P_1/eeg.noreref/R1066P_1_11Sep15_1251.028.064.dBoy25_0.sync.txt
R1066P_1,FR1,1,/data/eeg/R1066P_1/eeg.noreref/R1066P_1_16Sep15_1519.028.064.FR1_1.sync.txt
R1067P,PS,1,/data/eeg/R1067P/eeg.noreref/R1067P_17Sep15_1441.121.122.PS_1.sync.txt
R1067P,PS,2,/data/eeg/R1067P/eeg.noreref/R1067P_17Sep15_1441.121.122.PS_2.sync.txt
R1067P,PS,4,/data/eeg/R1067P/eeg.noreref/R1067P_18Sep15_1313.121.122.PS_4.sync.txt
R1067P,PS,5,/data/eeg/R1067P/eeg.noreref/R1067P_18Sep15_1313.121.122.PS_5.sync.txt
R1067P,FR1,0,/data/eeg/R1067P/eeg.noreref/R1067P_15Sep15_1022.121.122.FR1_0.sync.txt
R1067P,yc1,0,/data/eeg/R1067P/eeg.noreref/R1067P_15Sep15_1059.121.122.yc1_0.sync.txt
R1067P,catFR1,0,/data/eeg/R1067P/eeg.noreref/R1067P_15Sep15_1556.121.122.catFR1_0.sync.txt
R1067P,catFR1,1,/data/eeg/R1067P/eeg.noreref/R1067P_17Sep15_1045.121.122.catFR1_1.sync.txt
R1067P,FR1,2,/data/eeg/R1067P/eeg.noreref/R1067P_18Sep15_1112.121.122.FR1_2.sync.txt
R1067P,FR1,3,/data/eeg/R1067P/eeg.noreref/R1067P_21Sep15_1108.121.122.FR1_3.sync.txt
R1067P,catFR2,0,/data/eeg/R1067P/eeg.noreref/R1067P_19Sep15_1025.121.122.catFR2_0.sync.txt
R1068J,PS,4,/data/eeg/R1068J/eeg.noreref/R1068J_17Aug15_1026.087.088.PS_4.sync.txt
R1068J,PS,5,/data/eeg/R1068J/eeg.noreref/R1068J_17Aug15_1026.087.088.PS_5.sync.txt
R1068J,PS,7,/data/eeg/R1068J/eeg.noreref/R1068J_17Aug15_1026.087.088.PS_7.sync.txt
R1068J,dBoy25,0,/data/eeg/R1068J/eeg.noreref/R1068J_09Aug15_1113.087.088.dBoy25_0.sync.txt
R1068J,dBoy25,0b,/data/eeg/R1068J/eeg.noreref/R1068J_09Aug15_1113.087.088.dBoy25_0b.sync.txt
R1068J,train,0,/data/eeg/R1068J/eeg.noreref/R1068J_09Aug15_1224.087.088.train_0.sync.txt
R1068J,FR1,0,/data/eeg/R1068J/eeg.noreref/R1068J_10Aug15_1554.087.088.FR1_0.sync.txt
R1068J,train,1,/data/eeg/R1068J/eeg.noreref/R1068J_11Aug15_1128.087.088.train_1.sync.txt
R1068J,YC1,0,/data/eeg/R1068J/eeg.noreref/R1068J_12Aug15_1230.087.088.YC1_0.sync.txt
R1068J,FR1,1,/data/eeg/R1068J/eeg.noreref/R1068J_13Aug15_0915.087.088.FR1_1.sync.txt
R1068J,FR1,2,/data/eeg/R1068J/eeg.noreref/R1068J_16Aug15_0739.087.088.FR1_2.sync.txt
R1068J,YC1,1,/data/eeg/R1068J/eeg.noreref/R1068J_14Aug15_1454.087.088.YC1_1.sync.txt
R1068J,dBoy25,1,/data/eeg/R1068J/eeg.noreref/R1068J_17Aug15_1453.087.088.dBoy25_1.sync.txt
R1069M,PS,1,/data/eeg/R1069M/eeg.noreref/R1069M_10Aug15_1435.094.095.PS_1.sync.txt
R1069M,PS,2,/data/eeg/R1069M/eeg.noreref/R1069M_11Aug15_1049.094.095.PS_2.sync.txt
R1069M,PS,3,/data/eeg/R1069M/eeg.noreref/R1069M_11Aug15_1431.094.095.PS_3.sync.txt
R1069M,FR2,0,/data/eeg/R1069M/eeg.noreref/FR2_R1069M_11Aug15_1049.094.095.FR2_0.sync.txt
R1069M,FR1,0,/data/eeg/R1069M/eeg.noreref/R1069M_04Aug15_1411.094.095.FR1_0.sync.txt
R1069M,YC1,0,/data/eeg/R1069M/eeg.noreref/R1069M_04Aug15_1752.094.095.YC1_0.sync.txt
R1069M,catFR1,0,/data/eeg/R1069M/eeg.noreref/R1069M_05Aug15_1348.094.095.catFR1_0.sync.txt
R1069M,PAL1,0,/data/eeg/R1069M/eeg.noreref/R1069M_06Aug15_1335.094.095.PAL1_0.sync.txt
R1069M,PS1,0,/data/eeg/R1069M/eeg.noreref/R1069M_10Aug15_1435.094.095.PS1_0.sync.txt
R1069M,catFR2,0,/data/eeg/R1069M/eeg.noreref/R1069M_10Aug15_1508.094.095.catFR2_0.sync.txt
R1069M,PS2,0,/data/eeg/R1069M/eeg.noreref/R1069M_11Aug15_1049.094.095.PS2_0.sync.txt
R1069M,YC2,0,/data/eeg/R1069M/eeg.noreref/R1069M_11Aug15_1353.094.095.YC2_0.sync.txt
R1069M,PS3,0,/data/eeg/R1069M/eeg.noreref/R1069M_11Aug15_1431.094.095.PS3_0.sync.txt
R1070T,PS,1,/data/eeg/R1070T/eeg.noreref/R1070T_03Aug15_0854.129.130.PS_1.sync.txt
R1070T,PS,2,/data/eeg/R1070T/eeg.noreref/R1070T_04Aug15_1255.129.130.PS_2.sync.txt
R1070T,FR1,0,/data/eeg/R1070T/eeg.noreref/R1070T_02Aug15_1215.129.130.FR1_0.sync.txt
R1070T,PS1,0,/data/eeg/R1070T/eeg.noreref/R1070T_03Aug15_0854.129.130.PS1_0.sync.txt
R1070T,FR1,1,/data/eeg/R1070T/eeg.noreref/R1070T_03Aug15_1050.129.130.FR1_1.sync.txt
R1070T,FR1,2,/data/eeg/R1070T/eeg.noreref/R1070T_04Aug15_1006.129.130.FR1_2.sync.txt
R1070T,PS1,1,/data/eeg/R1070T/eeg.noreref/R1070T_04Aug15_1255.129.130.PS1_1.sync.txt
R1070T,FR2,0,/data/eeg/R1070T/eeg.noreref/R1070T_05Aug15_1203.129.130.FR2_0.sync.txt
R1073J,PS,2,/data/eeg/R1073J/eeg.noreref/R1073J_28Aug15_1019.111.112.PS_2.sync.txt
R1073J,PS,3,/data/eeg/R1073J/eeg.noreref/R1073J_28Aug15_1019.111.112.PS_3.sync.txt
R1073J,PS,5,/data/eeg/R1073J/eeg.noreref/R1073J_31Aug15_1056.111.112.PS_5.sync.txt
R1073J,PS,6,/data/eeg/R1073J/eeg.noreref/R1073J_31Aug15_1056.111.112.PS_6.sync.txt
R1073J,YC1,0,/data/eeg/R1073J/eeg.noreref/R1073J_23Aug15_1239.109.110.YC1_0.sync.txt
R1074M,catFR1,0,/data/eeg/R1074M/eeg.noreref/R1074M_26Aug15_1406.121.122.catFR1_0.sync.txt
R1074M,FR1,0,/data/eeg/R1074M/eeg.noreref/R1074M_27Aug15_0945.121.122.FR1_0.sync.txt
R1074M,PAL1,0,/data/eeg/R1074M/eeg.noreref/R1074M_27Aug15_1529.121.122.PAL1_0.sync.txt
R1074M,PS,1,/data/eeg/R1074M/eeg.noreref/R1074M_28Aug15_1527.121.122.PS_1.sync.txt
R1074M,PS,2,/data/eeg/R1074M/eeg.noreref/R1074M_28Aug15_1938.121.122.PS_2.sync.txt
R1074M,FR2,0,/data/eeg/R1074M/eeg.noreref/R1074M_28Aug15_1557.121.122.FR2_0.sync.txt
R1074M,PS,3,/data/eeg/R1074M/eeg.noreref/R1074M_28Aug15_2052.121.122.PS_3.sync.txt
R1074M,PS,5,/data/eeg/R1074M/eeg.noreref/R1074M_29Aug15_1710.121.122.PS_5.sync.txt
R1074M,catFR2,0,/data/eeg/R1074M/eeg.noreref/R1074M_29Aug15_1743.121.122.catFR2_0.sync.txt
R1074M,PS,7,/data/eeg/R1074M/eeg.noreref/R1074M_29Aug15_1946.121.122.PS_7.sync.txt
R1074M,PAL2,0,/data/eeg/R1074M/eeg.noreref/R1074M_29Aug15_2018.121.122.PAL2_0.sync.txt
R1074M,PS,12,/data/eeg/R1074M/eeg.noreref/R1074M_30Aug15_1318.121.122.PS_12.sync.txt
R1074M,PS,11,/data/eeg/R1074M/eeg.noreref/R1074M_30Aug15_1244.121.122.PS_11.sync.txt
R1074M,PS,10,/data/eeg/R1074M/eeg.noreref/R1074M_30Aug15_1216.121.122.PS_10.sync.txt
R1074M,PS,8,/data/eeg/R1074M/eeg.noreref/R1074M_29Aug15_2111.121.122.PS_8.sync.txt
R1075J,locGlobTones,0,/data/eeg/R1075J/eeg.noreref/R1075J_27Aug15_1445.121.122.locGlobTones_0.sync.txt
R1075J,FR1,0,/data/eeg/R1075J/eeg.noreref/R1075J_22Aug15_1233.121.122.FR1_0.sync.txt
R1075J,YC1,0,/data/eeg/R1075J/eeg.noreref/R1075J_23Aug15_1049.121.122.YC1_0.sync.txt
R1075J,FR1,1,/data/eeg/R1075J/eeg.noreref/R1075J_25Aug15_1409.121.122.FR1_1.sync.txt
R1075J,YC1,1,/data/eeg/R1075J/eeg.noreref/R1075J_27Aug15_1445.121.122.YC1_1.sync.txt
R1075J,dBoy25,0,/data/eeg/R1075J/eeg.noreref/R1075J_29Aug15_1059.121.122.dBoy25_0.sync.txt
R1075J,catFR1,0,/data/eeg/R1075J/eeg.noreref/R1075J_31Aug15_1601.121.122.catFR1_0.sync.txt
R1077T,PS,1,/data/eeg/R1077T/eeg.noreref/R1077T_03Sep15_1438.123.124.PS_1.sync.txt
R1077T,PS,2,/data/eeg/R1077T/eeg.noreref/R1077T_08Sep15_1410.123.124.PS_2.sync.txt
R1077T,PS,3,/data/eeg/R1077T/eeg.noreref/R1077T_09Sep15_1144.123.124.PS_3.sync.txt
R1077T,PS,4,/data/eeg/R1077T/eeg.noreref/R1077T_10Sep15_1059.123.124.PS_4.sync.txt
R1077T,FR1,0,/data/eeg/R1077T/eeg.noreref/R1077T_03Sep15_0957.123.124.FR1_0.sync.txt
R1077T,PS1,0,/data/eeg/R1077T/eeg.noreref/R1077T_03Sep15_1438.123.124.PS1_0.sync.txt
R1077T,YC1,0,/data/eeg/R1077T/eeg.noreref/R1077T_03Sep15_1438.123.124.YC1_0.sync.txt
R1077T,FR1,1,/data/eeg/R1077T/eeg.noreref/R1077T_04Sep15_1122.123.124.FR1_1.sync.txt
R1077T,FR2,0,/data/eeg/R1077T/eeg.noreref/R1077T_08Sep15_1341.123.124.FR2_0.sync.txt
R1077T,PS1,1,/data/eeg/R1077T/eeg.noreref/R1077T_08Sep15_1410.123.124.PS1_1.sync.txt
R1077T,PS2,0,/data/eeg/R1077T/eeg.noreref/R1077T_09Sep15_1144.123.124.PS2_0.sync.txt
R1077T,FR1,2,/data/eeg/R1077T/eeg.noreref/R1077T_09Sep15_1621.123.124.FR1_2.sync.txt
R1077T,YC1,1,/data/eeg/R1077T/eeg.noreref/R1077T_10Sep15_1016.123.124.YC1_1.sync.txt
R1077T,PS3,0,/data/eeg/R1077T/eeg.noreref/R1077T_10Sep15_1059.123.124.PS3_0.sync.txt
R1077T,FR1,3,/data/eeg/R1077T/eeg.noreref/R1077T_10Sep15_1620.123.124.FR1_3.sync.txt
R1078N,PAL1,0,/data/eeg/R1078N/eeg.noreref/R1078N_PAL1_0_18Sep15_1247.193.194.PAL1_0.sync.txt
R1080E,FR1,1,/data/eeg/R1080E/eeg.noreref/R1080E_01Oct15_1149.074.FR1_1.sync.txt
R1080E,FR1,0,/data/eeg/R1080E/eeg.noreref/R1080E_25Sep15_1253.074.FR1_0.sync.txt
R1081J,PS,1,/data/eeg/R1081J/eeg.noreref/R1081J_16Sep15_0923.111.112.PS_1.sync.txt
R1081J,PS,2,/data/eeg/R1081J/eeg.noreref/R1081J_16Sep15_1457.111.112.PS_2.sync.txt
R1081J,FR1,0,/data/eeg/R1081J/eeg.noreref/R1081J_11Sep15_1311.111.112.FR1_0.sync.txt
R1081J,FR1,1,/data/eeg/R1081J/eeg.noreref/R1081J_14Sep15_1333.111.112.FR1_1.sync.txt
R1081J,PS1,0,/data/eeg/R1081J/eeg.noreref/R1081J_16Sep15_0923.111.112.PS1_0.sync.txt
R1081J,PS3,0,/data/eeg/R1081J/eeg.noreref/R1081J_16Sep15_1457.111.112.PS3_0.sync.txt
R1082N,PAL1,0,/data/eeg/R1082N/eeg.noreref/R1082N_PAL1_0_28Jun15_1758.193.194.PAL1_0.sync.txt
R1082N,PAL1,1,/data/eeg/R1082N/eeg.noreref/R1082N_PAL1_1_29Jun15_1604.193.194.PAL1_1.sync.txt
R1082N,PAL2,0,/data/eeg/R1082N/eeg.noreref/R1082N_PAL2_0_01Jul15_1454.193.194.PAL2_0.sync.txt
R1083J,FR1,0,/data/eeg/R1083J/eeg.noreref/R1083J_13Sep15_1129.087.088.FR1_0.sync.txt
R1083J,YC1,0,/data/eeg/R1083J/eeg.noreref/R1083J_13Sep15_1337.087.088.YC1_0.sync.txt
R1083J,FR1,1,/data/eeg/R1083J/eeg.noreref/R1083J_14Sep15_1429.087.088.FR1_1.sync.txt
R1083J,FR1,2,/data/eeg/R1083J/eeg.noreref/R1083J_15Sep15_1130.087.088.FR1_2.sync.txt
R1083J,FR1,3,/data/eeg/R1083J/eeg.noreref/R1083J_15Sep15_1433.087.088.FR1_3.sync.txt
R1083J,FR1,4,/data/eeg/R1083J/eeg.noreref/R1083J_18Sep15_1113.087.088.FR1_4.sync.txt
R1083J,catFR1,0,/data/eeg/R1083J/eeg.noreref/R1083J_19Sep15_1543.087.088.catFR1_0.sync.txt
R1083J,PS2,0,/data/eeg/R1083J/eeg.noreref/R1084T_17Sep15_1316.107.108.PS2_0.sync.txt
R1084T,PS,1,/data/eeg/R1084T/eeg.noreref/R1084T_17Sep15_1316.107.108.PS_1.sync.txt
R1084T,PS,4,/data/eeg/R1084T/eeg.noreref/R1084T_23Sep15_1237.107.108.PS_4.sync.txt
R1084T,PS2,0,/data/eeg/R1084T/eeg.noreref/R1084T_17Sep15_1316.107.108.PS2_0.sync.txt
R1084T,YC1,0,/data/eeg/R1084T/eeg.noreref/R1084T_22Sep15_0959.107.108.YC1_0.sync.txt
R1084T,FR1,0,/data/eeg/R1084T/eeg.noreref/R1084T_23Sep15_1143.107.108.FR1_0.sync.txt
R1084T,PS1,0,/data/eeg/R1084T/eeg.noreref/R1084T_23Sep15_1237.107.108.PS1_0.sync.txt
R1085C,FR2,0,/data/eeg/R1085C/eeg.noreref/R1085C_FR2_0_29Sep15_1229.000.FR2_0.sync.txt
R1085C,FR2,00,/data/eeg/R1085C/eeg.noreref/R1085C_FR2_0_29Sep15_1229.000.FR2_00.sync.txt
R1085C,YC1,1,/data/eeg/R1085C/eeg.noreref/R1085C_YC1_1_28Sep15_1516.000.YC1_1.sync.txt
R1085C,YC2,0,/data/eeg/R1085C/eeg.noreref/R1085C_YC2_0_24Sep15_1537.000.YC2_0.sync.txt
R1086M,PS,1,/data/eeg/R1086M/eeg.noreref/R1086M_01Oct15_0800.090.091.PS_1.sync.txt
R1086M,PS,2,/data/eeg/R1086M/eeg.noreref/R1086M_01Oct15_0832.090.091.PS_2.sync.txt
R1086M,PS,3,/data/eeg/R1086M/eeg.noreref/R1086M_01Oct15_0859.090.091.PS_3.sync.txt
R1086M,PS,5,/data/eeg/R1086M/eeg.noreref/R1086M_01Oct15_0931.090.091.PS_5.sync.txt
R1086M,PS1,0,/data/eeg/R1086M/eeg.noreref/R1086M_01Oct15_0800.090.091.PS1_0.sync.txt
R1086M,PS2,0,/data/eeg/R1086M/eeg.noreref/R1086M_01Oct15_0832.090.091.PS2_0.sync.txt
R1086M,PS3,0,/data/eeg/R1086M/eeg.noreref/R1086M_01Oct15_0859.090.091.PS3_0.sync.txt
R1086M,PS1,1,/data/eeg/R1086M/eeg.noreref/R1086M_01Oct15_0931.090.091.PS1_1.sync.txt
R1086M,catFR1,0,/data/eeg/R1086M/eeg.noreref/R1086M_30Sep15_1533.090.091.catFR1_0.sync.txt
R1086M,YC1,0,/data/eeg/R1086M/eeg.noreref/R1086M_30Sep15_1615.090.091.YC1_0.sync.txt
R1086M,PAL1,0,/data/eeg/R1086M/eeg.noreref/R1086M_30Sep15_1933.090.091.PAL1_0.sync.txt
R1086M,FR1,0,/data/eeg/R1086M/eeg.noreref/R1086M_30Sep15_2102.090.091.FR1_0.sync.txt
R1087N,PS,2,/data/eeg/R1087N/eeg.noreref/R1087N_PS_3_01Oct15_1237.193.194.PS_2.sync.txt
R1087N,PAL1,0,/data/eeg/R1087N/eeg.noreref/R1087N_PAL_0_26Sep15_1704.193.194.PAL1_0.sync.txt
R1087N,PAL1,1,/data/eeg/R1087N/eeg.noreref/R1087N_PAL_1_27Sep15_1021.193.194.PAL1_1.sync.txt
R1087N,PS1,0,/data/eeg/R1087N/eeg.noreref/R1087N_PS_3_01Oct15_1237.193.194.PS1_0.sync.txt
R1089P,PS,1,/data/eeg/R1089P/eeg.noreref/R1089P_08Oct15_1528.123.124.PS_1.sync.txt
R1089P,PS,2,/data/eeg/R1089P/eeg.noreref/R1089P_08Oct15_1528.123.124.PS_2.sync.txt
R1089P,catFR1,0,/data/eeg/R1089P/eeg.noreref/R1089P_03Oct15_1602.123.124.catFR1_0.sync.txt
R1089P,FR1,0,/data/eeg/R1089P/eeg.noreref/R1089P_02Oct15_1539.123.124.FR1_0.sync.txt
R1089P,YC1,0,/data/eeg/R1089P/eeg.noreref/R1089P_04Oct15_1025.123.124.YC1_0.sync.txt
R1089P,dBoy25,0,/data/eeg/R1089P/eeg.noreref/R1089P_07Oct15_1241.123.124.dBoy25_0.sync.txt
R1089P,PAL1,0,/data/eeg/R1089P/eeg.noreref/R1089P_12Oct15_1537.123.124.PAL1_0.sync.txt
R1090C,PAL1,0,/data/eeg/R1090C/eeg.noreref/R1090C_PAL1_0_30Sep15_1045.000.PAL1_0.sync.txt
R1091N,PAL2,0,/data/eeg/R1091N/eeg.noreref/R1091N_PAL2_0a_11Jun15_1459.193.194.PAL2_0.sync.txt
R1091N,PAL1,0,/data/eeg/R1091N/eeg.noreref/R1091N_PAL1_0_07Jun15_1214.193.194.PAL1_0.sync.txt
R1091N,PAL1,1,/data/eeg/R1091N/eeg.noreref/R1091N_PAL1_1_08Jun15_1113.193.194.PAL1_1.sync.txt
R1091N,PAL1,2,/data/eeg/R1091N/eeg.noreref/R1091N_PAL1_2_21Jun15_1243.193.194.PAL1_2.sync.txt
R1091N,PAL1,3,/data/eeg/R1091N/eeg.noreref/R1091N_PAL1_3_21Jun15_1605.193.194.PAL1_3.sync.txt
