subject,subject_alias,experiment,original_experiment,session,original_session,system_version
R1180C,R1180C,TH1,,0,1,1.0
R1180C,R1180C,TH1,,1,2,1.0
R1180C,R1180C,TH1,,2,4,1.0
R1180C,R1180C,catFR1,,0,0,1.0
R1180C,R1180C,catFR1,,1,1,1.0
R1180C,R1180C,catFR1,,2,2,1.0
R1180C,R1180C,catFR2,,0,0,1.0
R1182C,R1182C,TH1,,0,0,1.0
R1184M,R1184M,FR2,,0,0,1.0
R1184M,R1184M,FR2,,1,1,1.0
R1184M,R1184M,FR2,,2,2,1.0
R1184M,R1184M,FR2,,3,3,1.0
R1185N,R1185N_1,FR1,,0,0,1.0
R1185N,R1185N,PAL1,,0,0,1.0
R1185N,R1185N,PAL1,,1,1,1.0
R1185N,R1185N_1,PAL1,,2,0,1.0
R1185N,R1185N_1,PAL2,,0,0,1.0
R1185N,R1185N,PS1,PS,0,1,1.0
R1185N,R1185N_1,PS2,PS,0,0,1.0
R1185N,R1185N,PS3,PS,0,2,1.0
R1188C,R1188C,TH1,,0,0,1.0
R1188C,R1188C,catFR1,,0,0,1.0
R1192C,R1192C,TH1,,0,1,1.0
R1192C,R1192C,TH1,,1,3,1.0
R1192C,R1192C,catFR1,,0,0,1.0
R1192C,R1192C,catFR1,,1,1,1.0
R1192C,R1192C,catFR1,,2,2,1.0
R1192C,R1192C,catFR2,,0,0,1.0
R1192C,R1192C,catFR2,,1,1,1.0
R1196N,R1196N,PAL1,,0,2,1.0
R1196N,R1196N,PAL1,,1,3,1.0
R1198M,R1198M,FR1,,0,,1.0
R1198M,R1198M,TH1,,0,,1.0
R1198M,R1198M,TH1,,1,,1.0
R1201P,R1201P,TH1,,0,,1.0
R1201P,R1201P_1,TH1,,1,1,1.0
R1201P,R1201P_1,TH1,,2,3,1.0
R1201P,R1201P_1,TH1,,3,4,1.0
R1201P,R1201P_1,TH1,,4,10,1.0
R1212P,R1212P,FR1,,10,,1.0
R1212P,R1212P,FR1,,2,,1.0
R1212P,R1212P,PAL1,,0,0,1.0
R1212P,R1212P,PAL1,,1,1,1.0
R1212P,R1212P,PAL1,,2,2,1.0
R1212P,R1212P,PAL1,,3,3,1.0
R1212P,R1212P,TH1,,0,0,1.0
R1212P,R1212P,TH1,,2,3,1.0
R1212P,R1212P,TH1,,3,4,1.0
R1212P,R1212P,TH1,,4,,1.0
R1212P,R1212P,catFR1,,0,,1.0
R1219C,R1219C,TH1,,2,,1.0
R1221P,R1221P,FR1,,1,,1.0
R1221P,R1221P,catFR1,CatFR1,0,,1.0
R1221P,R1221P,catFR1,CatFR1,1,,1.0
R1221P,R1221P,catFR1,CatFR1,2,,1.0
R1254E,R1254E,catFR1,,0,,1.0
R1263C,R1263C,PAL1,,0,,1.0
R1263C,R1263C,PAL1,,1,,1.0
R1263C,R1263C,PAL1,,3,,1.0
R1284N,R1284N,PAL3,,2,,1.0
R1284N,R1284N,PS2.1,PS21,0,,1.0
R1285C,R1285C,TH1,,0,,1.0
R1285C,R1285C,TH1,,1,,1.0
R1285C,R1285C,TH1,,2,,1.0
R1285C,R1285C,TH1,,5,,1.0
R1289C,R1289C,TH1,,3,,1.0
R1289C,R1289C,TH1,,4,,1.0
R1289C,R1289C,TH1,,5,,1.0
R1291M,R1291M,FR1,,0,,1.0
R1291M,R1291M,catFR1,,0,,1.0
R1291M,R1291M,catFR1,,1,,1.0
R1311T,R1311T,FR1,,0,,1.0
R1311T,R1311T,FR1,,1,,1.0
R1311T,R1311T,FR1,,2,,1.0
R1422T,R1422T,FR1,,0,,1.0
R1422T,R1422T,FR1,,1,,1.0
R1501J,R1501J,DBOY1,,0,,1.0
R1501J,R1501J,DBOY1,,1,,1.0
R1501J,R1501J,RepFR1,,0,,1.0
R1501J,R1501J,RepFR1,,1,,1.0
R1501J,R1501J,RepFR1,,2,,1.0
R1503E,R1503E,DBOY1,,0,,1.0
R1503E,R1503E,DBOY1,,1,,1.0
R1503E,R1503E,DBOY1,,2,,1.0
R1504E,R1504E,DBOY1,,0,,1.0
R1509E,R1509E,DBOY1,,0,,1.0
R1509E,R1509E,DBOY1,,1,,1.0
R1509E,R1509E,DBOY1,,2,,1.0
R1509E,R1509E,DBOY1,,3,,1.0
R1509E,R1509E,DBOY1,,4,,1.0
R1509E,R1509E,DBOY1,,5,,1.0
R1513D,R1513D,DBOY1,,0,,1.0
R1514E,R1514E,RepFR1,,0,,1.0
R1516E,R1516E,RepFR1,,0,,1.0
R1516E,R1516E_1,RepFR1,,1,0,1.0
R1521E,R1521E,DBOY1,,0,,1.0
R1521E,R1521E,DBOY1,,1,,1.0
R1521E,R1521E,DBOY1,,2,,1.0
R1523E,R1523E,DBOY1,,0,,1.0
R1523E,R1523E,DBOY1,,1,,1.0
R1524T,R1524T,DBOY1,,0,,1.0
R1524T,R1524T,DBOY1,,1,,1.0
R1524T,R1524T,DBOY1,,2,,1.0
R1528E,R1528E,RepFR1,,0,,1.0
R1528E,R1528E,RepFR1,,1,,1.0
R1531T,R1531T,RepFR1,,0,,1.0
R1531T,R1531T,RepFR1,,1,,1.0
R1534D,R1534D,RepFR1,,0,,1.0
R1535E,R1535E,DBOY1,,0,,1.0
R1538E,R1538E,DBOY1,,0,,1.0
R1538E,R1538E,DBOY1,,1,,1.0
R1539E,R1539E,DBOY1,,0,,1.0
R1539E,R1539E,DBOY1,,1,,1.0
R1543E,R1543E,DBOY1,,0,,1.0
R1543E,R1543E,DBOY1,,1,,1.0
R1543E,R1543E,DBOY1,,2,,1.0
R1543E,R1543E,DBOY1,,3,,1.0
R1544E,R1544E,DBOY1,,0,,1.0
R1544E,R1544E,DBOY1,,1,,1.0
R1546E,R1546E,DBOY1,,0,,1.0
R1546E,R1546E,DBOY1,,1,,1.0
R1546E,R1546E,DBOY1,,2,,1.0
R1547D,R1547D,RepFR1,,0,,1.0
R1549E,R1549E,DBOY1,,0,,1.0
R1551T,R1551T,DBOY1,,0,,1.0
R1551T,R1551T,DBOY1,,1,,1.0
R1551T,R1551T,DBOY1,,2,,1.0
R1551T,R1551T,DBOY1,,3,,1.0
R1552E,R1552E,DBOY1,,1,,1.0
R1552E,R1552E,DBOY1,,2,,1.0
R1553E,R1553E,DBOY1,,0,,1.0
R1554T,R1554T,DBOY1,,0,,1.0
R1554T,R1554T,DBOY1,,1,,1.0
R1556J,R1556J,DBOY1,,0,,1.0
R1556J,R1556J,DBOY1,,1,,1.0
R1556J,R1556J,RepFR1,,0,,1.0
R1556J,R1556J,RepFR1,,1,,1.0
R1556J,R1556J,RepFR1,,2,,1.0
R1560T,R1560T,DBOY1,,2,,1.0
R1561E,R1561E,DBOY1,,0,,1.0
R1561E,R1561E,DBOY1,,1,,1.0
R1564J,R1564J,DBOY1,,0,,1.0
R1565T,R1565T,DBOY1,,0,,1.0
R1565T,R1565T,FR1,,0,,1.0
R1566D,R1566D,RepFR1,,1,,1.0
R1566D,R1566D,RepFR1,,3,,1.0
R1566D,R1566D,RepFR1,,4,,1.0
R1567T,R1567T,DBOY1,,0,,1.0
R1567T,R1567T,DBOY1,,1,,1.0
R1568E,R1568E,RepFR1,,0,,1.0
R1568E,R1568E,RepFR1,,1,,1.0
R1569T,R1569T,DBOY1,,0,,1.0
R1569T,R1569T,DBOY1,,1,,1.0
R1569T,R1569T,FR1,,0,,1.0
R1570T,R1570T,DBOY1,,0,,1.0
R1570T,R1570T,DBOY1,,1,,1.0
R1571T,R1571T,DBOY1,,0,,1.0
R1571T,R1571T,DBOY1,,1,,1.0
R1571T,R1571T,FR1,,0,,1.0
R1572T,R1572T,DBOY1,,0,,1.0
R1572T,R1572T,DBOY1,,1,,1.0
R1572T,R1572T,DBOY1,,2,,1.0
R1572T,R1572T,FR1,,0,,1.0
R1573T,R1573T,DBOY1,,0,,1.0
R1573T,R1573T,FR1,,0,,1.0
R1575E,R1575E_1,DBOY1,,0,0,1.0
R1582E,R1582E,RepFR1,,0,,1.0
R1582E,R1582E,RepFR1,,1,,1.0
R1582E,R1582E,RepFR1,,2,,1.0
R1585E,R1585E,DBOY1,,0,,1.0
R1593D,R1593D,RepFR1,,0,,1.0
R1593D,R1593D,RepFR1,,1,,1.0
R1598E,R1598E,DBOY1,,0,,1.0
