subject,experiment,session,localization,montage,system_version,multiple_eegfiles,eegfile,sources_samples,eeg_samples,sources_samplerate,eeg_samplerate,equal_samples,close_samples,factor_2
R1176M,FR2,3,0,0,,False,R1176M_FR2_3_23May16_0754,1457036,1457036,500.0,500.0,True,True,False
R1176M,PS2,0,0,0,,False,R1176M_PS2_0_22May16_1150,936054,936054,500.0,500.0,True,True,False
R1176M,PS2,1,0,0,,False,R1176M_PS2_1_22May16_1936,1010072,1010072,500.0,500.0,True,True,False
R1176M,PS2,2,0,0,,False,R1176M_PS2_2_23May16_0659,1547000,1547000,500.0,500.0,True,True,False
R1176M,catFR1,0,0,0,,False,R1176M_catFR1_0_21May16_1023,2400230,2400230,500.0,500.0,True,True,False
R1177M,FR1,0,0,0,,False,R1177M_FR1_0_25May16_1012,1830220,1830220,500.0,500.0,True,True,False
R1177M,FR1,1,0,0,,False,R1177M_FR1_1_26May16_1148,860132,860132,500.0,500.0,True,True,False
R1177M,FR2,0,0,0,,False,R1177M_FR2_0_27May16_1026,1640058,1640058,500.0,500.0,True,True,False
R1177M,FR2,1,0,0,,False,R1177M_FR2_1_27May16_1405,1840216,1840216,500.0,500.0,True,True,False
R1177M,FR2,2,0,0,,False,R1177M_FR2_2_28May16_1046,1809038,1809038,500.0,500.0,True,True,False
R1177M,FR2,3,0,0,,False,R1177M_FR2_3_29May16_0912,1656004,1656004,500.0,500.0,True,True,False
R1177M,FR2,4,0,0,,False,R1177M_FR2_4_30May16_1353,1472030,1472030,500.0,500.0,True,True,False
R1177M,FR2,5,0,0,,False,R1177M_FR2_5_31May16_1507,1479170,1479170,500.0,500.0,True,True,False
R1177M,FR2,6,0,0,,False,R1177M_FR2_6_31May16_2010,1606024,1606024,500.0,500.0,True,True,False
R1177M,PS2,0,0,0,,False,R1177M_PS2_0_28May16_1559,881076,881076,500.0,500.0,True,True,False
R1177M,PS2,1,0,0,,False,R1177M_PS_8_28May16_1558,926058,926058,499.7071,499.7071,True,True,False
R1177M,PS2,2,0,0,,False,R1177M_PS2_2_28May16_1559,881076,881076,500.0,500.0,True,True,False
R1177M,YC1,0,0,0,,False,R1177M_YC1_0_28May16_1149,993174,993174,500.0,500.0,True,True,False
R1178P,FR1,0,0,0,2.0,False,R1178P_FR1_0_29May16_1802,1432364,1432363,1000.0,1000.0,False,True,False
R1178P,FR1,1,0,0,2.0,False,R1178P_FR1_1_30May16_1727,3119764,3119763,1000.0,1000.0,False,True,False
R1178P,catFR1,0,0,0,2.0,False,R1178P_catFR1_0_01Jun16_1922,1976080,1976079,1000.0,1000.0,False,True,False
R1180C,PS2,0,0,0,,False,R1180C_PS2_0_14Jun16_1625,1697178,1697178,500.0,500.0,True,True,False
R1180C,TH1,0,0,0,,False,R1180C_TH1_0_02Jun16_1125,1931132,1931132,500.0,500.0,True,True,False
R1180C,TH1,1,0,0,,False,R1180C_TH1_1_04Jun16_1324,1331134,1331134,500.0,500.0,True,True,False
R1180C,TH1,2,0,0,,False,R1180C_TH1_2_05Jun16_1307,1458226,1458226,500.0,500.0,True,True,False
R1180C,catFR1,0,0,0,,False,R1180C_catFR1_0_04Jun16_1046,1427048,1427048,500.0,500.0,True,True,False
R1180C,catFR1,1,0,0,,False,R1180C_catFR1_1_05Jun16_1042,1431094,1431094,500.0,500.0,True,True,False
R1180C,catFR1,2,0,0,,False,R1180C_catFR1_2_06Jun16_1031,1285200,1285200,500.0,500.0,True,True,False
R1180C,catFR2,0,0,0,,False,R1180C_catFR2_0_15Jun16_1110,1685040,1685040,500.0,500.0,True,True,False
R1181E,catFR1,1,0,0,2.0,True,R1181E_catFR1_1_10Jun16_1847,88380,176758,1000.0,1000.0,False,False,True
R1181E,catFR1,1,0,0,2.0,True,R1181E_catFR1_1_10Jun16_1848,3492600,6985198,1000.0,1000.0,False,False,True
R1181E,catFR1,2,0,0,2.0,False,R1181E_catFR1_2_14Jun16_1506,3089460,3089459,1000.0,1000.0,False,True,False
R1181E,catFR1,3,0,0,2.0,False,R1181E_catFR1_3_14Jun16_2041,2989470,2989469,1000.0,1000.0,False,True,False
R1182C,TH1,0,0,0,,False,R1182C_TH1_0_14Jun16_1455,1354220,1354220,500.0,500.0,True,True,False
R1183T,PS2.1,0,0,0,,False,R1183T_PS2.1_0_16Jun16_2108,1414091,1414090,1000.0,1000.0,False,True,False
R1184M,FR1,0,0,0,,False,R1184M_FR1_0_11Jun16_1535,2836516,2836515,1000.0,1000.0,False,True,False
R1184M,FR2,0,0,0,,False,R1184M_FR2_0_12Jun16_1150,1737162,1737162,500.0,500.0,True,True,False
R1184M,FR2,1,0,0,,False,R1184M_FR2_1_12Jun16_1245,1850212,1850212,500.0,500.0,True,True,False
R1184M,FR2,2,0,0,,False,R1184M_FR2_2_12Jun16_1749,1385160,1385160,500.0,500.0,True,True,False
R1184M,FR2,3,0,0,,False,R1184M_FR2_3_13Jun16_0827,2284086,2284086,500.0,500.0,True,True,False
R1184M,PS2.1,0,0,0,,True,R1184M_PS2.1_0_10Jun16_2139,1600,3198,1000.0,1000.0,False,False,False
R1184M,PS2.1,0,0,0,,True,R1184M_PS2.1_0_10Jun16_2344,1879324,3758646,1000.0,1000.0,False,False,True
R1184M,PS2.1,1,0,0,,True,R1184M_PS2.1_1_11Jun16_0016,1796015,3592028,1000.0,1000.0,False,False,True
R1184M,PS2.1,1,0,0,,True,R1184M_PS2.1_1_11Jun16_0047,13181,26360,1000.0,1000.0,False,False,True
R1184M,PS2.1,2,0,0,,False,R1184M_PS2.1_2_11Jun16_0047,1786873,1786872,1000.0,1000.0,False,True,False
R1184M,PS2.1,3,0,0,,False,R1184M_PS2.1_3_11Jun16_0117,1896403,1896402,1000.0,1000.0,False,True,False
R1184M,TH1,0,0,0,,False,R1184M_TH1_0_11Jun16_1624,3206783,3206782,1000.0,1000.0,False,True,False
R1184M,catFR1,0,0,0,,False,R1184M_catFR1_0_11Jun16_1933,2132172,2132171,1000.0,1000.0,False,True,False
R1185N,FR1,0,1,1,,False,R1185N_FR1_0_27Jun16_0957,1991000,1991000,1000.0,1000.0,True,True,False
R1185N,PAL1,0,0,0,,False,R1185N_PAL1_0_15Jun16_1116,2771000,2771000,1000.0,1000.0,True,True,False
R1185N,PAL1,1,0,0,,False,R1185N_PAL1_1_19Jun16_1526,5151000,5151000,1000.0,1000.0,True,True,False
R1185N,PAL1,2,1,1,,False,R1185N_PAL1_2_25Jun16_1753,3335000,3335000,1000.0,1000.0,True,True,False
R1185N,PAL2,0,1,1,,False,R1185N_PAL2_0_27Jun16_1448,4579000,4579000,1000.0,1000.0,True,True,False
R1185N,PS1,0,0,0,,False,R1185N_PS1_0_19Jun16_1124,5545000,5545000,1000.0,1000.0,True,True,False
R1185N,PS2,0,1,1,,False,R1185N_PS2_0_22Jun16_1632,1853000,1853000,1000.0,1000.0,True,True,False
R1185N,PS3,0,0,0,,False,R1185N_PS3_0_19Jun16_1124,5545000,5545000,1000.0,1000.0,True,True,False
R1186P,FR1,0,0,0,,False,R1186P_FR1_0_13Jun16_2015,1360293,1360292,1000.0,1000.0,False,True,False
R1186P,catFR1,0,0,0,,False,R1186P_catFR1_0_14Jun16_1446,2124929,2124928,1000.0,1000.0,False,True,False
R1187P,FR1,0,0,0,2.0,False,R1187P_FR1_0_26Jun16_1410,2524370,2524369,1000.0,1000.0,False,True,False
R1187P,FR1,1,0,0,2.0,False,R1187P_FR1_1_28Jun16_2058,1387583,1387582,1000.0,1000.0,False,True,False
R1187P,catFR1,0,0,0,,False,R1187P_catFR1_0_27Jun16_2026,1855231,1855230,1000.0,1000.0,False,True,False
R1188C,TH1,0,0,0,,False,R1188C_TH1_0_15Jun16_1631,1596028,1596028,500.0,500.0,True,True,False
R1188C,catFR1,0,0,0,,False,R1188C_catFR1_0_16Jun16_1155,1556044,1556044,500.0,500.0,True,True,False
R1189M,FR1,0,0,0,,False,R1189M_FR1_0_26Jul16_1522,4163250,4163250,1000.0,1000.0,True,True,False
R1189M,FR1,1,0,0,,False,R1189M_FR1_1_27Jul16_1429,3387185,3387185,1000.0,1000.0,True,True,False
R1189M,FR1,2,0,0,,False,R1189M_FR1_2_28Jul16_1651,2792077,2792076,1000.0,1000.0,False,True,False
R1189M,TH1,0,0,0,,True,R1189M_TH1_0_27Jul16_1943,301676,603350,1000.0,1000.0,False,False,True
R1189M,TH1,0,0,0,,True,R1189M_TH1_0_27Jul16_1955,1810725,3621448,1000.0,1000.0,False,False,True
R1189M,catFR1,0,0,0,,False,R1189M_catFR1_0_26Jul16_1913,3105704,3105703,1000.0,1000.0,False,True,False
R1190P,TH1,0,0,0,,False,R1190P_TH1_0_21Jun16_1844,4750195,4750194,1000.0,1000.0,False,True,False
R1190P,TH1,1,0,0,,False,R1190P_TH1_1_22Jun16_1449,3594854,3594853,1000.0,1000.0,False,True,False
R1190P,TH1,2,0,0,,False,R1190P_TH1_2_22Jun16_1924,4123020,4123019,1000.0,1000.0,False,True,False
R1190P,catFR1,0,0,0,,False,R1190P_catFR1_0_19Jun16_1843,3361694,3361693,1000.0,1000.0,False,True,False
R1190P,catFR1,1,0,0,,False,R1190P_catFR1_1_20Jun16_1609,3114284,3114283,1000.0,1000.0,False,True,False
R1191J,catFR1,1,0,1,,False,R1191J_catFR1_1_28Jun16_1820,1350682,1350681,1000.0,1000.0,False,True,False
R1192C,TH1,0,0,0,,False,R1192C_TH1_0_25Jun16_1139,1356124,1356124,500.0,500.0,True,True,False
R1192C,TH1,1,0,0,,False,R1192C_TH1_1_26Jun16_1423,1419194,1419194,500.0,500.0,True,True,False
R1192C,catFR1,0,0,0,,False,R1192C_catFR1_0_25Jun16_1617,932008,932008,500.0,500.0,True,True,False
R1192C,catFR1,1,0,0,,False,R1192C_catFR1_1_26Jun16_1552,1724072,1724072,500.0,500.0,True,True,False
R1192C,catFR1,2,0,0,,False,R1192C_catFR1_2_27Jun16_1536,1624112,1624112,500.0,500.0,True,True,False
R1192C,catFR2,0,0,0,,False,R1192C_catFR2_0_28Jun16_1137,1548190,1548190,500.0,500.0,True,True,False
R1192C,catFR2,1,0,0,,False,R1192C_catFR2_1_29Jun16_1515,1729070,1729070,500.0,500.0,True,True,False
R1193T,FR1,0,0,0,,True,R1193T_FR1_0_30Jun16_1929,214248,428494,1000.0,1000.0,False,False,True
R1193T,FR1,0,0,0,,True,R1193T_FR1_0_30Jun16_1936,1647628,3295254,1000.0,1000.0,False,False,True
R1193T,FR1,1,0,0,,False,R1193T_FR1_1_01Jul16_1535,3038829,3038828,1000.0,1000.0,False,True,False
R1193T,FR1,2,0,0,,False,R1193T_FR1_2_03Jul16_1705,1483569,1483568,1000.0,1000.0,False,True,False
R1194E,TH1,0,0,0,,True,R1194E_TH1_0_30Jun16_1856,3377289,6754576,1000.0,1000.0,False,False,True
R1194E,TH1,0,0,0,,True,R1194E_TH1_0_30Jun16_1958,1461651,2923300,1000.0,1000.0,False,False,True
R1195E,FR1,0,0,0,2.0,False,R1195E_FR1_0_05Jul16_2204,3304391,3304390,1000.0,1000.0,False,True,False
R1195E,FR1,1,0,0,2.0,False,R1195E_FR1_1_06Jul16_2156,3045933,3045932,1000.0,1000.0,False,True,False
R1195E,FR1,2,0,0,2.0,False,R1195E_FR1_2_07Jul16_1713,2766154,2766153,1000.0,1000.0,False,True,False
R1195E,FR3,0,0,0,2.0,True,R1195E_FR3_0_10Jul16_1611,27721,55440,1000.0,1000.0,False,False,True
R1195E,FR3,0,0,0,2.0,True,R1195E_FR3_0_10Jul16_1621,3136973,6273944,1000.0,1000.0,False,False,True
R1195E,FR3,1,0,0,,False,R1195E_FR3_1_11Jul16_1637,3104402,3104401,1000.0,1000.0,False,True,False
R1195E,FR3,2,0,0,,False,R1195E_FR3_2_13Jul16_1942,2787505,2787504,1000.0,1000.0,False,True,False
R1195E,PS2.1,0,0,0,,True,R1195E_PS2.1_0_08Jul16_1831,3009761,6019520,1000.0,1000.0,False,False,True
R1195E,PS2.1,0,0,0,,True,R1195E_PS2.1_0_08Jul16_1921,25720,51438,1000.0,1000.0,False,False,True
R1195E,PS2.1,1,0,0,,False,R1195E_PS2.1_1_08Jul16_1923,2053117,2053116,1000.0,1000.0,False,True,False
R1195E,PS2.1,10,0,0,,False,R1195E_PS2.1_10_15Jul16_1712,2452335,2452334,1000.0,1000.0,False,True,False
R1195E,PS2.1,11,0,0,,True,R1195E_PS2.1_11_15Jul16_1842,2459054,4918106,1000.0,1000.0,False,False,True
R1195E,PS2.1,11,0,0,,True,R1195E_PS2.1_11_15Jul16_1924,473967,947932,1000.0,1000.0,False,False,True
R1195E,PS2.1,11,0,0,,True,R1195E_PS2.1_11_15Jul16_1932,12300,24598,1000.0,1000.0,False,False,True
R1195E,PS2.1,12,0,0,,False,R1195E_PS2.1_12_15Jul16_1942,1954297,1954296,1000.0,1000.0,False,True,False
R1195E,PS2.1,2,0,0,,False,R1195E_PS2.1_2_08Jul16_1958,2952501,2952500,1000.0,1000.0,False,True,False
R1195E,PS2.1,3,0,0,,False,R1195E_PS2.1_3_08Jul16_2049,605016,605015,1000.0,1000.0,False,True,False
R1195E,PS2.1,4,0,0,,False,R1195E_PS2.1_4_08Jul16_2101,1865208,1865207,1000.0,1000.0,False,True,False
R1195E,PS2.1,5,0,0,,False,R1195E_PS2.1_5_11Jul16_1538,3475879,3475878,1000.0,1000.0,False,True,False
R1195E,PS2.1,6,0,0,,False,R1195E_PS2.1_6_11Jul16_1841,2067218,2067217,1000.0,1000.0,False,True,False
R1195E,PS2.1,7,0,0,,False,R1195E_PS2.1_7_13Jul16_1907,1984457,1984456,1000.0,1000.0,False,True,False
R1195E,PS2.1,8,0,0,,False,R1195E_PS2.1_8_13Jul16_2032,2362236,2362235,1000.0,1000.0,False,True,False
R1195E,PS2.1,9,0,0,,False,R1195E_PS2.1_9_14Jul16_1638,2476796,2476795,1000.0,1000.0,False,True,False
R1195E,TH1,0,0,0,,False,R1195E_TH1_0_05Jul16_1941,3062813,3062812,1000.0,1000.0,False,True,False
R1195E,TH1,1,0,0,,False,R1195E_TH1_1_06Jul16_1750,2588315,2588314,1000.0,1000.0,False,True,False
R1195E,TH1,2,0,0,,False,R1195E_TH1_2_07Jul16_1808,2485425,2485424,1000.0,1000.0,False,True,False
R1195E,TH1,3,0,0,,False,R1195E_TH1_3_14Jul16_1722,2321757,2321756,1000.0,1000.0,False,True,False
R1195E,TH1,4,0,0,,False,R1195E_TH1_4_15Jul16_1759,2316316,2316315,1000.0,1000.0,False,True,False
R1196N,FR1,0,0,0,2.0,False,R1196N_FR1_0_17Jul16_1502,8437878,4218939,1000.0,1000.0,False,False,True
R1196N,FR1,1,0,0,2.0,False,R1196N_FR1_1_20Jul16_1818,7513520,3756760,1000.0,1000.0,False,False,True
R1196N,PAL1,0,0,0,,False,R1196N_PAL1_0_12Jul16_1427,7316650,3658325,1000.0,1000.0,False,False,True
R1196N,PAL1,1,0,0,,False,R1196N_PAL1_1_15Jul16_1519,9038336,4519168,1000.0,1000.0,False,False,True
R1196N,PAL1,2,0,0,,False,R1196N_PAL1_2_16Jul16_1817,7084746,3542373,1000.0,1000.0,False,False,True
R1196N,PAL1,3,0,0,,False,R1196N_PAL1_3_26Jul16_1922,7359740,3679870,1000.0,1000.0,False,False,True
R1196N,PAL3,0,0,0,,False,R1196N_PAL3_0_28Jul16_1939,7245594,3622797,1000.0,1000.0,False,False,True
R1196N,PS2.1,0,0,0,,False,R1196N_PS2.1_0_27Jul16_1912,4111174,4111174,1000.0,1000.0,True,True,False
R1196N,PS2.1,1,0,0,,False,R1196N_PS2.1_1_27Jul16_1912,4111174,4111174,1000.0,1000.0,True,True,False
R1198M,FR1,0,0,0,1.0,False,R1198M_FR1_0_14Jul16_0829,1521058,1521058,500.0,500.0,True,True,False
R1198M,TH1,0,0,0,1.0,False,R1198M_TH1_0_14Jul16_0920,1447040,1447040,500.0,500.0,True,True,False
R1198M,TH1,1,0,0,1.0,False,R1198M_TH1_1_14Jul16_1007,978180,978180,500.0,500.0,True,True,False
R1200T,FR1,0,0,0,2.0,True,R1200T_FR1_0_22Jul16_1602,101969,203936,1000.0,1000.0,False,False,True
R1200T,FR1,0,0,0,2.0,True,R1200T_FR1_0_22Jul16_1605,3161148,6322294,1000.0,1000.0,False,False,True
R1200T,FR1,1,0,0,2.0,False,R1200T_FR1_1_22Jul16_2043,2910689,2910688,1000.0,1000.0,False,True,False
R1200T,FR1,2,0,0,2.0,True,R1200T_FR1_2_25Jul16_1916,1527759,3055516,1000.0,1000.0,False,False,True
R1200T,FR1,2,0,0,2.0,True,R1200T_FR1_2_25Jul16_1945,1571858,3143714,1000.0,1000.0,False,False,True
R1200T,FR3,0,0,0,,False,R1200T_FR3_0_29Jul16_1431,2910560,2910559,1000.0,1000.0,False,True,False
R1200T,PS2.1,0,0,0,,False,R1200T_PS2.1_0_27Jul16_1447,1989242,1989241,1000.0,1000.0,False,True,False
R1200T,PS2.1,1,0,0,,False,R1200T_PS2.1_1_27Jul16_1522,1767935,1767934,1000.0,1000.0,False,True,False
R1201P,FR1,0,0,1,2.0,False,R1201P_FR1_0_05Aug16_2015,3281974,3281973,1000.0,1000.0,False,True,False
R1201P,FR1,1,0,1,2.0,False,R1201P_FR1_1_06Aug16_2035,2999185,2999184,1000.0,1000.0,False,True,False
R1201P,FR3,0,0,1,2.0,False,R1201P_FR3_0_12Aug16_2004,3350212,3350211,1000.0,1000.0,False,True,False
R1201P,PS2.1,0,0,1,,False,R1201P_1_PS2.1_0_09Aug16_1946,1994070,1994070,1000.0,1000.0,True,True,False
R1201P,PS2.1,1,0,1,,False,R1201P_1_PS2.1_1_10Aug16_1816,1983738,1983738,1000.0,1000.0,True,True,False
R1201P,PS2.1,2,0,1,,False,R1201P_1_PS2.1_2_10Aug16_1904,1989178,1989178,1000.0,1000.0,True,True,False
R1201P,TH1,0,0,0,1.0,False,R1201P_TH1_0_30Jul16_0912,2141048,2141048,500.0,500.0,True,True,False
R1201P,TH1,1,0,1,1.0,False,R1201P_TH1_1_30Jul16_1523,2180080,2180080,500.0,500.0,True,True,False
R1201P,TH1,2,0,1,1.0,False,R1201P_TH1_2_31Jul16_1041,1880200,1880200,500.0,500.0,True,True,False
R1201P,TH1,3,0,1,1.0,False,R1201P_TH1_3_01Aug16_1431,1564136,1564136,500.0,500.0,True,True,False
R1201P,TH1,4,0,1,1.0,False,R1201P_TH1_4_02Aug16_1318,1513442,1513442,500.0,500.0,True,True,False
R1201P,TH3,0,0,1,2.0,False,R1201P_TH3_0_11Aug16_1923,2921245,2921244,1000.0,1000.0,False,True,False
R1201P,TH3,1,0,1,2.0,False,R1201P_TH3_1_13Aug16_1931,2947595,2947594,1000.0,1000.0,False,True,False
R1201P,catFR1,0,0,1,2.0,False,R1201P_catFR1_0_06Aug16_1413,3000605,3000604,1000.0,1000.0,False,True,False
R1202M,FR1,0,0,0,,False,R1202M_FR1_0_05Aug16_1437,3517547,3517546,1000.0,1000.0,False,True,False
R1202M,FR1,1,0,0,,False,R1202M_FR1_1_06Aug16_1623,2567392,2567391,1000.0,1000.0,False,True,False
R1202M,FR3,0,0,0,,False,R1202M_FR3_0_09Aug16_1317,4287020,4287019,1000.0,1000.0,False,True,False
R1202M,FR3,1,0,0,,False,R1202M_FR3_1_09Aug16_1849,2783771,2783770,1000.0,1000.0,False,True,False
R1202M,PAL1,0,0,0,,False,R1202M_PAL1_0_07Aug16_1628,2550462,2550461,1000.0,1000.0,False,True,False
R1202M,PS2.1,0,0,0,,True,R1202M_PS2.1_0_08Aug16_1653,3566343,7132684,1000.0,1000.0,False,False,True
R1202M,PS2.1,0,0,0,,True,R1202M_PS2.1_0_08Aug16_1900,91120,182238,1000.0,1000.0,False,False,True
R1202M,PS2.1,1,0,0,,False,R1202M_PS2.1_1_08Aug16_1903,1902775,1902774,1000.0,1000.0,False,True,False
R1202M,PS2.1,2,0,0,,True,R1202M_PS2.1_2_08Aug16_1935,1899466,3798930,1000.0,1000.0,False,False,True
R1202M,PS2.1,2,0,0,,True,R1202M_PS2.1_2_08Aug16_2007,5070,10138,1000.0,1000.0,False,False,False
R1202M,PS2.1,3,0,0,,False,R1202M_PS2.1_3_08Aug16_2009,1991245,1991244,1000.0,1000.0,False,True,False
R1202M,PS2.1,4,0,0,,False,R1202M_PS2.1_4_08Aug16_2043,2054615,2054614,1000.0,1000.0,False,True,False
R1202M,PS2.1,5,0,0,,False,R1202M_PS2.1_5_08Aug16_2122,1848555,1848554,1000.0,1000.0,False,True,False
R1202M,PS2.1,6,0,0,,False,R1202M_PS2.1_6_08Aug16_2154,1934865,1934864,1000.0,1000.0,False,True,False
R1202M,PS2.1,7,0,0,,False,R1202M_PS2.1_7_08Aug16_2228,1814887,1814886,1000.0,1000.0,False,True,False
R1202M,PS2.1,8,0,0,,False,R1202M_PS2.1_8_09Aug16_1446,1995385,1995384,1000.0,1000.0,False,True,False
R1202M,PS2.1,9,0,0,,False,R1202M_PS2.1_9_09Aug16_1522,1833346,1833345,1000.0,1000.0,False,True,False
R1202M,TH1,0,0,0,,False,R1202M_TH1_0_05Aug16_1912,2925219,2925218,1000.0,1000.0,False,True,False
R1202M,catFR1,0,0,0,,False,R1202M_catFR1_0_05Aug16_2337,2607278,2607278,1000.0,1000.0,True,True,False
R1202M,catFR1,1,0,0,,False,R1202M_catFR1_1_07Aug16_2025,2397083,2397082,1000.0,1000.0,False,True,False
R1203T,FR1,0,0,0,,False,R1203T_FR1_0_07Aug16_2008,3623630,3623629,1000.0,1000.0,False,True,False
R1203T,PS2.1,0,0,0,,False,R1203T_PS2.1_0_04Aug16_1537,1864844,1864843,1000.0,1000.0,False,True,False
R1203T,PS2.1,1,0,0,,False,R1203T_PS2.1_1_04Aug16_1610,1783575,1783574,1000.0,1000.0,False,True,False
R1203T,PS2.1,2,0,0,,False,R1203T_PS2.1_2_04Aug16_2021,1826794,1826793,1000.0,1000.0,False,True,False
R1203T,PS2.1,3,0,0,,False,R1203T_PS2.1_3_04Aug16_2055,1839653,1839652,1000.0,1000.0,False,True,False
R1203T,PS2.1,4,0,0,,False,R1203T_PS2.1_4_04Aug16_2128,1773365,1773364,1000.0,1000.0,False,True,False
R1204T,FR1,0,0,0,,False,R1204T_FR1_0_17Aug16_2024,2360677,2360676,1000.0,1000.0,False,True,False
R1204T,FR1,1,0,0,,True,R1204T_FR1_1_18Aug16_1440,384035,768068,1000.0,1000.0,False,False,True
R1204T,FR1,1,0,0,,True,R1204T_FR1_1_18Aug16_1447,3278713,6557424,1000.0,1000.0,False,False,True
R1204T,FR3,0,0,0,,False,R1204T_FR3_0_26Aug16_2028,3001907,3001906,1000.0,1000.0,False,True,False
R1204T,OPS,0,1,1,4.0,False,R1204T_OPS_0_22Dec23_2232,1719000,1719000,1000.0,1000.0,True,True,False
R1204T,OPS,1,1,1,4.0,False,R1204T_OPS_1_24Jan24_1702,1710000,1710000,1000.0,1000.0,True,True,False
R1204T,PS2.1,0,0,0,,False,R1204T_PS2.1_0_25Aug16_1953,1093395,1093394,1000.0,1000.0,False,True,False
R1204T,PS2.1,1,0,0,,False,R1204T_PS2.1_1_25Aug16_2014,1082864,1082863,1000.0,1000.0,False,True,False
R1204T,PS2.1,2,0,0,,False,R1204T_PS2.1_2_25Aug16_2035,1064375,1064374,1000.0,1000.0,False,True,False
R1204T,PS2.1,3,0,0,,False,R1204T_PS2.1_3_25Aug16_2107,1062925,1062924,1000.0,1000.0,False,True,False
R1204T,PS2.1,4,0,0,,False,R1204T_PS2.1_4_25Aug16_2141,1061275,1061274,1000.0,1000.0,False,True,False
R1204T,PS2.1,5,0,0,,False,R1204T_PS2.1_5_26Aug16_1631,1813493,1813492,1000.0,1000.0,False,True,False
R1204T,PS2.1,6,0,0,,False,R1204T_PS2.1_6_26Aug16_1705,1783894,1783893,1000.0,1000.0,False,True,False
R1204T,RepFR1,0,1,1,4.0,False,R1204T_RepFR1_0_22Dec23_2233,4213000,4213000,1000.0,1000.0,True,True,False
R1204T,RepFR1,1,1,1,4.0,False,R1204T_RepFR1_1_04Oct21_1353,3320000,3320000,1000.0,1000.0,True,True,False
R1204T,RepFR1,2,1,1,4.0,False,R1204T_RepFR1_2_22Dec23_2233,3016000,3016000,1000.0,1000.0,True,True,False
R1204T,TH1,0,0,0,,False,R1204T_TH1_0_19Aug16_2036,4246297,4246297,1000.0,1000.0,True,True,False
R1204T,TH1,1,0,0,,False,R1204T_TH1_1_22Aug16_1938,2980727,2980726,1000.0,1000.0,False,True,False
R1204T,TH1,2,0,0,,False,R1204T_TH1_2_23Aug16_1501,3323503,3323502,1000.0,1000.0,False,True,False
R1204T,catFR1,0,0,0,,False,R1204T_catFR1_0_18Aug16_2109,3025136,3025135,1000.0,1000.0,False,True,False
R1208C,TH1,0,0,0,,True,R1208C_TH1_0_16Aug16_1603,1801868,3603734,1000.0,1000.0,False,False,True
R1208C,TH1,0,0,0,,True,R1208C_TH1_0_16Aug16_1633,1801838,3603674,1000.0,1000.0,False,False,True
R1208C,TH1,0,0,0,,True,R1208C_TH1_0_16Aug16_1703,683390,1366778,1000.0,1000.0,False,False,True
R1208C,TH1,1,0,0,,False,R1208C_TH1_1_16Aug16_1738,812258,812257,1000.0,1000.0,False,True,False
R1208C,TH1,2,0,0,,True,R1208C_TH1_2_17Aug16_1507,1801808,3603614,1000.0,1000.0,False,False,True
R1208C,TH1,2,0,0,,True,R1208C_TH1_2_17Aug16_1537,1484387,2968772,1000.0,1000.0,False,False,True
R1208C,TH1,3,0,0,,True,R1208C_TH1_3_18Aug16_1716,1801848,3603694,1000.0,1000.0,False,False,True
R1208C,TH1,3,0,0,,True,R1208C_TH1_3_18Aug16_1746,729440,1458878,1000.0,1000.0,False,False,True
R1208C,TH1,4,0,0,,True,R1208C_TH1_4_19Aug16_1509,1801848,3603694,1000.0,1000.0,False,False,True
R1208C,TH1,4,0,0,,True,R1208C_TH1_4_19Aug16_1539,658252,1316502,1000.0,1000.0,False,False,True
R1208C,TH3,0,0,0,,False,R1208C_TH3_0_25Aug16_1557,1564986,1564985,1000.0,1000.0,False,True,False
R1210E,TH1,0,0,0,,False,R1210E_TH1_0_23Aug16_1628,4110874,4110873,1000.0,1000.0,False,True,False
R1212P,FR1,10,0,0,1.0,False,R1212P_FR1_10_12Oct16_1345,2188132,2188132,1024.0,1024.0,True,True,False
R1212P,FR1,2,0,0,1.0,False,R1212P_FR1_2_01Oct16_1452,2967018,2967018,1024.0,1024.0,True,True,False
R1212P,PAL1,0,0,0,,False,R1212P_PAL1_0_19Sep16_1102,2758134,2758134,1024.0,1024.0,True,True,False
R1212P,PAL1,1,0,0,,False,R1212P_PAL1_1_22Sep16_1046,3325046,3325046,1024.0,1024.0,True,True,False
R1212P,PAL1,2,0,0,,False,R1212P_PAL1_2_24Sep16_1023,3074138,3074138,1024.0,1024.0,True,True,False
R1212P,PAL1,3,0,0,,False,R1212P_PAL1_3_26Sep16_1417,3548144,3548144,1024.0,1024.0,True,True,False
R1212P,TH1,0,0,0,,False,R1212P_TH1_0_17Sep16_1409,3527132,3527132,1024.0,1024.0,True,True,False
R1212P,TH1,2,0,0,,False,R1212P_TH1_2_24Sep16_1555,2424002,2424002,1024.0,1024.0,True,True,False
R1212P,TH1,3,0,0,,False,R1212P_TH1_3_25Sep16_1015,2344074,2344074,1024.0,1024.0,True,True,False
R1212P,TH1,4,0,0,,False,R1212P_TH1_4_25Sep16_1015,2344074,2344074,1023.999,1023.999,True,True,False
R1212P,catFR1,0,0,0,1.0,False,R1212P_catFR1_0_09Oct16_1629,2198020,2198020,1024.0,1024.0,True,True,False
R1214M,FR1,0,0,0,2.0,False,R1214M_FR1_0_01Sep16_1507,3205798,3205797,1000.0,1000.0,False,True,False
