subject,experiment,session,localization,montage,system_version,multiple_eegfiles,eegfile,sources_samples,eeg_samples,sources_samplerate,eeg_samplerate,equal_samples,close_samples,factor_2
FBG490,EFRCourierOpenLoop,0,0,0,4.0,False,FBG490_EFRCourierOpenLoop_0_30Nov22_1330,7362000,7362000,2000.0,2000.0,True,True,False
FBG490,EFRCourierOpenLoop,1,0,0,4.0,False,FBG490_EFRCourierOpenLoop_1_01Dec22_1120,7898000,7898000,2000.0,2000.0,True,True,False
FBG490,EFRCourierOpenLoop,2,0,0,4.0,False,FBG490_EFRCourierOpenLoop_2_01Dec22_1649,6548000,6548000,2000.0,2000.0,True,True,False
FBG490,EFRCourierReadOnly,0,0,0,4.0,False,FBG490_EFRCourierReadOnly_0_30Nov22_1019,12040000,12040000,2000.0,2000.0,True,True,False
FBG491,EFRCourierOpenLoop,1,0,0,4.0,False,FBG491_EFRCourierOpenLoop_1_10Feb23_1106,9792000,9792000,2000.0,2000.0,True,True,False
FBG491,EFRCourierOpenLoop,2,0,0,4.0,False,FBG491_EFRCourierOpenLoop_2_13Feb23_1438,12460000,12460000,2000.0,2000.0,True,True,False
R1001P,FR1,0,0,0,,False,R1001P_FR1_0_12Oct14_1034,2349060,2349060,500.0,500.0,True,True,False
R1001P,FR1,1,0,0,,False,R1001P_FR1_1_13Oct14_1457,1535100,1535100,500.0,500.0,True,True,False
R1001P,FR2,0,0,0,,False,R1001P_FR2_0_16Oct14_1054,2432122,2432122,500.0,500.0,True,True,False
R1001P,FR2,1,0,0,,False,R1001P_FR2_1_17Oct14_1434,2135098,2135098,500.0,500.0,True,True,False
R1001P,PAL1,0,0,0,,False,R1001P_PAL1_0_12Oct14_1440,1823080,1823080,500.0,500.0,True,True,False
R1001P,PAL1,1,0,0,,False,R1001P_PAL1_1_14Oct14_1621,1454180,1454180,500.0,500.0,True,True,False
R1001P,YC1,0,0,0,,False,R1001P_YC1_0_20Oct14_1521,1449182,1449182,500.0,500.0,True,True,False
R1001P,YC1,1,0,0,,False,R1001P_YC1_1_21Oct14_1116,1124074,1124074,500.0,500.0,True,True,False
R1001P,YC1,2,0,0,,False,R1001P_YC1_2_25Oct14_1436,1422050,1422050,500.0,500.0,True,True,False
R1002P,FR1,0,0,0,,False,R1002P_FR1_0_15Nov14_1049,1532006,1532006,500.0,500.0,True,True,False
R1002P,FR1,1,0,0,,False,R1002P_FR1_1_16Nov14_1530,1794044,1794044,500.0,500.0,True,True,False
R1002P,FR2,0,0,0,,False,R1002P_FR2_0_19Nov14_1458,1736210,1736210,500.0,500.0,True,True,False
R1002P,FR2,1,0,0,,False,R1002P_FR2_1_21Nov14_1359,1581034,1581034,500.0,500.0,True,True,False
R1002P,FR2,2,0,0,,False,R1002P_FR2_2_24Nov14_1603,1488214,1488214,500.0,500.0,True,True,False
R1002P,PAL1,0,0,0,,False,R1002P_PAL1_0_17Nov14_1117,1569134,1569134,500.0,500.0,True,True,False
R1002P,PAL1,1,0,0,,False,R1002P_PAL1_1_18Nov14_1008,1372070,1372070,500.0,500.0,True,True,False
R1002P,PAL1,2,0,0,,False,R1002P_PAL1_2_22Nov14_1256,1511062,1511062,500.0,500.0,True,True,False
R1003P,FR1,0,0,0,1.0,False,R1003P_FR1_0_19Nov14_1613,1410150,1410150,500.0,500.0,True,True,False
R1003P,FR1,1,0,0,1.0,False,R1003P_FR1_1_24Nov14_1405,1507016,1507016,500.0,500.0,True,True,False
R1003P,FR2,0,0,0,,False,R1003P_25Nov14_1218,1454180,1454180,499.7071,499.7071,True,True,False
R1003P,PAL1,0,0,0,,False,R1003P_PAL1_0_16Nov14_1127,3008082,3008082,500.0,500.0,True,True,False
R1003P,PAL1,1,0,0,,False,R1003P_PAL1_1_18Nov14_1420,1497020,1497020,500.0,500.0,True,True,False
R1003P,PAL2,0,0,0,,False,R1003P_PAL2_0_20Nov14_1029,1231174,1231174,500.0,500.0,True,True,False
R1003P,PAL2,1,0,0,,False,R1003P_PAL2_1_23Nov14_1317,2118200,2118200,500.0,500.0,True,True,False
R1004D,catFR1,0,0,0,,False,R1004D_11Nov14_1100,8640000,8640000,1600.0,1600.0,True,True,False
R1006P,FR1,0,0,0,,False,R1006P_FR1_0_11Feb15_1503,1785000,1785000,500.0,500.0,True,True,False
R1006P,FR1,1,0,0,,False,R1006P_12Feb15_1126,1051008,1051008,499.7071,499.7071,True,True,False
R1006P,FR2,0,0,1,,False,R1006P_FR2_0_17Feb15_1505,1479090,1479090,513.0,513.0,True,True,False
R1006P,FR2,1,0,1,,False,R1006P_FR2_1_18Feb15_1119,2009015,2009015,513.0,513.0,True,True,False
R1006P,YC1,0,0,0,,False,R1006P_YC1_0_06Feb15_1353,1155014,1155014,500.0,500.0,True,True,False
R1006P,YC1,1,0,0,,False,R1006P_YC1_1_08Feb15_1623,1460130,1460130,500.0,500.0,True,True,False
R1006P,YC1,2,0,0,,False,R1006P_YC1_2_09Feb15_1438,1277108,1277108,500.0,500.0,True,True,False
R1006P,YC2,0,0,0,,False,R1006P_YC2_0_10Feb15_1404,1710030,1710030,500.0,500.0,True,True,False
R1006P,YC2,1,0,0,,False,R1006P_YC2_1_11Feb15_1005,2643228,2643228,500.0,500.0,True,True,False
R1008J,YC1,0,0,0,,False,R1008J_YC1_0_21Nov14_1037,2868000,2868000,1000.0,1000.0,True,True,False
R1009W,YC1,0,0,0,,False,R1009W_YC1_0_23Nov14_1645,5845042,5845042,1999.0,1999.0,True,True,False
R1010J,FR1,0,0,0,,False,R1010J_FR1_0_08Dec14_1407,2977000,2977000,1000.0,1000.0,True,True,False
R1010J,FR1,1,0,0,,False,R1010J_FR1_1_09Dec14_1345,3065000,3065000,1000.0,1000.0,True,True,False
R1010J,YC1,0,0,0,,False,R1010J_YC1_0_06Dec14_1403,2440000,2440000,1000.0,1000.0,True,True,False
R1010J,YC1,1,0,0,,False,R1010J_YC1_1_07Dec14_1350,2637000,2637000,1000.0,1000.0,True,True,False
R1013E,YC1,0,0,0,,False,R1013E_YC1_0_17Dec14_1749,3708040,3708040,999.0,999.0,True,True,False
R1013E,YC1,1,0,1,,False,R1013E_YC1_1_18Dec14_1410,3090192,3090192,999.0,999.0,True,True,False
R1013E,YC2,1,0,1,,False,R1013E_YC2_1_21Dec14_2114,3167066,3167066,999.0,999.0,True,True,False
R1013E,catFR1,0,0,1,,False,R1013E_catFR1_0_19Dec14_1223,3065202,3065202,999.0,999.0,True,True,False
R1014D,YC1,0,0,0,,False,R1014D_YC1_0_05Jan15_1335,4032000,4032000,1600.0,1600.0,True,True,False
R1014D,YC1,1,0,0,,False,R1014D_YC1_1_05Jan15_1516,4416000,4416000,1600.0,1600.0,True,True,False
R1015J,FR1,0,0,0,,False,R1015J_FR1_0_10Jan15_1001,2000000,2000000,1000.0,1000.0,True,True,False
R1015J,YC1,0,0,0,,False,R1015J_YC1_0_10Jan15_1404,5404000,5404000,1000.0,1000.0,True,True,False
R1015J,YC1,1,0,0,,False,R1015J_YC1_1_12Jan15_0835,4351000,4351000,1000.0,1000.0,True,True,False
R1015J,YC2,0,0,0,,False,R1015J_YC2_0_14Jan15_1026,5400000,5400000,1000.0,1000.0,True,True,False
R1015J,YC2,1,0,0,,False,R1015J_YC2_1_15Jan15_1100,4532000,4532000,1000.0,1000.0,True,True,False
R1015J,YC2,2,0,0,,False,R1015J_YC2_2_15Jan15_1521,4414000,4414000,1000.0,1000.0,True,True,False
R1015J,YC2,3,0,0,,False,R1015J_YC2_3_16Jan15_0950,3837000,3837000,1000.0,1000.0,True,True,False
R1015J,YC2,4,0,0,,False,R1015J_YC2_4_16Jan15_1204,3655000,3655000,1000.0,1000.0,True,True,False
R1015J,YC2,5,0,0,,False,R1015J_YC2_5_20Jan15_1243,4242000,4242000,1000.0,1000.0,True,True,False
R1015J,YC2,6,0,0,,False,R1015J_YC2_6_20Jan15_1404,3739000,3739000,1000.0,1000.0,True,True,False
R1015J,catFR1,0,0,0,,False,R1015J_catFR1_0_18Jan15_1549,5400000,5400000,1000.0,1000.0,True,True,False
R1016M,FR2,0,0,0,,False,R1016M_FR2_0_22Jan15_1044,1654100,1654100,500.0,500.0,True,True,False
R1016M,PAL1,0,0,0,,False,R1016M_PAL1_0_20Jan15_1451,1798090,1798090,500.0,500.0,True,True,False
R1016M,PAL2,0,0,0,,False,R1016M_PAL2_0_21Jan15_1104,2318120,2318120,500.0,500.0,True,True,False
R1016M,PAL2,1,0,0,,False,R1016M_PAL2_1_21Jan15_2056,1557234,1557234,500.0,500.0,True,True,False
R1016M,PAL2,2,0,0,,False,R1016M_PAL2_2_22Jan15_1535,7872088,7872088,500.0,500.0,True,True,False
R1016M,catFR1,0,0,0,,False,R1016M_catFR1_0_20Jan15_1032,2700110,2700110,500.0,500.0,True,True,False
R1016M,catFR1,1,0,0,,False,R1016M_catFR1_1_20Jan15_1937,1701224,1701224,500.0,500.0,True,True,False
R1016M,catFR2,0,0,0,,False,R1016M_catFR2_0_21Jan15_1834,1749062,1749062,500.0,500.0,True,True,False
R1017J,YC2,0,0,0,,False,R1017J_YC2_0_21Jan15_1200,2154000,2154000,1000.0,1000.0,True,True,False
R1018P,FR1,0,0,0,,False,R1018P_FR1_0_04Mar15_1639,1751204,1751204,500.0,500.0,True,True,False
R1018P,FR2,0,0,0,,False,R1018P_FR2_0_06Mar15_1402,1659098,1659098,500.0,500.0,True,True,False
R1018P,FR2,1,1,1,,False,R1018P_FR2_1_14Mar15_1310,1900192,1900192,500.0,500.0,True,True,False
R1018P,PAL1,0,1,1,,False,R1018P_PAL1_0_13Mar15_1412,1400154,1400154,500.0,500.0,True,True,False
R1018P,YC1,0,0,0,,False,R1018P_YC1_0_03Mar15_1258,1799042,1799042,500.0,500.0,True,True,False
R1019J,YC1,0,0,0,,False,R1019J_YC1_0_31Jan15_1307,3284000,3284000,1000.0,1000.0,True,True,False
R1019J,YC1,1,0,0,,False,R1019J_YC1_1_01Feb15_1355,2987000,2987000,1000.0,1000.0,True,True,False
R1019J,YC1,2,0,0,,False,R1019J_YC1_2_04Feb15_1521,2646000,2646000,1000.0,1000.0,True,True,False
R1019J,YC2,0,0,0,,False,R1019J_YC2_0_06Feb15_1503,2301000,2301000,1000.0,1000.0,True,True,False
R1019J,YC2,1,0,0,,False,R1019J_YC2_1_09Feb15_1030,2051000,2051000,1000.0,1000.0,True,True,False
R1019J,YC2,2,0,0,,False,R1019J_YC2_2_09Feb15_1437,1892000,1892000,1000.0,1000.0,True,True,False
R1019J,YC2,3,0,0,,False,R1019J_YC2_3_10Feb15_1136,1870000,1870000,1000.0,1000.0,True,True,False
R1019J,YC2,4,0,0,,False,R1019J_YC2_4_10Feb15_1446,1729000,1729000,1000.0,1000.0,True,True,False
R1019J,YC2,5,0,0,,False,R1019J_YC2_5_16Feb15_1430,2293000,2293000,1000.0,1000.0,True,True,False
R1019J,YC2,6,0,0,,False,R1019J_YC2_6_17Feb15_0925,2124000,2124000,1000.0,1000.0,True,True,False
R1020J,FR1,0,0,0,,False,R1020J_FR1_0_26Jan15_1500,3352000,3352000,1000.0,1000.0,True,True,False
R1020J,FR2,0,0,0,,False,R1020J_FR2_0_28Jan15_1013,3564000,3564000,1000.0,1000.0,True,True,False
R1020J,FR2,1,0,0,,False,R1020J_FR2_1_28Jan15_1409,2736000,2736000,1000.0,1000.0,True,True,False
R1020J,FR2,2,0,0,,False,R1020J_FR2_2_29Jan15_1530,2665000,2665000,1000.0,1000.0,True,True,False
R1020J,FR2,3,0,0,,False,R1020J_FR2_3_30Jan15_1447,2750000,2750000,1000.0,1000.0,True,True,False
R1020J,YC2,0,0,0,,False,R1020J_YC2_0_02Feb15_1140,2680000,2680000,1000.0,1000.0,True,True,False
R1020J,YC2,1,0,0,,False,R1020J_YC2_1_02Feb15_1336,2357000,2357000,1000.0,1000.0,True,True,False
R1021D,YC1,0,0,0,,False,R1021D_YC1_0_05Feb15_1025,5104000,5104000,1600.0,1600.0,True,True,False
R1021D,YC1,1,0,0,,False,R1021D_06Feb15_1250,3720000,3720000,1600.0,1600.0,True,True,False
R1021D,catFR1,0,0,0,,False,R1021D_catFR1_0_09Feb15_1434,4552000,4552000,1600.0,1600.0,True,True,False
R1022J,FR1,0,0,0,,False,R1022J_FR1_0_07Feb15_1008,2951000,2951000,1000.0,1000.0,True,True,False
R1022J,FR2,0,0,0,,False,R1022J_FR2_0_11Feb15_1031,2994000,2994000,1000.0,1000.0,True,True,False
R1022J,FR2,1,0,0,,False,R1022J_FR2_1_12Feb15_1323,2696000,2696000,1000.0,1000.0,True,True,False
R1023J,FR1,0,0,0,,False,R1023J_FR1_0_27Feb15_1337,3229000,3229000,1000.0,1000.0,True,True,False
R1023J,FR2,0,0,0,,False,R1023J_FR2_0_03Mar15_1026,3091000,3091000,1000.0,1000.0,True,True,False
R1023J,FR2,1,0,0,,False,R1023J_FR2_1_03Mar15_1411,4086000,4086000,1000.0,1000.0,True,True,False
R1023J,PAL1,0,0,0,,False,R1023J_PAL1_0_07Mar15_1115,3238000,3238000,1000.0,1000.0,True,True,False
R1023J,YC1,0,0,0,,False,R1023J_YC1_0_28Feb15_1118,4165000,4165000,1000.0,1000.0,True,True,False
R1023J,YC1,1,0,0,,False,R1023J_YC1_1_01Mar15_1022,3172000,3172000,1000.0,1000.0,True,True,False
R1023J,YC2,0,0,0,,False,R1023J_YC2_0_02Mar15_1348,2898000,2898000,1000.0,1000.0,True,True,False
R1023J,YC2,1,0,0,,False,R1023J_YC2_1_02Mar15_1528,2925000,2925000,1000.0,1000.0,True,True,False
R1024E,FR2,0,1,2,,False,R1024E_FR2_0_03Mar15_1345,1839026,1839026,500.0,500.0,True,True,False
R1024E,YC1,0,0,0,,False,R1024E_YC1_0_23Feb15_1541,2384046,2384046,500.0,500.0,True,True,False
R1024E,YC1,1,1,1,,False,R1024E_YC1_1_28Feb15_1726,1456084,1456084,500.0,500.0,True,True,False
R1024E,YC2,0,0,0,,False,R1024E_YC2_0_24Feb15_1526,2314074,2314074,500.0,500.0,True,True,False
R1024E,YC2,1,0,0,,False,R1024E_YC2_1_24Feb15_1824,1635060,1635060,500.0,500.0,True,True,False
R1024E,YC2,3,1,2,,False,R1024E_2_02Mar15_1545,1968022,1968022,499.7071,499.7071,True,True,False
R1024E,catFR1,0,1,1,,False,R1024E_catFR1_0_27Feb15_1520,3581186,3581186,500.0,500.0,True,True,False
R1024E,catFR2,0,1,1,,False,R1024E_catFR2_0_28Feb15_1542,2112012,2112012,500.0,500.0,True,True,False
R1024E,catFR2,1,1,1,,False,R1024E_catFR2_1_01Mar15_0941,2363102,2363102,500.0,500.0,True,True,False
R1025P,PS1,0,0,0,,False,R1025P_PS1_0_01Jul15_1438,2002056,2002056,500.0,500.0,True,True,False
R1025P,YC1,0,0,0,,False,R1025P_YC1_0_03Jul15_1309,981036,981036,500.0,500.0,True,True,False
R1026D,FR1,0,0,0,,False,R1026D_FR1_0_22Feb15_0908,4896000,4896000,1600.0,1600.0,True,True,False
R1026D,FR2,0,0,0,,False,R1026D_FR2_0_20Feb15_1835,4512000,4512000,1600.0,1600.0,True,True,False
R1026D,FR2,1,0,0,,False,R1026D_FR2_1_21Feb15_1007,4992000,4992000,1600.0,1600.0,True,True,False
R1026D,YC1,0,0,0,,False,R1026D_YC1_0_23Feb15_1336,4320000,4320000,1600.0,1600.0,True,True,False
R1026D,YC2,0,0,0,,False,R1026D_YC2_0_24Feb15_1018,4462400,4462400,1600.0,1600.0,True,True,False
R1026D,YC2,1,0,0,,False,R1026D_YC2_1_26Feb15_0945,4128000,4128000,1600.0,1600.0,True,True,False
R1026D,catFR1,0,0,0,,False,R1026D_catFR1_0_18Feb15_1348,3312000,3312000,1600.0,1600.0,True,True,False
R1026D,catFR2,0,0,0,,False,R1026D_catFR2_0_19Feb15_1507,4539200,4539200,1600.0,1600.0,True,True,False
R1026D,catFR2,1,0,0,,False,R1026D_catFR2_1_23Feb15_1241,4512000,4512000,1600.0,1600.0,True,True,False
R1026D,catFR2,2,0,0,,False,R1026D_catFR2_2_24Feb15_0905,5614400,5614400,1600.0,1600.0,True,True,False
R1027J,FR1,0,0,0,1.0,False,R1027J_FR1_0_03Mar15_1545,3569000,3569000,1000.0,1000.0,True,True,False
R1027J,FR2,0,0,0,,False,R1027J_FR2_0_04Mar15_1001,3046000,3046000,1000.0,1000.0,True,True,False
R1027J,FR2,1,0,0,,False,R1027J_FR2_1_05Mar15_1026,2664000,2664000,1000.0,1000.0,True,True,False
R1027J,FR2,2,0,0,,False,R1027J_FR2_2_09Mar15_1100,2907000,2907000,1000.0,1000.0,True,True,False
R1027J,YC2,0,0,0,,False,R1027J_YC2_0_06Mar15_1014,3075000,3075000,1000.0,1000.0,True,True,False
R1027J,YC2,1,0,0,,False,R1027J_YC2_1_06Mar15_1406,3056000,3056000,1000.0,1000.0,True,True,False
R1027J,YC2,2,0,0,,False,R1027J_YC2_2_10Mar15_0955,2722000,2722000,1000.0,1000.0,True,True,False
R1027J,YC2,3,0,0,,False,R1027J_YC2_3_10Mar15_1151,915000,915000,1000.0,1000.0,True,True,False
R1028M,FR2,0,0,0,,False,R1028M_FR2_0_01Mar15_1252,2570162,2570162,500.0,500.0,True,True,False
R1028M,FR2,1,0,0,,False,R1028M_FR2_1_02Mar15_1152,1926134,1926134,500.0,500.0,True,True,False
R1028M,FR2,2,0,0,,False,R1028M_FR2_2_03Mar15_1039,2396184,2396184,500.0,500.0,True,True,False
R1028M,PAL1,0,0,0,,False,R1028M_PAL1_0_27Feb15_1510,1914234,1914234,500.0,500.0,True,True,False
R1028M,PAL1,1,0,0,,False,R1028M_PAL1_1_28Feb15_1020,1684088,1684088,500.0,500.0,True,True,False
R1028M,PAL2,0,0,0,,False,R1028M_PAL2_0_01Mar15_1816,1613164,1613164,500.0,500.0,True,True,False
R1028M,catFR1,0,0,0,,False,R1028M_catFR1_0_27Feb15_1109,1728118,1728118,500.0,500.0,True,True,False
R1028M,catFR1,1,0,0,,False,R1028M_28Feb15_1020,14216216,14216216,499.7071,499.7071,True,True,False
R1028M,catFR2,0,0,0,,False,R1028M_catFR2_0_02Mar15_1809,1747158,1747158,500.0,500.0,True,True,False
R1029W,catFR2,0,0,0,,False,R1029W_catFR2_0_01Mar15_1201,5317158,5317158,999.0,999.0,True,True,False
R1029W,catFR2,1,0,0,,False,R1029W_catFR2_1_02Mar15_1544,3051160,3051160,999.0,999.0,True,True,False
R1030J,FR1,0,0,0,,False,R1030J_FR1_0_29Mar15_1027,4397000,4397000,1000.0,1000.0,True,True,False
R1030J,FR2,0,0,0,,False,R1030J_FR2_0_31Mar15_1415,1554000,1554000,1000.0,1000.0,True,True,False
R1030J,FR2,1,0,0,,False,R1030J_FR2_1_05Apr15_1427,3903000,3903000,1000.0,1000.0,True,True,False
R1030J,FR2,2,0,0,,False,R1030J_FR2_2_06Apr15_1404,3025000,3025000,1000.0,1000.0,True,True,False
R1030J,FR2,3,0,0,,False,R1030J_FR2_3_07Apr15_1501,2692000,2692000,1000.0,1000.0,True,True,False
R1030J,FR2,4,0,0,,False,R1030J_FR2_4_08Apr15_1110,3108000,3108000,1000.0,1000.0,True,True,False
R1030J,FR2,5,0,0,,False,R1030J_FR2_5_08Apr15_1553,3547000,3547000,1000.0,1000.0,True,True,False
R1030J,FR2,6,0,0,,False,R1030J_FR2_6_09Apr15_0844,2682000,2682000,1000.0,1000.0,True,True,False
R1030J,PS1,0,0,0,,False,R1030J_PS1_0_09Apr15_1252,1982000,1982000,1000.0,1000.0,True,True,False
R1030J,YC1,0,0,0,,False,R1030J_YC1_0_29Mar15_1632,2650000,2650000,1000.0,1000.0,True,True,False
R1030J,YC2,0,0,0,,False,R1030J_YC2_0_03Apr15_1351,1383000,1383000,1000.0,1000.0,True,True,False
R1030J,YC2,1,0,0,,False,R1030J_YC2_1_04Apr15_1110,2371000,2371000,1000.0,1000.0,True,True,False
R1030J,YC2,2,0,0,,False,R1030J_YC2_2_05Apr15_1039,2871000,2871000,1000.0,1000.0,True,True,False
R1030J,YC2,3,0,0,,False,R1030J_YC2_3_09Apr15_1111,2385000,2385000,1000.0,1000.0,True,True,False
R1031M,FR1,0,0,0,,False,R1031M_FR1_0_07Mar15_1840,1323042,1323042,500.0,500.0,True,True,False
R1031M,FR2,0,0,0,,False,R1031M_FR2_0_11Mar15_1428,1478218,1478218,500.0,500.0,True,True,False
R1031M,PAL1,0,0,0,,False,R1031M_PAL1_0_07Mar15_0954,1611022,1611022,500.0,500.0,True,True,False
R1031M,PAL2,0,0,0,,False,R1031M_PAL2_0_11Mar15_1526,1285200,1285200,500.0,500.0,True,True,False
R1031M,PAL2,1,0,0,,False,R1031M_PAL2_1_11Mar15_1927,1581034,1581034,500.0,500.0,True,True,False
R1031M,catFR1,0,0,0,,False,R1031M_catFR1_0_07Mar15_1357,1742160,1742160,500.0,500.0,True,True,False
R1031M,catFR2,0,0,0,,False,R1031M_catFR2_0_11Mar15_1849,1138116,1138116,500.0,500.0,True,True,False
R1032D,FR1,0,0,0,,False,R1032D_FR1_0_08Mar15_1404,4280000,4280000,1600.0,1600.0,True,True,False
R1032D,YC1,0,0,0,,False,R1032D_YC1_0_07Mar15_1612,4416000,4416000,1600.0,1600.0,True,True,False
R1032D,YC2,0,0,0,,False,R1032D_YC2_0_09Mar15_1443,2400000,2400000,1600.0,1600.0,True,True,False
R1032D,YC2,1,0,0,,False,R1032D_10Mar15_1118,4320000,4320000,1600.0,1600.0,True,True,False
R1032D,catFR1,0,0,0,,False,R1032D_catFR1_0_06Mar15_1151,2784000,2784000,1600.0,1600.0,True,True,False
R1032D,catFR1,1,0,0,,False,R1032D_catFR1_1_06Mar15_1257,3264000,3264000,1600.0,1600.0,True,True,False
R1033D,FR1,0,0,0,1.0,False,R1033D_FR1_0_29Mar15_1035,1920000,1920000,1600.0,1600.0,True,True,False
R1033D,FR2,0,0,0,,False,R1033D_FR2_0_31Mar15_1119,4512000,4512000,1600.0,1600.0,True,True,False
R1033D,FR2,1,0,0,,False,R1033D_FR2_1_02Apr15_1015,4608000,4608000,1600.0,1600.0,True,True,False
R1033D,FR2,2,0,0,,False,R1033D_FR2_2_06Apr15_1319,4800000,4800000,1600.0,1600.0,True,True,False
R1033D,YC1,0,0,0,,False,R1033D_YC1_0_25Mar15_1517,4224000,4224000,1600.0,1600.0,True,True,False
R1033D,YC2,0,0,0,,False,R1033D_YC2_0_27Mar15_0909,3744000,3744000,1600.0,1600.0,True,True,False
R1033D,YC2,1,0,0,,False,R1033D_YC2_1_30Mar15_1051,3840000,3840000,1600.0,1600.0,True,True,False
R1034D,FR1,0,0,0,1.0,False,R1034D_FR1_0_14Jun15_1542,2880000,2880000,1600.0,1600.0,True,True,False
R1034D,FR1,1,0,0,1.0,False,R1034D_FR1_1_15Jun15_1053,4608000,4608000,1600.0,1600.0,True,True,False
R1034D,FR1,2,0,0,1.0,False,R1034D_FR1_2_16Jun15_1325,1632000,1632000,1600.0,1600.0,True,True,False
R1034D,PS1,0,0,0,,False,R1034D_PS1_0_15Jun15_1535,6336000,6336000,1600.0,1600.0,True,True,False
R1034D,PS1,1,0,0,,False,R1034D_PS1_1_16Jun15_1402,4416000,4416000,1600.0,1600.0,True,True,False
R1034D,PS1,2,0,0,,False,R1034D_PS1_2_18Jun15_1111,6528000,6528000,1600.0,1600.0,True,True,False
R1034D,PS3,0,0,0,,False,R1034D_PS3_0_15Jun15_1535,6336000,6336000,1600.0,1600.0,True,True,False
R1034D,PS3,1,0,0,,False,R1034D_PS3_1_18Jun15_1111,6528000,6528000,1600.0,1600.0,True,True,False
R1034D,PS3,2,0,0,,False,R1034D_PS3_2_18Jun15_1218,2880000,2880000,1600.0,1600.0,True,True,False
R1034D,YC1,0,0,0,,False,R1034D_YC1_0_20Jun15_1036,4320000,4320000,1600.0,1600.0,True,True,False
R1034D,YC1,1,0,0,,False,R1034D_YC1_1_21Jun15_1058,4032000,4032000,1600.0,1600.0,True,True,False
R1035M,FR1,0,0,0,1.0,False,R1035M_FR1_0_13Mar15_0843,779212,779212,500.0,500.0,True,True,False
R1035M,FR2,0,0,0,,False,R1035M_FR2_0_12Mar15_1509,909160,909160,500.0,500.0,True,True,False
R1035M,PAL1,0,0,0,,False,R1035M_PAL1_0_12Mar15_0932,2001104,2001104,500.0,500.0,True,True,False
R1035M,catFR1,0,0,0,,False,R1035M_catFR1_0_11Mar15_1017,2412130,2412130,500.0,500.0,True,True,False
R1036M,FR1,0,0,0,,False,R1036M_FR1_0_22Mar15_1228,1708126,1708126,500.0,500.0,True,True,False
R1036M,FR2,0,0,0,,False,R1036M_FR2_0_25Mar15_1459,1044106,1044106,500.0,500.0,True,True,False
R1036M,PAL1,0,0,0,,False,R1036M_PAL1_0_21Mar15_1700,1974210,1974210,500.0,500.0,True,True,False
R1036M,PAL2,0,0,0,,False,R1036M_PAL2_0_25Mar15_1401,1692180,1692180,500.0,500.0,True,True,False
R1036M,catFR1,0,0,0,,False,R1036M_catFR1_0_21Mar15_1031,1879010,1879010,500.0,500.0,True,True,False
R1036M,catFR2,0,0,0,,False,R1036M_catFR2_0_25Mar15_0910,1554140,1554140,500.0,500.0,True,True,False
R1036M,catFR2,1,0,0,,False,R1036M_catFR2_1_25Mar15_1930,1208088,1208088,500.0,500.0,True,True,False
R1036M,catFR2,2,0,0,,False,R1036M_catFR2_2_26Mar15_0852,1161202,1161202,500.0,500.0,True,True,False
R1037D,YC1,0,0,0,,False,R1037D_YC1_0_02Apr15_1606,1728000,1728000,1600.0,1600.0,True,True,False
R1037D,YC1,1,0,0,,False,R1037D_YC1_1_03Apr15_1129,9312000,9312000,1600.0,1600.0,True,True,False
R1037D,YC1,2,0,0,,False,R1037D_YC1_2_13Apr15_1340,4332800,4332800,1600.0,1600.0,True,True,False
R1037D,YC2,0,0,0,,False,R1037D_YC2_0_04Apr15_0830,5760000,5760000,1600.0,1600.0,True,True,False
R1037D,YC2,1,0,0,,False,R1037D_YC2_1_06Apr15_1048,5952000,5952000,1600.0,1600.0,True,True,False
R1037D,YC2,2,0,0,,False,R1037D_YC2_2_07Apr15_1633,5184000,5184000,1600.0,1600.0,True,True,False
R1037D,YC2,3,0,0,,False,R1037D_YC2_3_08Apr15_1719,6048000,6048000,1600.0,1600.0,True,True,False
R1037D,YC2,4,0,0,,False,R1037D_YC2_4_10Apr15_0924,4992000,4992000,1600.0,1600.0,True,True,False
R1039M,FR1,0,0,0,,False,R1039M_FR1_0_12Apr15_1913,1428000,1428000,500.0,500.0,True,True,False
R1039M,catFR1,0,0,0,,False,R1039M_catFR1_0_12Apr15_1340,1504160,1504160,500.0,500.0,True,True,False
R1039M,catFR2,0,0,0,,False,R1039M_catFR2_0_14Apr15_1716,1505112,1505112,500.0,500.0,True,True,False
R1041M,YC1,0,0,0,,False,R1041M_YC1_0_14Apr15_1434,1176196,1176196,500.0,500.0,True,True,False
R1041M,YC1,1,0,0,,False,R1041M_YC1_1_14Apr15_2019,986034,986034,500.0,500.0,True,True,False
R1041M,YC1,2,0,0,,False,R1041M_YC1_2_15Apr15_0810,759220,759220,500.0,500.0,True,True,False
R1041M,catFR1,0,0,0,,False,R1041M_catFR1_0_14Apr15_1340,1111222,1111222,500.0,500.0,True,True,False
R1041M,catFR2,0,0,0,,False,R1041M_catFR2_0_14Apr15_1941,1151206,1151206,500.0,500.0,True,True,False
R1042M,FR1,0,0,0,,False,R1042M_FR1_0_17Apr15_1108,2260048,2260048,500.0,500.0,True,True,False
R1042M,FR2,0,0,0,,False,R1042M_FR2_0_19Apr15_1200,1109080,1109080,500.0,500.0,True,True,False
R1042M,PAL1,0,0,0,,False,R1042M_PAL1_0_16Apr15_1500,1815226,1815226,500.0,500.0,True,True,False
