subject,subject_alias,experiment,original_experiment,session,original_session,median_beep_time,experiment_version,expected_offset,expected_offset_pre,expected_beep_time,fixation,beep_duration
R1378T,R1378T,FR1,,1,,0.64225,1.0,1006.6923076923077,0.0,-285.2635967548077,1006.6923076923077,0.72
R1378T,R1378T,FR1,,2,,0.63095,1.0,1010.0769230769231,0.0,-288.6482121394231,1010.0769230769231,0.72
R1378T,R1378T,FR1,,3,,0.63805,1.0,1011.8461538461538,0.0,-290.41744290865387,1011.8461538461538,0.72
R1378T,R1378T,catFR1,,0,,0.6286,1.0,1005.2307692307693,0.0,-283.8020582932692,1005.2307692307693,0.72
R1378T,R1378T,catFR1,,1,,0.6288,1.0,1008.7692307692307,0.0,-287.3405198317308,1008.7692307692307,0.72
R1379E,R1379E,FR1,,0,,0.25229999999999997,1.0,1005.2307692307693,0.0,-283.8020582932692,1005.2307692307693,0.72
R1379E,R1379E,FR1,,1,,0.244,1.0,1006.2307692307693,0.0,-284.8020582932692,1006.2307692307693,0.72
R1379E,R1379E,catFR1,,0,,0.24559999999999998,1.0,1005.2307692307693,0.0,-283.8020582932692,1005.2307692307693,0.72
R1379E,R1379E,catFR1,,1,,0.23575,1.0,1006.3846153846154,0.0,-284.95590444711536,1006.3846153846154,0.72
R1380D,R1380D,FR1,,1,,0.6455500000000001,1.0,1007.8461538461538,0.0,-286.41744290865387,1007.8461538461538,0.72
R1380D,R1380D,catFR1,,1,,0.60945,1.0,1010.3846153846154,0.0,-288.95590444711536,1010.3846153846154,0.72
R1380D,R1380D,catFR1,,2,,0.6331,1.0,1012.5384615384615,0.0,-291.10975060096155,1012.5384615384615,0.72
R1380D,R1380D,catFR1,,3,,0.62775,1.0,1010.3076923076923,0.0,-288.8789813701923,1010.3076923076923,0.72
R1380D,R1380D,catFR1,,4,,0.6303000000000001,1.0,1006.4615384615385,0.0,-285.03282752403845,1006.4615384615385,0.72
R1381T,R1381T,FR1,,0,,0.6193500000000001,1.0,1009.2307692307693,0.0,-287.8020582932692,1009.2307692307693,0.72
R1381T,R1381T,catFR1,,0,,0.63775,1.0,1014.0,0.0,-292.5712890625,1014.0,0.72
R1382T,R1382T,FR1,,0,,0.64685,1.0,1010.3076923076923,0.0,-288.8789813701923,1010.3076923076923,0.72
R1382T,R1382T,catFR1,,0,,0.6428499999999999,1.0,1012.6923076923077,0.0,-291.2635967548077,1012.6923076923077,0.72
R1383J,R1383J,FR1,,0,,0.6532,1.0,1008.0,0.0,-286.5712890625,1008.0,0.72
R1383J,R1383J,catFR1,,1,,0.6513,1.0,1005.3076923076923,0.0,-283.8789813701923,1005.3076923076923,0.72
R1383J,R1383J,catFR1,,2,,0.6400999999999999,1.0,1007.7692307692307,0.0,-286.3405198317308,1007.7692307692307,0.72
R1383J,R1383J,catFR1,,3,,0.64085,1.0,1006.5384615384615,0.0,-285.10975060096155,1006.5384615384615,0.72
R1383J,R1383J,catFR1,,4,,0.58115,1.0,1005.1538461538462,0.0,-283.72513521634613,1005.1538461538462,0.72
R1384J,R1384J,FR1,,0,,0.6492,1.0,1006.4615384615385,0.0,-285.03282752403845,1006.4615384615385,0.72
R1384J,R1384J,FR1,,1,,0.6138,1.0,1009.0769230769231,0.0,-287.6482121394231,1009.0769230769231,0.72
R1384J,R1384J,FR1,,2,,0.6352,1.0,1009.0,0.0,-287.5712890625,1009.0,0.72
R1384J,R1384J,FR6,,1,,0.0,6.0,1005.9230769230769,0.0,-505.9230769230769,1005.9230769230769,0.5
R1384J,R1384J,PS5_catFR,PS5_CatFR,0,0.0,0.0,1.0,1009.0,0.0,-509.0,1009.0,0.5
R1384J,R1384J,catFR1,,0,,0.63,1.0,1008.9230769230769,0.0,-287.4943659855769,1008.9230769230769,0.72
R1384J,R1384J,catFR1,,1,,0.6306499999999999,1.0,1010.3076923076923,0.0,-288.8789813701923,1010.3076923076923,0.72
R1384J,R1384J,catFR6,,0,,0.0,6.0,1006.0,0.0,-506.0,1006.0,0.5
R1384J,R1384J,catFR6,,1,,0.0,6.0,1004.5,0.0,-504.5,1004.5,0.5
R1385E,R1385E,FR1,,1,,0.2336,1.0,1008.9230769230769,0.0,-287.4943659855769,1008.9230769230769,0.72
R1385E,R1385E,FR1,,2,,0.23495,1.0,1007.8461538461538,0.0,-286.41744290865387,1007.8461538461538,0.72
R1385E,R1385E,FR1,,3,,0.23620000000000002,1.0,1006.3846153846154,0.0,-284.95590444711536,1006.3846153846154,0.72
R1385E,R1385E,catFR1,,0,,0.23515,1.0,1010.2307692307693,0.0,-288.8020582932692,1010.2307692307693,0.72
R1385E,R1385E,catFR1,,1,,0.2294,1.0,1009.0,0.0,-287.5712890625,1009.0,0.72
R1386T,R1386T,FR1,,0,,0.6311,1.0,1011.3076923076923,0.0,-289.8789813701923,1011.3076923076923,0.72
R1386T,R1386T,FR1,,1,,0.6446000000000001,1.0,1007.6923076923077,0.0,-286.2635967548077,1007.6923076923077,0.72
R1386T,R1386T,catFR1,,1,,0.6351,1.0,1010.1538461538462,0.0,-288.72513521634613,1010.1538461538462,0.72
R1387E,R1387E,FR1,,0,,0.2247,1.0,1007.9230769230769,0.0,-286.4943659855769,1007.9230769230769,0.72
R1387E,R1387E,FR1,,1,,0.23545,1.0,1009.6666666666666,0.0,-288.2379557291667,1009.6666666666666,0.72
R1387E,R1387E,FR1,,2,,0.2395,1.0,1009.0769230769231,0.0,-287.6482121394231,1009.0769230769231,0.72
R1387E,R1387E,catFR1,,0,,0.23245,1.0,1007.8461538461538,0.0,-286.41744290865387,1007.8461538461538,0.72
R1387E,R1387E,catFR1,,1,,0.2472,1.0,1005.3076923076923,0.0,-283.8789813701923,1005.3076923076923,0.72
R1388T,R1388T,catFR1,,0,,0.64,1.0,1007.2857142857143,0.0,-285.8570033482143,1007.2857142857143,0.72
R1388T,R1388T,catFR1,,1,,0.6568,1.0,1005.6666666666666,0.0,-284.2379557291667,1005.6666666666666,0.72
R1389J,R1389J,catFR1,,0,,0.0,1.0,1007.7692307692307,0.0,-507.7692307692308,1007.7692307692307,0.5
R1389J,R1389J,catFR1,,1,,0.0,1.0,1007.6923076923077,0.0,-507.6923076923077,1007.6923076923077,0.5
R1389J,R1389J,catFR1,,2,,0.0,1.0,1003.9230769230769,0.0,-503.9230769230769,1003.9230769230769,0.5
R1389J,R1389J,catFR1,,3,,0.0,1.0,1006.6153846153846,0.0,-506.61538461538464,1006.6153846153846,0.5
R1390M,R1390M,FR1,,1,,0.6224000000000001,1.0,1007.7692307692307,0.0,-286.3405198317308,1007.7692307692307,0.72
R1390M,R1390M,catFR1,,0,,0.5754,1.0,1005.2307692307693,0.0,-283.8020582932692,1005.2307692307693,0.72
R1390M,R1390M,catFR1,,1,,0.6394,1.0,1002.7692307692307,0.0,-281.3405198317308,1002.7692307692307,0.72
R1390M,R1390M,catFR1,,2,,0.6363000000000001,1.0,1011.6153846153846,0.0,-290.18667367788464,1011.6153846153846,0.72
R1390M,R1390M,catFR1,,3,,0.64325,1.0,1006.3846153846154,0.0,-284.95590444711536,1006.3846153846154,0.72
