subject,subject_alias,experiment,original_experiment,session,original_session,session_log,session_json,session_jsonl,median_beep_time,log_type
R1001P,R1001P,FR1,X,0,0,True,False,False,0.0233,log
R1001P,R1001P,FR1,X,1,1,True,False,False,0.0706,log
R1001P,R1001P,FR2,X,0,0,True,False,False,0.0345,log
R1001P,R1001P,FR2,X,1,1,True,False,False,0.05375,log
R1002P,R1002P,FR1,X,0,0,True,False,False,0.031549999999999995,log
R1002P,R1002P,FR1,X,1,1,True,False,False,0.0437,log
R1002P,R1002P,FR2,X,0,0,True,False,False,0.0576,log
R1002P,R1002P,FR2,X,1,1,True,False,False,0.07505,log
R1002P,R1002P,FR2,X,2,2,True,False,False,0.0762,log
R1003P,R1003P,FR1,X,0,-999,True,False,False,0.06384999999999999,log
R1003P,R1003P,FR1,X,1,-999,True,False,False,0.043800000000000006,log
R1003P,R1003P,FR2,X,0,0,True,False,False,0.055400000000000005,log
R1004D,R1004D,catFR1,X,0,0,True,False,False,0.027450000000000002,log
R1006P,R1006P,FR1,X,0,0,True,False,False,0.03245,log
R1006P,R1006P,FR1,X,1,1,True,False,False,0.0574,log
R1006P,R1006P_1,FR2,X,0,0,True,False,False,0.10405,log
R1006P,R1006P_1,FR2,X,1,1,True,False,False,0.0279,log
R1010J,R1010J,FR1,X,0,0,True,False,False,0.03925,log
R1010J,R1010J,FR1,X,1,1,True,False,False,0.03425,log
R1013E,R1013E_1,catFR1,X,0,0,True,False,False,0.02695,log
R1015J,R1015J,catFR1,X,0,0,True,False,False,0.06215,log
R1016M,R1016M,FR2,X,0,0,True,False,False,0.0295,log
R1016M,R1016M,catFR1,X,0,0,True,False,False,0.027049999999999998,log
R1016M,R1016M,catFR1,X,1,1,True,False,False,0.0283,log
R1016M,R1016M,catFR2,X,0,0,True,False,False,0.02985,log
R1018P,R1018P,FR1,X,0,0,True,False,False,0.03155,log
R1018P,R1018P,FR2,X,0,0,True,False,False,0.0809,log
R1018P,R1018P_1,FR2,X,1,0,True,False,False,0.0332,log
R1020J,R1020J,FR1,X,0,0,True,False,False,0.025799999999999997,log
R1021D,R1021D,catFR1,X,0,0,True,False,False,0.062,log
R1022J,R1022J,FR1,X,0,0,True,False,False,0.0254,log
R1022J,R1022J,FR2,X,0,0,True,False,False,0.02885,log
R1022J,R1022J,FR2,X,1,1,True,False,False,0.05295,log
R1023J,R1023J,FR1,X,0,0,True,False,False,0.03,log
R1023J,R1023J,FR2,X,0,0,True,False,False,0.026,log
R1023J,R1023J,FR2,X,1,1,True,False,False,0.022850000000000002,log
R1024E,R1024E_1,catFR1,X,0,0,True,False,False,0.023600000000000003,log
R1024E,R1024E_1,catFR2,X,0,0,True,False,False,0.032049999999999995,log
R1024E,R1024E_1,catFR2,X,1,1,True,False,False,0.0205,log
R1024E,R1024E_2,FR2,X,0,0,True,False,False,0.0189,log
R1026D,R1026D,FR1,X,0,0,True,False,False,0.05835,log
R1026D,R1026D,FR2,X,0,0,True,False,False,0.0409,log
R1026D,R1026D,FR2,X,1,1,True,False,False,0.027049999999999998,log
R1026D,R1026D,catFR1,X,0,0,True,False,False,0.02345,log
R1026D,R1026D,catFR2,X,0,0,True,False,False,0.0468,log
R1026D,R1026D,catFR2,X,1,1,True,False,False,0.047850000000000004,log
R1026D,R1026D,catFR2,X,2,2,True,False,False,0.0315,log
R1027J,R1027J,FR1,X,0,-999,True,False,False,0.02555,log
R1027J,R1027J,FR2,X,0,0,True,False,False,0.059550000000000006,log
R1027J,R1027J,FR2,X,1,1,True,False,False,0.0237,log
R1027J,R1027J,FR2,X,2,2,True,False,False,0.01285,log
R1028M,R1028M,FR2,X,0,0,True,False,False,0.02725,log
R1028M,R1028M,FR2,X,1,1,True,False,False,0.0279,log
R1028M,R1028M,FR2,X,2,2,True,False,False,0.04,log
R1028M,R1028M,catFR1,X,0,0,True,False,False,0.02795,log
R1028M,R1028M,catFR1,X,1,1,True,False,False,0.027,log
R1028M,R1028M,catFR2,X,0,0,True,False,False,0.029249999999999998,log
R1029W,R1029W,catFR2,X,0,0,True,False,False,0.032100000000000004,log
R1029W,R1029W,catFR2,X,1,1,True,False,False,0.0242,log
R1030J,R1030J,FR1,X,0,0,True,False,False,0.02275,log
R1030J,R1030J,FR2,X,0,0,True,False,False,0.02095,log
R1030J,R1030J,FR2,X,1,1,True,False,False,0.033,log
R1030J,R1030J,FR2,X,2,2,True,False,False,0.0366,log
R1030J,R1030J,FR2,X,3,3,True,False,False,0.03995,log
R1030J,R1030J,FR2,X,4,4,True,False,False,0.0412,log
R1030J,R1030J,FR2,X,5,5,True,False,False,0.04995,log
R1030J,R1030J,FR2,X,6,6,True,False,False,0.0354,log
R1031M,R1031M,FR1,X,0,0,True,False,False,0.022350000000000002,log
R1031M,R1031M,FR2,X,0,0,True,False,False,0.03025,log
R1031M,R1031M,catFR1,X,0,0,True,False,False,0.02365,log
R1031M,R1031M,catFR2,X,0,0,True,False,False,0.02515,log
R1032D,R1032D,FR1,X,0,0,True,False,False,0.0284,log
R1032D,R1032D,catFR1,X,0,0,True,False,False,0.034,log
R1032D,R1032D,catFR1,X,1,1,True,False,False,0.038599999999999995,log
R1033D,R1033D,FR1,X,0,-999,True,False,False,0.0602,log
R1033D,R1033D,FR2,X,0,0,True,False,False,0.02975,log
R1033D,R1033D,FR2,X,1,1,True,False,False,0.03115,log
R1033D,R1033D,FR2,X,2,2,True,False,False,0.039,log
R1034D,R1034D,FR1,X,0,-999,True,False,False,0.0368,log
R1034D,R1034D,FR1,X,1,-999,True,False,False,0.08235,log
R1034D,R1034D,FR1,X,2,-999,True,False,False,0.03295,log
R1035M,R1035M,FR1,X,0,-999,True,False,False,0.0291,log
R1035M,R1035M,FR2,X,0,0,True,False,False,0.02365,log
R1035M,R1035M,catFR1,X,0,0,True,False,False,0.02615,log
R1036M,R1036M,FR1,X,0,0,True,False,False,0.0282,log
R1036M,R1036M,FR2,X,0,0,True,False,False,0.02735,log
R1036M,R1036M,catFR1,X,0,0,True,False,False,0.0299,log
R1036M,R1036M,catFR2,X,0,0,True,False,False,0.02985,log
R1036M,R1036M,catFR2,X,1,1,True,False,False,0.02805,log
R1036M,R1036M,catFR2,X,2,2,True,False,False,0.03015,log
R1039M,R1039M,catFR2,X,0,0,True,False,False,0.02765,log
R1041M,R1041M,catFR1,X,0,0,True,False,False,0.030350000000000002,log
R1041M,R1041M,catFR2,X,0,0,True,False,False,0.029449999999999997,log
R1042M,R1042M,FR1,X,0,0,True,False,False,0.02995,log
R1042M,R1042M,FR2,X,0,0,True,False,False,0.039349999999999996,log
R1042M,R1042M,catFR1,X,0,0,True,False,False,0.0264,log
R1042M,R1042M,catFR2,X,0,0,True,False,False,0.02605,log
R1044J,R1044J,FR1,X,0,0,True,False,False,0.045149999999999996,log
R1045E,R1045E,FR1,X,0,0,True,False,False,0.022,log
R1045E,R1045E,catFR1,X,0,0,True,False,False,0.02015,log
R1045E,R1045E,catFR1,X,1,1,True,False,False,0.0289,log
R1048E,R1048E,FR1,X,0,0,True,False,False,0.0264,log
R1048E,R1048E_1,FR2,X,0,0,True,False,False,0.0218,log
R1049J,R1049J,FR1,X,0,-999,True,False,False,0.027450000000000002,log
R1050M,R1050M,FR1,X,0,0,True,False,False,0.027,log
R1050M,R1050M,FR2,X,0,0,True,False,False,0.033299999999999996,log
R1050M,R1050M,catFR1,X,0,0,True,False,False,0.02375,log
R1050M,R1050M,catFR2,X,0,0,True,False,False,0.0513,log
R1051J,R1051J,FR1,X,0,0,True,False,False,0.0291,log
R1051J,R1051J,FR1,X,1,1,True,False,False,0.0363,log
R1051J,R1051J,FR1,X,2,2,True,False,False,0.032850000000000004,log
R1052E,R1052E_1,FR1,X,0,0,True,False,False,0.03905,log
R1052E,R1052E_1,FR1,X,1,1,True,False,False,0.041550000000000004,log
R1052E,R1052E_1,FR2,X,0,0,True,False,False,0.0238,log
R1053M,R1053M,FR1,X,0,0,True,False,False,0.02685,log
R1053M,R1053M,FR2,X,0,0,True,False,False,0.024800000000000003,log
R1054J,R1054J,FR1,X,0,0,True,False,False,0.0161,log
R1054J,R1054J,FR1,X,1,1,True,False,False,0.019950000000000002,log
R1056M,R1056M,FR1,X,0,-999,True,False,False,0.02445,log
R1056M,R1056M,FR2,X,0,0,True,False,False,0.0295,log
R1056M,R1056M,catFR1,X,0,0,True,False,False,0.022899999999999997,log
R1057E,R1057E,FR1,X,0,-999,True,False,False,0.054599999999999996,log
R1059J,R1059J,FR1,X,0,0,True,False,False,0.02735,log
R1059J,R1059J,FR1,X,1,1,True,False,False,0.02955,log
R1060M,R1060M,FR1,X,0,0,True,False,False,0.022949999999999998,log
R1060M,R1060M,FR1,X,1,1,True,False,False,0.0259,log
R1060M,R1060M,FR1,X,2,2,True,False,False,0.02255,log
R1060M,R1060M,FR1,X,3,3,True,False,False,0.02645,log
R1060M,R1060M,FR2,X,0,0,True,False,False,0.0277,log
R1060M,R1060M,FR2,X,1,1,True,False,False,0.0241,log
R1060M,R1060M,catFR1,X,0,0,True,False,False,0.027999999999999997,log
R1060M,R1060M,catFR2,X,0,0,True,False,False,0.029,log
R1061T,R1061T,FR1,X,0,0,True,False,False,0.0291,log
R1061T,R1061T,FR1,X,1,1,True,False,False,0.030449999999999998,log
R1061T,R1061T,FR1,X,2,2,True,False,False,0.03295,log
R1061T,R1061T,FR1,X,3,3,True,False,False,0.0288,log
R1061T,R1061T,catFR1,X,0,0,True,False,False,0.03815,log
R1062J,R1062J,FR1,X,0,0,True,False,False,0.0266,log
R1062J,R1062J,FR1,X,1,1,True,False,False,0.0255,log
R1062J,R1062J,FR1,X,2,2,True,False,False,0.0287,log
R1062J,R1062J,FR1,X,3,3,True,False,False,0.028900000000000002,log
R1063C,R1063C,FR1,X,0,-999,True,False,False,0.028,log
R1063C,R1063C_1,FR1,X,1,0,True,False,False,0.0509,log
R1065J,R1065J,FR1,X,0,0,True,False,False,0.026750000000000003,log
R1065J,R1065J,FR1,X,1,1,True,False,False,0.0406,log
R1065J,R1065J,FR1,X,2,2,True,False,False,0.02635,log
R1065J,R1065J,FR1,X,3,3,True,False,False,0.0319,log
R1065J,R1065J,FR1,X,4,4,True,False,False,0.035500000000000004,log
R1065J,R1065J,FR1,X,5,5,True,False,False,0.031149999999999997,log
R1065J,R1065J,catFR1,X,0,0,True,False,False,0.0278,log
R1065J,R1065J,catFR1,X,1,1,True,False,False,0.02275,log
R1065J,R1065J,catFR1,X,2,2,True,False,False,0.02435,log
R1065J,R1065J,catFR1,X,3,3,True,False,False,0.03505,log
R1066P,R1066P,FR1,X,0,-999,True,False,False,0.0664,log
R1066P,R1066P,FR1,X,1,-999,True,False,False,0.045649999999999996,log
R1066P,R1066P,FR1,X,2,-999,True,False,False,0.0554,log
R1066P,R1066P,FR1,X,3,-999,True,False,False,0.1023,log
R1066P,R1066P,catFR1,X,0,-999,True,False,False,0.037,log
R1066P,R1066P,catFR1,X,1,-999,True,False,False,0.08365,log
R1066P,R1066P,catFR1,X,2,-999,True,False,False,0.0698,log
R1067P,R1067P,FR1,X,0,0,True,False,False,0.06085,log
R1067P,R1067P,FR1,X,1,2,True,False,False,0.0326,log
R1067P,R1067P,FR1,X,2,3,True,False,False,0.0234,log
R1067P,R1067P,catFR1,X,0,0,True,False,False,0.0327,log
R1067P,R1067P,catFR1,X,1,1,True,False,False,0.0956,log
R1067P,R1067P,catFR2,X,0,0,True,False,False,0.0324,log
R1068J,R1068J,FR1,X,0,-999,True,False,False,0.0332,log
R1068J,R1068J,FR1,X,1,-999,True,False,False,0.0266,log
R1068J,R1068J,FR1,X,2,-999,True,False,False,0.0251,log
R1069M,R1069M,FR1,X,0,-999,True,False,False,0.0295,log
R1069M,R1069M,FR2,X,0,0,True,False,False,0.026299999999999997,log
R1069M,R1069M,catFR1,X,0,-999,True,False,False,0.028249999999999997,log
R1069M,R1069M,catFR2,X,0,0,True,False,False,0.022850000000000002,log
R1070T,R1070T,FR1,X,0,0,True,False,False,0.027299999999999998,log
R1070T,R1070T,FR1,X,1,-999,True,False,False,0.0221,log
R1070T,R1070T,FR1,X,2,2,True,False,False,0.02735,log
R1070T,R1070T,FR2,X,0,0,True,False,False,0.034,log
R1074M,R1074M,FR1,X,0,0,True,False,False,0.027049999999999998,log
R1074M,R1074M,FR2,X,0,0,True,False,False,0.02605,log
R1074M,R1074M,catFR1,X,0,0,True,False,False,0.0234,log
R1074M,R1074M,catFR2,X,0,0,True,False,False,0.0246,log
R1075J,R1075J,FR1,X,0,-999,True,False,False,0.0251,log
R1075J,R1075J,FR1,X,1,-999,True,False,False,0.0324,log
R1075J,R1075J,catFR1,X,0,-999,True,False,False,0.0289,log
R1077T,R1077T,FR1,X,0,0,True,False,False,0.045399999999999996,log
R1077T,R1077T,FR1,X,1,1,True,False,False,0.0274,log
R1077T,R1077T,FR1,X,2,2,True,False,False,0.026799999999999997,log
R1077T,R1077T,FR1,X,3,3,True,False,False,0.03565,log
R1077T,R1077T,FR2,X,0,0,True,False,False,0.02895,log
R1080E,R1080E,FR1,X,0,0,True,False,False,0.0259,log
R1080E,R1080E,FR1,X,1,1,True,False,False,0.0511,log
R1081J,R1081J,FR1,X,0,0,True,False,False,0.0325,log
R1081J,R1081J,FR1,X,1,1,True,False,False,0.03005,log
R1083J,R1083J,FR1,X,0,0,True,False,False,0.0288,log
R1083J,R1083J,FR1,X,1,1,True,False,False,0.0335,log
R1083J,R1083J,FR1,X,2,2,True,False,False,0.0249,log
R1083J,R1083J,FR1,X,4,4,True,False,False,0.028650000000000002,log
R1083J,R1083J,catFR1,X,0,0,True,False,False,0.0562,log
R1084T,R1084T,FR1,X,0,-999,True,False,False,0.0319,log
R1085C,R1085C,FR2,X,0,0,True,False,False,0.028450000000000003,log
R1086M,R1086M,FR1,X,0,0,True,False,False,0.0265,log
R1086M,R1086M,catFR1,X,0,0,True,False,False,0.0347,log
R1089P,R1089P,FR1,X,0,0,True,False,False,0.0897,log
R1089P,R1089P,catFR1,X,0,0,True,False,False,0.10495,log
R1092J,R1092J,catFR1,X,0,0,True,False,False,0.02695,log
R1092J,R1092J_1,catFR2,X,0,0,True,False,False,0.0413,log
R1092J,R1092J_2,FR1,X,0,0,True,False,False,0.0308,log
R1092J,R1092J_2,FR1,X,1,1,True,False,False,0.02665,log
R1092J,R1092J_2,FR1,X,2,2,True,False,False,0.024050000000000002,log
R1092J,R1092J_3,FR1,X,3,0,True,False,False,0.0313,log
R1093J,R1093J,catFR1,X,0,0,True,False,False,0.02475,log
R1093J,R1093J_1,FR1,X,0,0,True,False,False,0.0239,log
R1093J,R1093J_1,FR1,X,1,1,True,False,False,0.041800000000000004,log
R1093J,R1093J_1,FR1,X,2,9,True,False,False,0.0302,log
R1094T,R1094T,FR1,X,0,-999,True,False,False,0.028900000000000002,log
R1094T,R1094T,FR1,X,1,1,True,False,False,0.07075000000000001,log
R1094T,R1094T,FR1,X,2,2,True,False,False,0.04085,log
R1094T,R1094T,catFR1,X,0,0,True,False,False,0.05055,log
R1096E,R1096E,FR1,X,0,0,True,False,False,0.0281,log
R1096E,R1096E,FR1,X,1,1,True,False,False,0.067,log
R1098D,R1098D,FR1,X,0,0,True,False,False,0.0264,log
R1098D,R1098D,FR1,X,1,2,True,False,False,0.029199999999999997,log
R1098D,R1098D,FR1,X,2,3,True,False,False,0.02535,log
R1100D,R1100D,FR1,X,0,1,True,False,False,0.04265,log
R1100D,R1100D,FR1,X,1,-999,True,False,False,0.04265,log
R1100D,R1100D,FR1,X,2,-999,True,False,False,0.0354,log
R1101T,R1101T,FR1,X,0,0,True,False,False,0.0271,log
R1101T,R1101T,FR2,X,0,0,True,False,False,0.0285,log
R1102P,R1102P,FR1,X,0,-999,True,False,False,0.0833,log
R1102P,R1102P,catFR1,X,0,-999,True,False,False,0.0739,log
R1102P,R1102P,catFR1,X,1,-999,True,False,False,0.0597,log
R1104D,R1104D,FR1,X,0,-999,True,False,False,0.030600000000000002,log
R1105E,R1105E,FR1,X,0,-999,True,False,False,0.0479,log
R1105E,R1105E,catFR1,X,0,-999,True,False,False,0.0314,log
R1106M,R1106M,FR1,X,0,0,True,False,False,0.0276,log
R1106M,R1106M,FR1,X,1,1,True,False,False,0.02855,log
R1106M,R1106M,catFR1,X,0,0,True,False,False,0.0263,log
R1107J,R1107J,catFR1,X,0,0,True,False,False,0.027200000000000002,log
R1107J,R1107J,catFR1,X,1,1,True,False,False,0.030900000000000004,log
R1108J,R1108J,catFR1,X,0,0,True,False,False,0.0234,log
R1108J,R1108J,catFR1,X,1,1,True,False,False,0.06645000000000001,log
R1108J,R1108J,catFR1,X,2,2,True,False,False,0.0283,log
R1108J,R1108J,catFR1,X,3,3,True,False,False,0.06,log
R1108J,R1108J_1,FR1,X,0,0,True,False,False,0.02365,log
R1108J,R1108J_1,FR1,X,1,1,True,False,False,0.0263,log
R1108J,R1108J_1,FR1,X,2,2,True,False,False,0.02315,log
R1108J,R1108J_1,FR1,X,3,3,True,False,False,0.04035,log
R1111M,R1111M,FR1,X,0,0,True,False,False,0.0246,log
R1111M,R1111M,FR1,X,1,1,True,False,False,0.030850000000000002,log
R1111M,R1111M,FR1,X,2,2,True,False,False,0.0296,log
R1111M,R1111M,FR1,X,3,3,True,False,False,0.029,log
R1111M,R1111M,FR2,X,0,0,True,False,False,0.025599999999999998,log
R1111M,R1111M,FR2,X,1,1,True,False,False,0.02435,log
R1111M,R1111M,FR2,X,2,2,True,False,False,0.0277,log
R1111M,R1111M,FR2,X,3,3,True,False,False,0.026,log
R1111M,R1111M,FR2,X,4,4,True,False,False,0.02765,log
R1111M,R1111M,FR2,X,5,5,True,False,False,0.0315,log
R1111M,R1111M,catFR1,X,0,0,True,False,False,0.0259,log
R1111M,R1111M,catFR1,X,1,1,True,False,False,0.02715,log
R1112M,R1112M,FR1,X,0,-999,True,False,False,0.02765,log
R1112M,R1112M,FR1,X,1,-999,True,False,False,0.0311,log
R1112M,R1112M,FR1,X,2,-999,True,False,False,0.02955,log
R1112M,R1112M,FR2,X,0,0,True,False,False,0.0316,log
R1112M,R1112M,catFR1,X,0,-999,True,False,False,0.0278,log
R1113T,R1113T,FR1,X,0,0,True,False,False,0.04415,log
R1113T,R1113T,FR1,X,1,1,True,False,False,0.03265,log
R1113T,R1113T,FR1,X,2,2,True,False,False,0.0232,log
R1114C,R1114C,FR1,X,0,0,True,False,False,0.03805,log
R1114C,R1114C,catFR1,X,0,0,True,False,False,0.029900000000000003,log
R1115T,R1115T,FR1,X,0,1,True,False,False,0.0258,log
R1115T,R1115T,FR2,X,0,0,True,False,False,0.027749999999999997,log
R1118N,R1118N_1,FR1,X,0,0,True,False,False,0.04965,log
R1118N,R1118N_1,FR1,X,1,1,True,False,False,0.024800000000000003,log
R1120E,R1120E,FR1,X,0,0,True,False,False,0.0283,log
R1120E,R1120E,FR1,X,1,1,True,False,False,0.0498,log
R1121M,R1121M,FR1,X,0,-999,True,False,False,0.0249,log
R1121M,R1121M,FR1,X,1,-999,True,False,False,0.0249,log
R1121M,R1121M,FR1,X,2,-999,True,False,False,0.026,log
R1121M,R1121M,FR1,X,3,3,True,False,False,0.026,log
R1121M,R1121M,FR1,X,4,4,True,False,False,0.026,log
R1121M,R1121M,FR1,X,5,5,True,False,False,0.026,log
R1121M,R1121M,FR1,X,6,6,True,False,False,0.026549999999999997,log
R1121M,R1121M,FR1,X,7,7,True,False,False,0.026549999999999997,log
R1122E,R1122E,FR1,X,0,0,True,False,False,0.04695,log
R1122E,R1122E,FR1,X,1,1,True,False,False,0.04425,log
R1122E,R1122E,FR1,X,2,2,True,False,False,0.0317,log
R1123C,R1123C,FR1,X,0,0,True,False,False,0.05835,log
R1123C,R1123C,FR1,X,1,1,True,False,False,0.03455,log
R1123C,R1123C,FR1,X,2,2,True,False,False,0.0251,log
R1124J,R1124J_1,FR1,X,0,0,True,False,False,0.02635,log
R1124J,R1124J_1,FR1,X,1,1,True,False,False,0.0267,log
R1124J,R1124J_1,FR1,X,2,2,True,False,False,0.0448,log
R1125T,R1125T,FR1,X,0,0,True,False,False,0.0315,log
R1125T,R1125T,FR1,X,1,1,True,False,False,0.022350000000000002,log
R1125T,R1125T,FR1,X,2,2,True,False,False,0.025,log
R1127P,R1127P_1,FR1,X,1,0,True,False,False,0.0909,log
R1128E,R1128E,FR1,X,0,-999,True,False,False,0.0545,log
R1129D,R1129D,FR1,X,0,0,True,False,False,0.06595,log
R1129D,R1129D,FR1,X,1,2,True,False,False,0.0506,log
R1130M,R1130M,FR1,X,0,-999,True,False,False,0.0311,log
R1130M,R1130M,FR1,X,1,-999,True,False,False,0.02605,log
R1130M,R1130M,catFR1,X,0,-999,True,False,False,0.0252,log
R1131M,R1131M,FR1,X,0,0,True,False,False,0.03065,log
R1131M,R1131M,catFR1,X,0,0,True,False,False,0.0302,log
R1134T,R1134T,FR1,X,0,0,True,False,False,0.02355,log
R1134T,R1134T,FR1,X,1,1,True,False,False,0.032,log
R1134T,R1134T,FR1,X,2,2,True,False,False,0.02765,log
R1135E,R1135E,FR1,X,0,-999,True,False,False,0.0221,log
R1135E,R1135E,FR1,X,1,-999,True,False,False,0.023,log
R1135E,R1135E,FR1,X,2,-999,True,False,False,0.02425,log
R1135E,R1135E,FR1,X,3,-999,True,False,False,0.07155,log
R1135E,R1135E,catFR1,X,0,-999,True,False,False,0.035949999999999996,log
R1135E,R1135E,catFR1,X,1,-999,True,False,False,0.03105,log
R1136N,R1136N,FR1,X,0,0,True,False,False,0.03135,log
R1136N,R1136N,FR1,X,1,1,True,False,False,0.039150000000000004,log
R1137E,R1137E,FR1,X,0,0,True,False,False,0.0252,log
R1137E,R1137E,FR1,X,1,1,True,False,False,0.01985,log
R1137E,R1137E,FR1,X,2,2,True,False,False,0.0337,log
R1138T,R1138T,FR1,X,0,-999,True,False,False,0.0315,log
R1138T,R1138T_1,catFR1,X,0,0,True,False,False,0.02585,log
R1138T,R1138T_1,catFR1,X,1,1,True,False,False,0.0265,log
R1141T,R1141T,catFR1,X,0,0,True,False,False,0.028650000000000002,log
R1141T,R1141T,catFR1,X,1,1,True,False,False,0.02495,log
R1141T,R1141T,catFR1,X,2,2,True,False,False,0.02545,log
R1142N,R1142N,FR1,X,0,-999,True,False,False,0.03095,log
R1144E,R1144E,catFR1,X,0,0,True,False,False,0.0683,log
R1144E,R1144E,catFR1,X,1,1,True,False,False,0.03635,log
R1144E,R1144E,catFR1,X,2,2,True,False,False,0.049850000000000005,log
R1149N,R1149N,FR1,X,0,0,True,False,False,0.0319,log
R1150J,R1150J,FR2,X,0,0,True,False,False,0.0478,log
R1153T,R1153T,FR1,X,0,2,True,False,False,0.02465,log
R1153T,R1153T,FR1,X,1,3,True,False,False,0.022,log
R1153T,R1153T,FR1,X,2,4,True,False,False,0.026549999999999997,log
R1155D,R1155D,FR1,X,0,-999,True,False,False,0.03175,log
R1157C,R1157C,catFR1,X,0,0,True,False,False,0.03495,log
R1157C,R1157C,catFR1,X,1,1,True,False,False,0.0309,log
R1157C,R1157C,catFR1,X,2,2,True,False,False,0.04025,log
R1157C,R1157C,catFR2,X,0,0,True,False,False,0.02275,log
R1162N,R1162N,FR1,X,0,-999,True,False,False,0.02395,log
R1175N,R1175N,FR1,X,0,-999,True,False,False,0.038849999999999996,log
R1176M,R1176M,FR1,X,0,0,True,False,False,0.02835,log
R1176M,R1176M,FR2,X,0,0,True,False,False,0.02725,log
R1176M,R1176M,FR2,X,1,1,True,False,False,0.024800000000000003,log
R1176M,R1176M,FR2,X,2,2,True,False,False,0.0282,log
R1176M,R1176M,FR2,X,3,3,True,False,False,0.026799999999999997,log
R1176M,R1176M,catFR1,X,0,0,True,False,False,0.0264,log
R1177M,R1177M,FR1,X,0,0,True,False,False,0.0303,log
R1177M,R1177M,FR1,X,1,1,True,False,False,0.027700000000000002,log
R1177M,R1177M,FR2,X,0,0,True,False,False,0.0295,log
R1177M,R1177M,FR2,X,1,1,True,False,False,0.0283,log
R1177M,R1177M,FR2,X,2,2,True,False,False,0.03275,log
R1177M,R1177M,FR2,X,3,3,True,False,False,0.0388,log
R1177M,R1177M,FR2,X,4,4,True,False,False,0.0233,log
R1177M,R1177M,FR2,X,5,5,True,False,False,0.0282,log
R1177M,R1177M,FR2,X,6,6,True,False,False,0.02225,log
R1180C,R1180C,catFR1,X,0,0,True,False,False,0.029,log
R1180C,R1180C,catFR1,X,1,1,True,False,False,0.023600000000000003,log
R1180C,R1180C,catFR1,X,2,2,True,False,False,0.0289,log
R1180C,R1180C,catFR2,X,0,0,True,False,False,0.025099999999999997,log
R1184M,R1184M,FR2,X,0,0,True,False,False,0.028650000000000002,log
R1184M,R1184M,FR2,X,1,1,True,False,False,0.0278,log
R1184M,R1184M,FR2,X,2,2,True,False,False,0.029900000000000003,log
R1184M,R1184M,FR2,X,3,3,True,False,False,0.0278,log
R1185N,R1185N_1,FR1,X,0,0,True,False,False,0.0302,log
R1188C,R1188C,catFR1,X,0,0,True,False,False,0.02525,log
R1192C,R1192C,catFR1,X,0,0,True,False,False,0.033350000000000005,log
R1192C,R1192C,catFR1,X,1,1,True,False,False,0.04955,log
R1192C,R1192C,catFR1,X,2,2,True,False,False,0.026250000000000002,log
R1192C,R1192C,catFR2,X,0,0,True,False,False,0.03395,log
R1192C,R1192C,catFR2,X,1,1,True,False,False,0.025849999999999998,log
R1198M,R1198M,FR1,X,0,-999,True,False,False,0.029249999999999998,log
R1204T,R1204T_1,RepFR1,X,0,-999,False,False,True,0.05955,jsonl
R1204T,R1204T_1,RepFR1,X,1,1,False,False,True,0.0621,jsonl
R1204T,R1204T_1,RepFR1,X,2,-999,False,False,True,0.0628,jsonl
R1212P,R1212P,FR1,X,2,-999,True,False,False,0.027049999999999998,log
R1212P,R1212P,FR1,X,10,-999,True,False,False,0.042300000000000004,log
R1212P,R1212P,catFR1,X,0,-999,True,False,False,0.02845,log
R1221P,R1221P,FR1,X,1,-999,True,False,False,0.03055,log
R1254E,R1254E,catFR1,X,0,-999,True,False,False,0.030449999999999998,log
R1275D,R1275D,FR1,X,0,-999,True,False,False,0.0,log
R1275D,R1275D,FR1,X,1,-999,True,False,False,0.0,log
R1275D,R1275D,FR1,X,2,-999,True,False,False,0.0,log
R1275D,R1275D,FR1,X,3,2,True,False,False,0.0,log
R1275D,R1275D,FR5,X,1,-999,True,False,False,0.0,log
R1275D,R1275D,FR5,X,2,-999,True,False,False,0.0,log
R1275D,R1275D,catFR1,X,0,-999,True,False,False,0.0,log
R1281E,R1281E,FR1,X,1,-999,True,False,False,0.0,log
R1281E,R1281E,FR1,X,2,-999,True,False,False,0.0,log
R1281E,R1281E,FR1,X,3,-999,True,False,False,0.0,log
R1290M,R1290M,FR1,X,0,-999,True,False,False,0.0,log
R1290M,R1290M,FR1,X,1,-999,True,False,False,0.0,log
R1290M,R1290M,catFR1,X,0,-999,True,False,False,0.0,log
R1291M,R1291M,FR1,X,0,-999,True,False,False,0.025849999999999998,log
R1291M,R1291M,catFR1,X,0,-999,True,False,False,0.0238,log
R1291M,R1291M,catFR1,X,1,-999,True,False,False,0.03135,log
R1292E,R1292E,FR1,X,0,-999,True,False,False,0.0,log
R1292E,R1292E,FR1,X,1,-999,True,False,False,0.0,log
R1292E,R1292E,FR1,X,2,-999,True,False,False,0.0,log
R1292E,R1292E,FR1,X,3,-999,True,False,False,0.0,log
R1292E,R1292E,FR5,X,0,-999,True,False,False,0.0,log
R1293P,R1293P,FR1,X,3,-999,True,False,False,0.0,log
R1293P,R1293P,FR1,X,4,-999,True,False,False,0.0,log
R1293P,R1293P,FR3,X,1,-999,True,False,False,0.0,log
R1293P,R1293P,PS4_FR,PS4_FR5,1,1,True,False,False,0.0,log
