subject,subject_alias,experiment,original_experiment,session,original_session,session_log,session_json,session_jsonl,median_beep_time,log_type
R1720S,R1720S,ICatFR1,X,6,-999,False,True,False,0.0,json
R1720S,R1720S,ICatFR1,X,8,-999,False,True,False,0.0,json
R1720S,R1720S,ICatFR1,X,10,-999,False,True,False,0.0,json
R1720S,R1720S,IFR1,X,0,-999,False,True,False,0.0,json
R1720S,R1720S,IFR1,X,2,-999,False,True,False,0.0,json
R1721J,R1721J,ICatFR1,X,0,-999,False,True,False,0.0,json
R1721J,R1721J,ICatFR1,X,1,-999,False,True,False,0.0,json
R1721J,R1721J,ICatFR1,X,2,-999,False,True,False,0.0,json
R1721J,R1721J,IFR1,X,0,-999,False,True,False,0.0,json
R1721J,R1721J,IFR1,X,1,-999,False,True,False,0.0,json
R1721J,R1721J,RepFR2,X,0,-999,False,False,True,0.1013,jsonl
R1721J,R1721J,RepFR2,X,1,-999,False,False,True,0.0986,jsonl
R1721J,R1721J,RepFR2,X,2,-999,False,False,True,0.09495,jsonl
R1721J,R1721J,RepFR2,X,3,-999,False,False,True,0.11255,jsonl
R1724J,R1724J,EFRCourierOpenLoop,X,0,-999,False,False,True,0.0,jsonl
R1724J,R1724J,ICatFR1,X,0,-999,False,True,False,0.0,json
R1724J,R1724J,ICatFR1,X,1,-999,False,True,False,0.0,json
R1724J,R1724J,IFR1,X,0,-999,False,True,False,0.0,json
R1724J,R1724J,IFR1,X,1,-999,False,True,False,0.0,json
R1724J,R1724J,RepFR2,X,0,-999,False,False,True,0.1096,jsonl
R1724J,R1724J,RepFR2,X,1,-999,False,False,True,0.0877,jsonl
R1725J,R1725J,ICatFR1,X,0,-999,False,True,False,0.0,json
R1725J,R1725J,ICatFR1,X,1,-999,False,True,False,0.0,json
R1725J,R1725J,IFR1,X,0,-999,False,True,False,0.0,json
R1726A,R1726A,ICatFR1,X,0,-999,False,True,False,0.0,json
R1726A,R1726A,ICatFR1,X,1,-999,False,True,False,0.0,json
R1726A,R1726A,ICatFR1,X,2,-999,False,True,False,0.0,json
R1726A,R1726A,IFR6,X,2,-999,False,True,False,0.0,json
R1726A,R1726A,catFR6,X,0,-999,False,True,False,0.0,json
