subject,subject_alias,experiment,original_experiment,session,original_session,trial,beep_time,vr_s1,session_log,session_json,session_jsonl
R1001P,R1001P,FR1,X,0,0,0,0.0233,False,True,False,False
R1001P,R1001P,FR1,X,0,0,1,0.0245,False,True,False,False
R1001P,R1001P,FR1,X,0,0,2,0.0233,False,True,False,False
R1001P,R1001P,FR1,X,0,0,3,0.0227,False,True,False,False
R1001P,R1001P,FR1,X,0,0,4,0.0235,False,True,False,False
R1001P,R1001P,FR1,X,0,0,5,0.0227,False,True,False,False
R1001P,R1001P,FR1,X,1,1,0,0.0687,False,True,False,False
R1001P,R1001P,FR1,X,1,1,1,0.0656,False,True,False,False
R1001P,R1001P,FR1,X,1,1,2,0.0712,False,True,False,False
R1001P,R1001P,FR1,X,1,1,3,0.0724,False,True,False,False
R1001P,R1001P,FR1,X,1,1,4,0.07,False,True,False,False
R1001P,R1001P,FR1,X,1,1,5,0.0725,False,True,False,False
R1001P,R1001P,FR2,X,0,0,1,0.0748,False,True,False,False
R1001P,R1001P,FR2,X,0,0,2,0.0514,False,True,False,False
R1001P,R1001P,FR2,X,0,0,3,0.0345,False,True,False,False
R1001P,R1001P,FR2,X,0,0,4,0.0221,False,True,False,False
R1001P,R1001P,FR2,X,0,0,5,0.0246,False,True,False,False
R1001P,R1001P,FR2,X,1,1,0,0.0402,False,True,False,False
R1001P,R1001P,FR2,X,1,1,1,0.0278,False,True,False,False
R1001P,R1001P,FR2,X,1,1,2,0.0726,True,True,False,False
R1001P,R1001P,FR2,X,1,1,3,0.0658,False,True,False,False
R1001P,R1001P,FR2,X,1,1,4,0.0417,False,True,False,False
R1001P,R1001P,FR2,X,1,1,5,0.099,False,True,False,False
R1002P,R1002P,FR1,X,0,0,0,0.0319,True,True,False,False
R1002P,R1002P,FR1,X,0,0,1,0.0312,True,True,False,False
R1002P,R1002P,FR1,X,0,0,2,0.0293,False,True,False,False
R1002P,R1002P,FR1,X,0,0,3,0.0536,True,True,False,False
R1002P,R1002P,FR1,X,0,0,4,0.0287,True,True,False,False
R1002P,R1002P,FR1,X,0,0,5,0.0674,False,True,False,False
R1002P,R1002P,FR1,X,1,1,0,0.0384,False,True,False,False
R1002P,R1002P,FR1,X,1,1,1,0.0427,False,True,False,False
R1002P,R1002P,FR1,X,1,1,2,0.044,False,True,False,False
R1002P,R1002P,FR1,X,1,1,3,0.0455,False,True,False,False
R1002P,R1002P,FR1,X,1,1,4,0.044,False,True,False,False
R1002P,R1002P,FR1,X,1,1,5,0.0434,False,True,False,False
R1002P,R1002P,FR2,X,0,0,0,0.0233,False,True,False,False
R1002P,R1002P,FR2,X,0,0,1,0.054,False,True,False,False
R1002P,R1002P,FR2,X,0,0,2,0.0688,False,True,False,False
R1002P,R1002P,FR2,X,0,0,3,0.0507,False,True,False,False
R1002P,R1002P,FR2,X,0,0,4,0.0612,False,True,False,False
R1002P,R1002P,FR2,X,0,0,5,0.0793,False,True,False,False
R1002P,R1002P,FR2,X,1,1,0,0.0227,False,True,False,False
R1002P,R1002P,FR2,X,1,1,1,0.0274,False,True,False,False
R1002P,R1002P,FR2,X,1,1,2,0.0891,False,True,False,False
R1002P,R1002P,FR2,X,1,1,3,0.061,False,True,False,False
R1002P,R1002P,FR2,X,1,1,4,0.1154,False,True,False,False
R1002P,R1002P,FR2,X,1,1,5,0.111,False,True,False,False
R1002P,R1002P,FR2,X,2,2,0,0.0781,False,True,False,False
R1002P,R1002P,FR2,X,2,2,1,0.0743,False,True,False,False
R1002P,R1002P,FR2,X,2,2,2,0.0781,False,True,False,False
R1002P,R1002P,FR2,X,2,2,3,0.0728,False,True,False,False
R1002P,R1002P,FR2,X,2,2,4,0.0699,False,True,False,False
R1002P,R1002P,FR2,X,2,2,5,0.0823,False,True,False,False
R1003P,R1003P,FR1,X,0,-999,0,0.0654,True,True,False,False
R1003P,R1003P,FR1,X,0,-999,1,0.0648,False,True,False,False
R1003P,R1003P,FR1,X,0,-999,2,0.0629,True,True,False,False
R1003P,R1003P,FR1,X,0,-999,3,0.079,False,True,False,False
R1003P,R1003P,FR1,X,0,-999,4,0.0485,False,True,False,False
R1003P,R1003P,FR1,X,0,-999,5,0.0548,False,True,False,False
R1003P,R1003P,FR1,X,1,-999,0,0.037,True,True,False,False
R1003P,R1003P,FR1,X,1,-999,1,0.0587,False,True,False,False
R1003P,R1003P,FR1,X,1,-999,2,0.0382,True,True,False,False
R1003P,R1003P,FR1,X,1,-999,3,0.0388,False,True,False,False
R1003P,R1003P,FR1,X,1,-999,4,0.0513,True,True,False,False
R1003P,R1003P,FR1,X,1,-999,5,0.0488,True,True,False,False
R1003P,R1003P,FR2,X,0,0,0,0.0657,True,True,False,False
R1003P,R1003P,FR2,X,0,0,1,0.0663,True,True,False,False
R1003P,R1003P,FR2,X,0,0,2,0.0563,True,True,False,False
R1003P,R1003P,FR2,X,0,0,3,0.0488,False,True,False,False
R1003P,R1003P,FR2,X,0,0,4,0.0532,True,True,False,False
R1003P,R1003P,FR2,X,0,0,5,0.0545,True,True,False,False
R1004D,R1004D,catFR1,X,0,0,0,0.0308,False,True,False,False
R1004D,R1004D,catFR1,X,0,0,1,0.0301,False,True,False,False
R1004D,R1004D,catFR1,X,0,0,2,0.0265,False,True,False,False
R1004D,R1004D,catFR1,X,0,0,3,0.0284,False,True,False,False
R1004D,R1004D,catFR1,X,0,0,4,0.0239,False,True,False,False
R1004D,R1004D,catFR1,X,0,0,5,0.0259,False,True,False,False
R1006P,R1006P,FR1,X,0,0,0,0.0328,False,True,False,False
R1006P,R1006P,FR1,X,0,0,1,0.0341,False,True,False,False
R1006P,R1006P,FR1,X,0,0,2,0.0309,False,True,False,False
R1006P,R1006P,FR1,X,0,0,3,0.0351,False,True,False,False
R1006P,R1006P,FR1,X,0,0,4,0.0284,False,True,False,False
R1006P,R1006P,FR1,X,0,0,5,0.0321,False,True,False,False
R1006P,R1006P,FR1,X,1,1,0,0.0674,False,True,False,False
R1006P,R1006P,FR1,X,1,1,1,0.0649,False,True,False,False
R1006P,R1006P,FR1,X,1,1,2,0.0273,False,True,False,False
R1006P,R1006P,FR1,X,1,1,3,0.0587,False,True,False,False
R1006P,R1006P,FR1,X,1,1,4,0.0383,False,True,False,False
R1006P,R1006P,FR1,X,1,1,5,0.0561,False,True,False,False
R1006P,R1006P_1,FR2,X,0,0,0,0.0659,False,True,False,False
R1006P,R1006P_1,FR2,X,0,0,1,0.0758,False,True,False,False
R1006P,R1006P_1,FR2,X,0,0,2,0.1109,False,True,False,False
R1006P,R1006P_1,FR2,X,0,0,3,0.1084,False,True,False,False
R1006P,R1006P_1,FR2,X,0,0,4,0.0997,False,True,False,False
R1006P,R1006P_1,FR2,X,0,0,5,0.119,False,True,False,False
R1006P,R1006P_1,FR2,X,1,1,0,0.0285,False,True,False,False
R1006P,R1006P_1,FR2,X,1,1,1,0.0266,False,True,False,False
R1006P,R1006P_1,FR2,X,1,1,2,0.0254,False,True,False,False
R1006P,R1006P_1,FR2,X,1,1,3,0.0273,False,True,False,False
R1006P,R1006P_1,FR2,X,1,1,4,0.0298,False,True,False,False
R1006P,R1006P_1,FR2,X,1,1,5,0.0402,False,True,False,False
R1010J,R1010J,FR1,X,0,0,0,0.0389,False,True,False,False
R1010J,R1010J,FR1,X,0,0,1,0.0422,False,True,False,False
R1010J,R1010J,FR1,X,0,0,2,0.0396,False,True,False,False
R1010J,R1010J,FR1,X,0,0,3,0.0177,False,True,False,False
R1010J,R1010J,FR1,X,0,0,4,0.0359,False,True,False,False
R1010J,R1010J,FR1,X,0,0,5,0.0452,False,True,False,False
R1010J,R1010J,FR1,X,1,1,0,0.0439,False,True,False,False
R1010J,R1010J,FR1,X,1,1,1,0.0329,False,True,False,False
R1010J,R1010J,FR1,X,1,1,2,0.0615,False,True,False,False
R1010J,R1010J,FR1,X,1,1,3,0.0338,False,True,False,False
R1010J,R1010J,FR1,X,1,1,4,0.0347,False,True,False,False
R1010J,R1010J,FR1,X,1,1,5,0.0334,False,True,False,False
R1013E,R1013E_1,catFR1,X,0,0,0,0.0197,False,True,False,False
R1013E,R1013E_1,catFR1,X,0,0,1,0.0276,False,True,False,False
R1013E,R1013E_1,catFR1,X,0,0,2,0.0263,False,True,False,False
R1013E,R1013E_1,catFR1,X,0,0,3,0.031,False,True,False,False
R1013E,R1013E_1,catFR1,X,0,0,4,0.0741,False,True,False,False
R1013E,R1013E_1,catFR1,X,0,0,5,0.0256,False,True,False,False
R1015J,R1015J,catFR1,X,0,0,0,0.0515,False,True,False,False
R1015J,R1015J,catFR1,X,0,0,1,0.0622,False,True,False,False
R1015J,R1015J,catFR1,X,0,0,2,0.0621,False,True,False,False
R1015J,R1015J,catFR1,X,0,0,3,0.0627,True,True,False,False
R1015J,R1015J,catFR1,X,0,0,4,0.049,True,True,False,False
R1015J,R1015J,catFR1,X,0,0,5,0.0658,False,True,False,False
R1016M,R1016M,FR2,X,0,0,0,0.0289,False,True,False,False
R1016M,R1016M,FR2,X,0,0,1,0.0295,False,True,False,False
R1016M,R1016M,FR2,X,0,0,2,0.0426,False,True,False,False
R1016M,R1016M,FR2,X,0,0,3,0.0314,False,True,False,False
R1016M,R1016M,FR2,X,0,0,4,0.0295,False,True,False,False
R1016M,R1016M,FR2,X,0,0,5,0.0289,False,True,False,False
R1016M,R1016M,catFR1,X,0,0,0,0.0314,True,True,False,False
R1016M,R1016M,catFR1,X,0,0,1,0.0259,False,True,False,False
R1016M,R1016M,catFR1,X,0,0,2,0.0277,False,True,False,False
R1016M,R1016M,catFR1,X,0,0,3,0.0297,False,True,False,False
R1016M,R1016M,catFR1,X,0,0,4,0.0264,False,True,False,False
R1016M,R1016M,catFR1,X,0,0,5,0.0247,False,True,False,False
R1016M,R1016M,catFR1,X,1,1,0,0.0265,False,True,False,False
R1016M,R1016M,catFR1,X,1,1,1,0.0259,False,True,False,False
R1016M,R1016M,catFR1,X,1,1,2,0.0283,False,True,False,False
R1016M,R1016M,catFR1,X,1,1,3,0.0283,False,True,False,False
R1016M,R1016M,catFR1,X,1,1,4,0.0394,False,True,False,False
R1016M,R1016M,catFR1,X,1,1,5,0.0283,False,True,False,False
R1016M,R1016M,catFR2,X,0,0,0,0.0332,False,True,False,False
R1016M,R1016M,catFR2,X,0,0,1,0.0301,False,True,False,False
R1016M,R1016M,catFR2,X,0,0,2,0.0302,False,True,False,False
R1016M,R1016M,catFR2,X,0,0,3,0.029,False,True,False,False
R1016M,R1016M,catFR2,X,0,0,4,0.0296,False,True,False,False
R1016M,R1016M,catFR2,X,0,0,5,0.0295,False,True,False,False
R1018P,R1018P,FR1,X,0,0,0,0.0308,False,True,False,False
R1018P,R1018P,FR1,X,0,0,1,0.0334,False,True,False,False
R1018P,R1018P,FR1,X,0,0,2,0.0309,False,True,False,False
R1018P,R1018P,FR1,X,0,0,3,0.0322,False,True,False,False
R1018P,R1018P,FR1,X,0,0,4,0.0309,False,True,False,False
R1018P,R1018P,FR1,X,0,0,5,0.0347,False,True,False,False
R1018P,R1018P,FR2,X,0,0,0,0.0775,False,True,False,False
R1018P,R1018P,FR2,X,0,0,1,0.0787,False,True,False,False
R1018P,R1018P,FR2,X,0,0,2,0.0812,False,True,False,False
R1018P,R1018P,FR2,X,0,0,3,0.0806,True,True,False,False
R1018P,R1018P,FR2,X,0,0,4,0.0831,False,True,False,False
R1018P,R1018P,FR2,X,0,0,5,0.0937,False,True,False,False
R1018P,R1018P_1,FR2,X,1,0,0,0.0308,False,True,False,False
R1018P,R1018P_1,FR2,X,1,0,1,0.0284,False,True,False,False
R1018P,R1018P_1,FR2,X,1,0,2,0.032,False,True,False,False
R1018P,R1018P_1,FR2,X,1,0,3,0.0344,False,True,False,False
R1018P,R1018P_1,FR2,X,1,0,4,0.0382,False,True,False,False
R1018P,R1018P_1,FR2,X,1,0,5,0.0376,False,True,False,False
R1020J,R1020J,FR1,X,0,0,0,0.0,True,True,False,False
R1020J,R1020J,FR1,X,0,0,1,0.0366,False,True,False,False
R1020J,R1020J,FR1,X,0,0,2,0.0182,False,True,False,False
R1020J,R1020J,FR1,X,0,0,3,0.0336,False,True,False,False
R1020J,R1020J,FR1,X,0,0,4,0.0195,False,True,False,False
R1020J,R1020J,FR1,X,0,0,5,0.0321,False,True,False,False
R1021D,R1021D,catFR1,X,0,0,0,0.0576,False,True,False,False
R1021D,R1021D,catFR1,X,0,0,1,0.054,False,True,False,False
R1021D,R1021D,catFR1,X,0,0,2,0.0626,False,True,False,False
R1021D,R1021D,catFR1,X,0,0,3,0.0694,False,True,False,False
R1021D,R1021D,catFR1,X,0,0,4,0.0614,False,True,False,False
R1021D,R1021D,catFR1,X,0,0,5,0.0855,True,True,False,False
R1022J,R1022J,FR1,X,0,0,0,0.0469,False,True,False,False
R1022J,R1022J,FR1,X,0,0,1,0.0251,False,True,False,False
R1022J,R1022J,FR1,X,0,0,2,0.0257,False,True,False,False
R1022J,R1022J,FR1,X,0,0,3,0.0245,False,True,False,False
R1022J,R1022J,FR1,X,0,0,4,0.0233,False,True,False,False
R1022J,R1022J,FR1,X,0,0,5,0.0307,False,True,False,False
R1022J,R1022J,FR2,X,0,0,0,0.0,False,True,False,False
R1022J,R1022J,FR2,X,0,0,1,0.0328,False,True,False,False
R1022J,R1022J,FR2,X,0,0,2,0.0335,False,True,False,False
R1022J,R1022J,FR2,X,0,0,3,0.0298,False,True,False,False
R1022J,R1022J,FR2,X,0,0,4,0.0274,False,True,False,False
R1022J,R1022J,FR2,X,0,0,5,0.0279,False,True,False,False
R1022J,R1022J,FR2,X,1,1,0,0.0,False,True,False,False
R1022J,R1022J,FR2,X,1,1,1,0.0615,False,True,False,False
R1022J,R1022J,FR2,X,1,1,2,0.0523,False,True,False,False
R1022J,R1022J,FR2,X,1,1,3,0.0536,False,True,False,False
R1022J,R1022J,FR2,X,1,1,4,0.0719,False,True,False,False
R1022J,R1022J,FR2,X,1,1,5,0.0498,False,True,False,False
R1023J,R1023J,FR1,X,0,0,0,0.0,False,True,False,False
R1023J,R1023J,FR1,X,0,0,1,0.0291,False,True,False,False
R1023J,R1023J,FR1,X,0,0,2,0.0297,False,True,False,False
R1023J,R1023J,FR1,X,0,0,3,0.0403,False,True,False,False
R1023J,R1023J,FR1,X,0,0,4,0.0303,False,True,False,False
R1023J,R1023J,FR1,X,0,0,5,0.0378,False,True,False,False
R1023J,R1023J,FR2,X,0,0,0,0.0,True,True,False,False
R1023J,R1023J,FR2,X,0,0,1,0.052,False,True,False,False
R1023J,R1023J,FR2,X,0,0,2,0.0528,False,True,False,False
R1023J,R1023J,FR2,X,0,0,3,0.0,False,True,False,False
R1023J,R1023J,FR2,X,0,0,4,0.0522,False,True,False,False
R1023J,R1023J,FR2,X,0,0,5,0.0,False,True,False,False
R1023J,R1023J,FR2,X,1,1,0,0.0,False,True,False,False
R1023J,R1023J,FR2,X,1,1,1,0.0169,False,True,False,False
R1023J,R1023J,FR2,X,1,1,2,0.061,False,True,False,False
R1023J,R1023J,FR2,X,1,1,3,0.021,False,True,False,False
R1023J,R1023J,FR2,X,1,1,4,0.0296,False,True,False,False
R1023J,R1023J,FR2,X,1,1,5,0.0247,False,True,False,False
R1024E,R1024E_2,FR2,X,0,0,0,0.019,True,True,False,False
R1024E,R1024E_2,FR2,X,0,0,1,0.0198,False,True,False,False
R1024E,R1024E_2,FR2,X,0,0,2,0.015,True,True,False,False
R1024E,R1024E_2,FR2,X,0,0,3,0.0194,True,True,False,False
R1024E,R1024E_2,FR2,X,0,0,4,0.0188,False,True,False,False
R1024E,R1024E_2,FR2,X,0,0,5,0.0188,False,True,False,False
R1024E,R1024E_1,catFR1,X,0,0,0,0.0176,False,True,False,False
R1024E,R1024E_1,catFR1,X,0,0,1,0.034,False,True,False,False
R1024E,R1024E_1,catFR1,X,0,0,2,0.0213,False,True,False,False
R1024E,R1024E_1,catFR1,X,0,0,3,0.0341,False,True,False,False
R1024E,R1024E_1,catFR1,X,0,0,4,0.0233,True,True,False,False
R1024E,R1024E_1,catFR1,X,0,0,5,0.0239,True,True,False,False
R1024E,R1024E_1,catFR2,X,0,0,0,0.038,False,True,False,False
R1024E,R1024E_1,catFR2,X,0,0,1,0.0293,True,True,False,False
R1024E,R1024E_1,catFR2,X,0,0,2,0.0327,False,True,False,False
R1024E,R1024E_1,catFR2,X,0,0,3,0.0388,False,True,False,False
R1024E,R1024E_1,catFR2,X,0,0,4,0.0293,False,True,False,False
R1024E,R1024E_1,catFR2,X,0,0,5,0.0314,False,True,False,False
R1024E,R1024E_1,catFR2,X,1,1,0,0.0466,False,True,False,False
R1024E,R1024E_1,catFR2,X,1,1,1,0.0205,True,True,False,False
R1024E,R1024E_1,catFR2,X,1,1,2,0.0181,False,True,False,False
R1024E,R1024E_1,catFR2,X,1,1,3,0.0327,False,True,False,False
R1024E,R1024E_1,catFR2,X,1,1,4,0.0176,True,True,False,False
R1024E,R1024E_1,catFR2,X,1,1,5,0.0205,False,True,False,False
R1026D,R1026D,FR1,X,0,0,0,0.0521,False,True,False,False
R1026D,R1026D,FR1,X,0,0,1,0.0583,False,True,False,False
R1026D,R1026D,FR1,X,0,0,2,0.0646,False,True,False,False
R1026D,R1026D,FR1,X,0,0,3,0.0584,False,True,False,False
R1026D,R1026D,FR1,X,0,0,4,0.0609,False,True,False,False
R1026D,R1026D,FR1,X,0,0,5,0.0465,False,True,False,False
R1026D,R1026D,FR2,X,0,0,0,0.0363,False,True,False,False
R1026D,R1026D,FR2,X,0,0,1,0.0338,False,True,False,False
R1026D,R1026D,FR2,X,0,0,2,0.0276,False,True,False,False
R1026D,R1026D,FR2,X,0,0,3,0.0456,False,True,False,False
R1026D,R1026D,FR2,X,0,0,4,0.0505,False,True,False,False
R1026D,R1026D,FR2,X,0,0,5,0.0455,False,True,False,False
R1026D,R1026D,FR2,X,1,1,0,0.03,False,True,False,False
R1026D,R1026D,FR2,X,1,1,1,0.029,False,True,False,False
R1026D,R1026D,FR2,X,1,1,2,0.0271,False,True,False,False
R1026D,R1026D,FR2,X,1,1,3,0.026,False,True,False,False
R1026D,R1026D,FR2,X,1,1,4,0.0266,False,True,False,False
R1026D,R1026D,FR2,X,1,1,5,0.027,False,True,False,False
R1026D,R1026D,catFR1,X,0,0,0,0.0235,False,True,False,False
R1026D,R1026D,catFR1,X,0,0,1,0.0251,False,True,False,False
R1026D,R1026D,catFR1,X,0,0,2,0.0234,False,True,False,False
R1026D,R1026D,catFR1,X,0,0,3,0.0189,False,True,False,False
R1026D,R1026D,catFR1,X,0,0,4,0.0276,False,True,False,False
R1026D,R1026D,catFR1,X,0,0,5,0.0233,False,True,False,False
R1026D,R1026D,catFR2,X,0,0,0,0.0277,False,True,False,False
R1026D,R1026D,catFR2,X,0,0,1,0.0282,False,True,False,False
R1026D,R1026D,catFR2,X,0,0,2,0.0592,False,True,False,False
R1026D,R1026D,catFR2,X,0,0,3,0.0431,False,True,False,False
R1026D,R1026D,catFR2,X,0,0,4,0.0561,False,True,False,False
R1026D,R1026D,catFR2,X,0,0,5,0.0505,False,True,False,False
R1026D,R1026D,catFR2,X,1,1,0,0.0618,False,True,False,False
R1026D,R1026D,catFR2,X,1,1,1,0.0581,False,True,False,False
R1026D,R1026D,catFR2,X,1,1,2,0.0376,False,True,False,False
R1026D,R1026D,catFR2,X,1,1,3,0.0234,False,True,False,False
R1026D,R1026D,catFR2,X,1,1,4,0.063,False,True,False,False
R1026D,R1026D,catFR2,X,1,1,5,0.0228,False,True,False,False
R1026D,R1026D,catFR2,X,2,2,0,0.0315,False,True,False,False
R1026D,R1026D,catFR2,X,2,2,1,0.0315,False,True,False,False
R1026D,R1026D,catFR2,X,2,2,2,0.0265,False,True,False,False
R1026D,R1026D,catFR2,X,2,2,3,0.032,False,True,False,False
R1026D,R1026D,catFR2,X,2,2,4,0.0344,False,True,False,False
R1026D,R1026D,catFR2,X,2,2,5,0.0264,False,True,False,False
R1027J,R1027J,FR1,X,0,-999,0,0.0278,False,True,False,False
R1027J,R1027J,FR1,X,0,-999,1,0.0266,False,True,False,False
R1027J,R1027J,FR1,X,0,-999,2,0.029,True,True,False,False
R1027J,R1027J,FR1,X,0,-999,3,0.0202,False,True,False,False
R1027J,R1027J,FR1,X,0,-999,4,0.0226,False,True,False,False
R1027J,R1027J,FR1,X,0,-999,5,0.0245,False,True,False,False
R1027J,R1027J,FR2,X,0,0,0,0.0,False,True,False,False
R1027J,R1027J,FR2,X,0,0,1,0.0531,False,True,False,False
R1027J,R1027J,FR2,X,0,0,2,0.0663,False,True,False,False
R1027J,R1027J,FR2,X,0,0,3,0.066,False,True,False,False
R1027J,R1027J,FR2,X,0,0,4,0.0494,False,True,False,False
R1027J,R1027J,FR2,X,0,0,5,0.0738,False,True,False,False
R1027J,R1027J,FR2,X,1,1,0,0.0,False,True,False,False
R1027J,R1027J,FR2,X,1,1,1,0.0209,False,True,False,False
R1027J,R1027J,FR2,X,1,1,2,0.0228,False,True,False,False
R1027J,R1027J,FR2,X,1,1,3,0.026,False,True,False,False
R1027J,R1027J,FR2,X,1,1,4,0.0246,False,True,False,False
R1027J,R1027J,FR2,X,1,1,5,0.0271,False,True,False,False
R1027J,R1027J,FR2,X,2,2,0,0.0,False,True,False,False
R1027J,R1027J,FR2,X,2,2,1,0.0364,False,True,False,False
R1027J,R1027J,FR2,X,2,2,2,0.0091,False,True,False,False
R1027J,R1027J,FR2,X,2,2,3,0.0325,False,True,False,False
R1027J,R1027J,FR2,X,2,2,4,0.0166,False,True,False,False
R1027J,R1027J,FR2,X,2,2,5,0.0036,False,True,False,False
R1028M,R1028M,FR2,X,0,0,0,0.0275,False,True,False,False
R1028M,R1028M,FR2,X,0,0,1,0.0276,False,True,False,False
R1028M,R1028M,FR2,X,0,0,2,0.0265,True,True,False,False
R1028M,R1028M,FR2,X,0,0,3,0.0276,True,True,False,False
R1028M,R1028M,FR2,X,0,0,4,0.0269,True,True,False,False
R1028M,R1028M,FR2,X,0,0,5,0.027,True,True,False,False
R1028M,R1028M,FR2,X,1,1,0,0.027,True,True,False,False
R1028M,R1028M,FR2,X,1,1,1,0.0276,False,True,False,False
R1028M,R1028M,FR2,X,1,1,2,0.0288,False,True,False,False
R1028M,R1028M,FR2,X,1,1,3,0.0282,True,True,False,False
R1028M,R1028M,FR2,X,1,1,4,0.04,False,True,False,False
R1028M,R1028M,FR2,X,1,1,5,0.0269,True,True,False,False
R1028M,R1028M,FR2,X,2,2,0,0.0422,True,True,False,False
R1028M,R1028M,FR2,X,2,2,1,0.039,False,True,False,False
R1028M,R1028M,FR2,X,2,2,2,0.041,False,True,False,False
R1028M,R1028M,FR2,X,2,2,3,0.0371,False,True,False,False
R1028M,R1028M,FR2,X,2,2,4,0.0415,False,True,False,False
R1028M,R1028M,FR2,X,2,2,5,0.0366,False,True,False,False
R1028M,R1028M,catFR1,X,0,0,0,0.0294,False,True,False,False
R1028M,R1028M,catFR1,X,0,0,1,0.0282,False,True,False,False
R1028M,R1028M,catFR1,X,0,0,2,0.0282,False,True,False,False
R1028M,R1028M,catFR1,X,0,0,3,0.0277,False,True,False,False
R1028M,R1028M,catFR1,X,0,0,4,0.0264,False,True,False,False
R1028M,R1028M,catFR1,X,0,0,5,0.0269,False,True,False,False
R1028M,R1028M,catFR1,X,1,1,0,0.0294,False,True,False,False
R1028M,R1028M,catFR1,X,1,1,1,0.027,True,True,False,False
R1028M,R1028M,catFR1,X,1,1,2,0.0264,False,True,False,False
R1028M,R1028M,catFR1,X,1,1,3,0.0269,False,True,False,False
R1028M,R1028M,catFR1,X,1,1,4,0.0276,False,True,False,False
R1028M,R1028M,catFR1,X,1,1,5,0.027,False,True,False,False
R1028M,R1028M,catFR2,X,0,0,0,0.0285,False,True,False,False
R1028M,R1028M,catFR2,X,0,0,1,0.0374,False,True,False,False
R1028M,R1028M,catFR2,X,0,0,2,0.0324,False,True,False,False
R1028M,R1028M,catFR2,X,0,0,3,0.03,False,True,False,False
R1028M,R1028M,catFR2,X,0,0,4,0.0248,False,True,False,False
R1028M,R1028M,catFR2,X,0,0,5,0.0228,True,True,False,False
R1029W,R1029W,catFR2,X,0,0,0,0.0313,False,True,False,False
R1029W,R1029W,catFR2,X,0,0,1,0.0315,False,True,False,False
R1029W,R1029W,catFR2,X,0,0,2,0.0327,False,True,False,False
R1029W,R1029W,catFR2,X,0,0,3,0.0308,False,True,False,False
R1029W,R1029W,catFR2,X,0,0,4,0.0334,False,True,False,False
R1029W,R1029W,catFR2,X,0,0,5,0.0359,False,True,False,False
R1029W,R1029W,catFR2,X,1,1,0,0.0239,False,True,False,False
R1029W,R1029W,catFR2,X,1,1,1,0.0239,False,True,False,False
R1029W,R1029W,catFR2,X,1,1,2,0.0288,False,True,False,False
R1029W,R1029W,catFR2,X,1,1,3,0.0238,False,True,False,False
R1029W,R1029W,catFR2,X,1,1,4,0.0381,False,True,False,False
R1029W,R1029W,catFR2,X,1,1,5,0.0245,False,True,False,False
R1030J,R1030J,FR1,X,0,0,0,0.1473,False,True,False,False
R1030J,R1030J,FR1,X,0,0,1,0.0217,True,True,False,False
R1030J,R1030J,FR1,X,0,0,2,0.0223,True,True,False,False
R1030J,R1030J,FR1,X,0,0,3,0.025,True,True,False,False
R1030J,R1030J,FR1,X,0,0,4,0.0224,True,True,False,False
R1030J,R1030J,FR1,X,0,0,5,0.0231,False,True,False,False
R1030J,R1030J,FR2,X,0,0,0,0.0,False,True,False,False
R1030J,R1030J,FR2,X,0,0,1,0.0217,True,True,False,False
R1030J,R1030J,FR2,X,0,0,2,0.0228,False,True,False,False
R1030J,R1030J,FR2,X,0,0,3,0.0196,False,True,False,False
R1030J,R1030J,FR2,X,0,0,4,0.0202,False,True,False,False
R1030J,R1030J,FR2,X,0,0,5,0.0222,False,True,False,False
R1030J,R1030J,FR2,X,1,1,0,0.0,False,True,False,False
R1030J,R1030J,FR2,X,1,1,1,0.0066,False,True,False,False
R1030J,R1030J,FR2,X,1,1,2,0.0321,False,True,False,False
R1030J,R1030J,FR2,X,1,1,3,0.0339,False,True,False,False
R1030J,R1030J,FR2,X,1,1,4,0.0376,False,True,False,False
R1030J,R1030J,FR2,X,1,1,5,0.0352,False,True,False,False
R1030J,R1030J,FR2,X,2,2,0,0.0,False,True,False,False
R1030J,R1030J,FR2,X,2,2,1,0.0556,False,True,False,False
R1030J,R1030J,FR2,X,2,2,2,0.0488,False,True,False,False
R1030J,R1030J,FR2,X,2,2,3,0.0349,False,True,False,False
R1030J,R1030J,FR2,X,2,2,4,0.021,False,True,False,False
R1030J,R1030J,FR2,X,2,2,5,0.0383,False,True,False,False
R1030J,R1030J,FR2,X,3,3,0,0.0336,False,True,False,False
R1030J,R1030J,FR2,X,3,3,1,0.0382,False,True,False,False
R1030J,R1030J,FR2,X,3,3,2,0.0,False,True,False,False
R1030J,R1030J,FR2,X,3,3,3,0.1278,False,True,False,False
R1030J,R1030J,FR2,X,3,3,4,0.0417,False,True,False,False
R1030J,R1030J,FR2,X,3,3,5,0.0468,False,True,False,False
R1030J,R1030J,FR2,X,4,4,0,0.0322,False,True,False,False
R1030J,R1030J,FR2,X,4,4,1,0.0451,False,True,False,False
R1030J,R1030J,FR2,X,4,4,2,0.0459,False,True,False,False
R1030J,R1030J,FR2,X,4,4,3,0.0402,False,True,False,False
R1030J,R1030J,FR2,X,4,4,4,0.0422,False,True,False,False
R1030J,R1030J,FR2,X,4,4,5,0.0394,False,True,False,False
R1030J,R1030J,FR2,X,5,5,0,0.0,False,True,False,False
R1030J,R1030J,FR2,X,5,5,1,0.0484,False,True,False,False
R1030J,R1030J,FR2,X,5,5,2,0.0509,False,True,False,False
R1030J,R1030J,FR2,X,5,5,3,0.049,False,True,False,False
